Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
PID-2861-10_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.00012264761867383583)	(8.0, 0.0004292666653584254)	(9.0, 0.001410447614749112)	(10.0, 0.003372809513530485)	(11.0, 0.005396495221648776)	(12.0, 0.008769304735179262)	(13.0, 0.01680272375831551)	(14.0, 0.029558076100394435)	(15.0, 0.05194126650836947)	(16.0, 0.07861712356992877)	(17.0, 0.11228389489589671)	(18.0, 0.15582379952510841)	(19.0, 0.1999769422476893)	(20.0, 0.26142339920328106)	(21.0, 0.3306579799446614)	(22.0, 0.3989727035459879)	(23.0, 0.48776957946584504)	(24.0, 0.5986430267469927)	(25.0, 0.7236822739849683)	(26.0, 0.8676092544987147)	(27.0, 1.0214706921250416)	(28.0, 1.2275800153064227)	(29.0, 1.4826870621480015)	(30.0, 1.7644086422418024)	(31.0, 2.1097843364273237)	(32.0, 2.493855354304441)	(33.0, 2.926188210129712)	(34.0, 3.4475019133028515)	(35.0, 3.9800991973939834)	(36.0, 4.54801899566318)	(37.0, 5.133416079593399)	(38.0, 5.659390392276144)	(39.0, 6.10834200043172)	(40.0, 6.414409132832278)	(41.0, 6.569190427598658)	(42.0, 6.44298602798328)	(43.0, 6.064618124374497)	(44.0, 5.566362173512039)	(45.0, 4.926754842127985)	(46.0, 4.24103200612257)	(47.0, 3.5112786750132456)	(48.0, 2.750434172570105)	(49.0, 2.077098746050747)	(50.0, 1.5394115857846504)	(51.0, 1.117626425165329)	(52.0, 0.7834116642791263)	(53.0, 0.5462111697639278)	(54.0, 0.36101326556643576)	(55.0, 0.24296493259286875)	(56.0, 0.17483418041955295)	(57.0, 0.11645391393080712)	(58.0, 0.0787397711886026)	(59.0, 0.05629525697129065)	(60.0, 0.04059636178103966)	(61.0, 0.03060058085912204)	(62.0, 0.02471349516277792)	(63.0, 0.02029818089051983)	(64.0, 0.017048018995663182)	(65.0, 0.013123295198100434)	(66.0, 0.00999578092191762)	(67.0, 0.008891952353853098)	(68.0, 0.00588708569634412)	(69.0, 0.0022689809454659628)	(70.0, 0.0026369238014874704)	(71.0, 0.0025755999921505523)	(72.0, 0.0011651523774014404)	(73.0, 0.0004905904746953433)	(74.0, 0.0004905904746953433)	(75.0, 0.0004905904746953433)	(76.0, 0.00024529523734767166)	(77.0, 0.00018397142801075374)	(78.0, 6.132380933691791e-05)	(79.0, 0.0)	(80.0, 0.00012264761867383583)	(81.0, 0.00012264761867383583)	(82.0, 0.00012264761867383583)	(83.0, 0.00018397142801075374)	(84.0, 6.132380933691791e-05)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.00012264761867383583)	(92.0, 0.00012264761867383583)	(93.0, 0.0)	(94.0, 6.132380933691791e-05)	(95.0, 6.132380933691791e-05)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 6.132380933691791e-05)	(99.0, 6.132380933691791e-05)	(100.0, 0.0)
PID-2861-10_R2	(0.0, 0.0)	(1.0, 6.140122507724274e-05)	(2.0, 6.140122507724274e-05)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 6.140122507724274e-05)	(7.0, 6.140122507724274e-05)	(8.0, 0.00018420367523172822)	(9.0, 0.0017806355272400394)	(10.0, 0.003684073504634564)	(11.0, 0.005096301681411148)	(12.0, 0.00871897396096847)	(13.0, 0.01706954057147348)	(14.0, 0.029472588037076513)	(15.0, 0.05084021436395699)	(16.0, 0.07540070439485409)	(17.0, 0.10732934143502032)	(18.0, 0.14822255733646397)	(19.0, 0.18365106420603305)	(20.0, 0.24720133216097928)	(21.0, 0.3210670059289023)	(22.0, 0.3809946016042912)	(23.0, 0.46720192161274)	(24.0, 0.5704173809675851)	(25.0, 0.6961670899257781)	(26.0, 0.8334602291984929)	(27.0, 0.9891123347693034)	(28.0, 1.2018675796619493)	(29.0, 1.4442182150418266)	(30.0, 1.7218131536160408)	(31.0, 2.0628355576950472)	(32.0, 2.451382509983839)	(33.0, 2.883647134527628)	(34.0, 3.3768217743480418)	(35.0, 3.9426954646599106)	(36.0, 4.518884560784757)	(37.0, 5.104652248021653)	(38.0, 5.65787728596761)	(39.0, 6.077370455695332)	(40.0, 6.392113135441278)	(41.0, 6.529897484514612)	(42.0, 6.421094513677737)	(43.0, 6.096036428118814)	(44.0, 5.600528541745465)	(45.0, 5.009725954052236)	(46.0, 4.269534185746074)	(47.0, 3.437915993299898)	(48.0, 2.7222233137995566)	(49.0, 2.1130617598082315)	(50.0, 1.5926863772785995)	(51.0, 1.1677898997440797)	(52.0, 0.8275657115910776)	(53.0, 0.5708471895431257)	(54.0, 0.3790911636268967)	(55.0, 0.26267444088044445)	(56.0, 0.1899139891639118)	(57.0, 0.13446868291916161)	(58.0, 0.09357546701771793)	(59.0, 0.06305905815432829)	(60.0, 0.04875257271133074)	(61.0, 0.042796653878838194)	(62.0, 0.03352506889217454)	(63.0, 0.02658673045844611)	(64.0, 0.022227243477961872)	(65.0, 0.018543169973327306)	(66.0, 0.01842036752317282)	(67.0, 0.015166102594078957)	(68.0, 0.009701393562204353)	(69.0, 0.0071839433340374)	(70.0, 0.007368147009269128)	(71.0, 0.006385727408033245)	(72.0, 0.005219104131565633)	(73.0, 0.00515770290648839)	(74.0, 0.004052480855098021)	(75.0, 0.0041752833052525066)	(76.0, 0.00448228943063872)	(77.0, 0.003438468604325594)	(78.0, 0.0023332465529352243)	(79.0, 0.003684073504634564)	(80.0, 0.004236684530329749)	(81.0, 0.0028858575786304087)	(82.0, 0.002578851453244195)	(83.0, 0.003070061253862137)	(84.0, 0.0025174502281669524)	(85.0, 0.00245604900308971)	(86.0, 0.003070061253862137)	(87.0, 0.0033770673792483507)	(88.0, 0.003315666154171108)	(89.0, 0.0033770673792483507)	(90.0, 0.0041752833052525066)	(91.0, 0.004298085755406992)	(92.0, 0.003868277179866293)	(93.0, 0.003561271054480079)	(94.0, 0.003991079630020778)	(95.0, 0.0046664931058704485)	(96.0, 0.006201523732801517)	(97.0, 0.00939438743681814)	(98.0, 0.013999479317611344)	(99.0, 0.025235903506746767)	(100.0, 0.14533669975783356)
PID-2861-11_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 5.799629751636655e-05)	(6.0, 0.0001159925950327331)	(7.0, 0.0002319851900654662)	(8.0, 0.0005799629751636656)	(9.0, 0.0016238963304582637)	(10.0, 0.004639703801309325)	(11.0, 0.008119481652291318)	(12.0, 0.012353211370986076)	(13.0, 0.02325651530406299)	(14.0, 0.04175733421178392)	(15.0, 0.07336531635820369)	(16.0, 0.10845307635560546)	(17.0, 0.1572859588643861)	(18.0, 0.21284641188506526)	(19.0, 0.26544905373240973)	(20.0, 0.34594791468512653)	(21.0, 0.43218840909196354)	(22.0, 0.5239965480603719)	(23.0, 0.6323336318209446)	(24.0, 0.7712927606701588)	(25.0, 0.9409319309055311)	(26.0, 1.099145830530179)	(27.0, 1.2840380270123555)	(28.0, 1.5239687098375638)	(29.0, 1.7989291563626577)	(30.0, 2.095232240373775)	(31.0, 2.432480710431446)	(32.0, 2.8389767597236593)	(33.0, 3.270817191030525)	(34.0, 3.7678454607457863)	(35.0, 4.282562601203539)	(36.0, 4.780924785761677)	(37.0, 5.297845785525053)	(38.0, 5.709097531213607)	(39.0, 6.034282771387875)	(40.0, 6.277461246874)	(41.0, 6.275315383865894)	(42.0, 6.029875052776631)	(43.0, 5.593046939883358)	(44.0, 5.04648983208912)	(45.0, 4.463511049454603)	(46.0, 3.7837944425627863)	(47.0, 3.05014127898075)	(48.0, 2.375180368485276)	(49.0, 1.803394871271418)	(50.0, 1.3326389243310708)	(51.0, 0.9663923055152158)	(52.0, 0.6857482218335181)	(53.0, 0.4708719395353801)	(54.0, 0.3076123620268082)	(55.0, 0.20403097466257752)	(56.0, 0.14748458458412017)	(57.0, 0.10427734293442707)	(58.0, 0.07527919417624378)	(59.0, 0.05347258631008997)	(60.0, 0.039901452691260185)	(61.0, 0.0334638636669435)	(62.0, 0.02447443755190669)	(63.0, 0.018906792990335496)	(64.0, 0.0166449373871972)	(65.0, 0.012411207668502445)	(66.0, 0.01009135576784778)	(67.0, 0.008525455734905884)	(68.0, 0.005683637156603923)	(69.0, 0.003131800065883794)	(70.0, 0.0022618556031382955)	(71.0, 0.0018558815205237296)	(72.0, 0.0011019296528109645)	(73.0, 0.00040597408261456593)	(74.0, 5.799629751636655e-05)	(75.0, 5.799629751636655e-05)	(76.0, 0.00017398889254909965)	(77.0, 0.00017398889254909965)	(78.0, 5.799629751636655e-05)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0001159925950327331)	(82.0, 0.0001159925950327331)	(83.0, 0.00017398889254909965)	(84.0, 0.00017398889254909965)	(85.0, 0.0001159925950327331)	(86.0, 0.0001159925950327331)	(87.0, 5.799629751636655e-05)	(88.0, 0.0001159925950327331)	(89.0, 5.799629751636655e-05)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 5.799629751636655e-05)	(93.0, 0.0001159925950327331)	(94.0, 5.799629751636655e-05)	(95.0, 0.0)	(96.0, 5.799629751636655e-05)	(97.0, 0.0001159925950327331)	(98.0, 0.0001159925950327331)	(99.0, 5.799629751636655e-05)	(100.0, 0.0)
PID-2861-11_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 5.8070963879279755e-05)	(7.0, 0.00034842578327567856)	(8.0, 0.0008710644581891963)	(9.0, 0.0020905546996540713)	(10.0, 0.004529535182583821)	(11.0, 0.00731694144878925)	(12.0, 0.012311044342407308)	(13.0, 0.023286456515591185)	(14.0, 0.040823887607133666)	(15.0, 0.07055622111332491)	(16.0, 0.10656021871847836)	(17.0, 0.14819709981992193)	(18.0, 0.19529265152601782)	(19.0, 0.253653970224694)	(20.0, 0.344999596406801)	(21.0, 0.43651943548054595)	(22.0, 0.5215353265998115)	(23.0, 0.6219980941109654)	(24.0, 0.7596843494687378)	(25.0, 0.9122948425434849)	(26.0, 1.0636858453767672)	(27.0, 1.2712314702813132)	(28.0, 1.5315636013521243)	(29.0, 1.807342608814824)	(30.0, 2.098510421705533)	(31.0, 2.447342701728366)	(32.0, 2.861679029007027)	(33.0, 3.282983871951202)	(34.0, 3.74267362201958)	(35.0, 4.272106599706974)	(36.0, 4.775756069431967)	(37.0, 5.278418332771013)	(38.0, 5.699723175715187)	(39.0, 6.006454006925543)	(40.0, 6.186996633626224)	(41.0, 6.185196433745966)	(42.0, 5.9968142269215825)	(43.0, 5.589678699163953)	(44.0, 5.077957365459739)	(45.0, 4.4586886066511)	(46.0, 3.7542297438315573)	(47.0, 3.0439637846240863)	(48.0, 2.377773687000989)	(49.0, 1.7990384609800867)	(50.0, 1.3317414146435227)	(51.0, 0.9712949418448332)	(52.0, 0.6880828510055859)	(53.0, 0.48210514212578054)	(54.0, 0.32403597844638105)	(55.0, 0.2220633658743658)	(56.0, 0.16590874380310228)	(57.0, 0.11631614065019735)	(58.0, 0.078047375453752)	(59.0, 0.055806196287987844)	(60.0, 0.04419200351213189)	(61.0, 0.03553942989411921)	(62.0, 0.029848475433949796)	(63.0, 0.02566736603464165)	(64.0, 0.020150624466110077)	(65.0, 0.01730514723602537)	(66.0, 0.014691953861457779)	(67.0, 0.01219490241464875)	(68.0, 0.009755921931719)	(69.0, 0.007258870484909969)	(70.0, 0.005749025424048696)	(71.0, 0.004413393254825261)	(72.0, 0.004355322290945982)	(73.0, 0.003832683616032464)	(74.0, 0.0035423287966360652)	(75.0, 0.0027293353023261488)	(76.0, 0.002903548193963988)	(77.0, 0.0029616191578432675)	(78.0, 0.0029616191578432675)	(79.0, 0.003019690121722547)	(80.0, 0.002845477230084708)	(81.0, 0.002903548193963988)	(82.0, 0.0022066966274126307)	(83.0, 0.0029616191578432675)	(84.0, 0.0035423287966360652)	(85.0, 0.0029616191578432675)	(86.0, 0.0027874062662054284)	(87.0, 0.0025551224106883093)	(88.0, 0.0022066966274126307)	(89.0, 0.00243898048292975)	(90.0, 0.0025551224106883093)	(91.0, 0.00243898048292975)	(92.0, 0.0023228385551711905)	(93.0, 0.002845477230084708)	(94.0, 0.003948825543791024)	(95.0, 0.004355322290945982)	(96.0, 0.0051102448213766185)	(97.0, 0.007433083376547809)	(98.0, 0.012427186270165869)	(99.0, 0.023518740371108304)	(100.0, 0.14442248716776876)
PID-2861-12_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 6.670766964761007e-05)	(5.0, 0.00013341533929522013)	(6.0, 0.0002001230089428302)	(7.0, 0.0006003690268284906)	(8.0, 0.0009339073750665409)	(9.0, 0.0016009840715426416)	(10.0, 0.003001845134142453)	(11.0, 0.0058035672593420755)	(12.0, 0.01000615044714151)	(13.0, 0.02027913157287346)	(14.0, 0.036022141609709436)	(15.0, 0.06257179412945825)	(16.0, 0.09832710506057724)	(17.0, 0.14088659829575245)	(18.0, 0.19338553430842156)	(19.0, 0.24501727061567177)	(20.0, 0.3318039488272125)	(21.0, 0.43053129990567535)	(22.0, 0.5205199462603013)	(23.0, 0.6292534477859058)	(24.0, 0.7664711242510397)	(25.0, 0.9275701464500179)	(26.0, 1.0974078733728332)	(27.0, 1.2935284221368069)	(28.0, 1.5368780010112884)	(29.0, 1.7953702208957774)	(30.0, 2.101091470890774)	(31.0, 2.4761886973192855)	(32.0, 2.869563825231242)	(33.0, 3.3085002915125163)	(34.0, 3.7844595144482143)	(35.0, 4.3189880713345135)	(36.0, 4.848913799015128)	(37.0, 5.336947110157044)	(38.0, 5.764409857258928)	(39.0, 6.078869811977762)	(40.0, 6.283862480804868)	(41.0, 6.266318363687547)	(42.0, 6.038911917858844)	(43.0, 5.64266836015204)	(44.0, 5.0911960551752475)	(45.0, 4.417648714743329)	(46.0, 3.7074121560052244)	(47.0, 3.019455958929422)	(48.0, 2.3343014839788188)	(49.0, 1.7544784194017924)	(50.0, 1.3005327274498057)	(51.0, 0.9425126644510826)	(52.0, 0.6600723911631016)	(53.0, 0.4563471680593004)	(54.0, 0.30785589542372044)	(55.0, 0.1995893475856493)	(56.0, 0.145756258180028)	(57.0, 0.10426408765921452)	(58.0, 0.07271135991589497)	(59.0, 0.0496972138874695)	(60.0, 0.035755310931119)	(61.0, 0.029684912993186475)	(62.0, 0.025282206796444218)	(63.0, 0.02001230089428302)	(64.0, 0.014809102661769434)	(65.0, 0.012207503545512642)	(66.0, 0.009806027438198679)	(67.0, 0.007471259000532327)	(68.0, 0.005069782893218365)	(69.0, 0.0026015991162567924)	(70.0, 0.0014008610625998114)	(71.0, 0.0013341533929522012)	(72.0, 0.0010006150447141508)	(73.0, 0.00046695368753327043)	(74.0, 0.0002001230089428302)	(75.0, 0.0)	(76.0, 0.00013341533929522013)	(77.0, 0.00013341533929522013)	(78.0, 6.670766964761007e-05)	(79.0, 6.670766964761007e-05)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 6.670766964761007e-05)	(88.0, 0.00013341533929522013)	(89.0, 6.670766964761007e-05)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 6.670766964761007e-05)	(96.0, 0.00013341533929522013)	(97.0, 0.0002001230089428302)	(98.0, 0.00013341533929522013)	(99.0, 0.0)	(100.0, 0.0)
PID-2861-12_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 6.677292464742226e-05)	(4.0, 6.677292464742226e-05)	(5.0, 0.0)	(6.0, 0.00026709169858968903)	(7.0, 0.0004006375478845336)	(8.0, 0.0006677292464742226)	(9.0, 0.001268685568301023)	(10.0, 0.0026041440612494687)	(11.0, 0.005876017368973159)	(12.0, 0.010283030395703028)	(13.0, 0.01862964597663081)	(14.0, 0.03185068505682042)	(15.0, 0.0587601736897316)	(16.0, 0.09368241328033343)	(17.0, 0.13621676628074142)	(18.0, 0.19424243779935138)	(19.0, 0.2522681093179613)	(20.0, 0.3338646232371113)	(21.0, 0.4306185910512262)	(22.0, 0.5220974978181947)	(23.0, 0.6246607100766353)	(24.0, 0.7609442492820241)	(25.0, 0.9262740107090417)	(26.0, 1.0936737328001294)	(27.0, 1.2891848561677817)	(28.0, 1.5442574283209347)	(29.0, 1.8214318385323847)	(30.0, 2.100943301106494)	(31.0, 2.4695966180849123)	(32.0, 2.8996810257389596)	(33.0, 3.3338385817964986)	(34.0, 3.808660848964319)	(35.0, 4.293231963130662)	(36.0, 4.820337430297413)	(37.0, 5.349045447655703)	(38.0, 5.737463550329758)	(39.0, 6.022450392724956)	(40.0, 6.233653153384753)	(41.0, 6.2604290961683695)	(42.0, 6.023852624142552)	(43.0, 5.563987492095755)	(44.0, 4.998955003729268)	(45.0, 4.39172202698561)	(46.0, 3.6982852045221297)	(47.0, 2.966587496235676)	(48.0, 2.3214274982922825)	(49.0, 1.7877115115854363)	(50.0, 1.334657217852676)	(51.0, 0.9491103509384601)	(52.0, 0.6565781680581031)	(53.0, 0.45852967355384866)	(54.0, 0.3151682043358331)	(55.0, 0.2168116863301801)	(56.0, 0.1561818707503207)	(57.0, 0.11404815529779723)	(58.0, 0.08086201174802837)	(59.0, 0.0542863877383543)	(60.0, 0.04173307790463891)	(61.0, 0.034588374967364735)	(62.0, 0.026375305235731797)	(63.0, 0.02236892975688646)	(64.0, 0.018429327202688545)	(65.0, 0.015290999744259699)	(66.0, 0.012486536909067964)	(67.0, 0.010483349169645296)	(68.0, 0.00881402605345974)	(69.0, 0.006143109067562848)	(70.0, 0.004473785951377291)	(71.0, 0.004674104725319558)	(72.0, 0.004473785951377291)	(73.0, 0.0042734671774350245)	(74.0, 0.00440701302672987)	(75.0, 0.0038060567049030686)	(76.0, 0.0036057379309608027)	(77.0, 0.003071554533781424)	(78.0, 0.0034721920816659577)	(79.0, 0.003071554533781424)	(80.0, 0.0024705982119546236)	(81.0, 0.002737689910544313)	(82.0, 0.002737689910544313)	(83.0, 0.0020031877394226676)	(84.0, 0.002737689910544313)	(85.0, 0.0029380086844865796)	(86.0, 0.0021367335887175123)	(87.0, 0.002337052362659779)	(88.0, 0.0024705982119546236)	(89.0, 0.0024038252873072015)	(90.0, 0.0024705982119546236)	(91.0, 0.0021367335887175123)	(92.0, 0.0022702794380123573)	(93.0, 0.0026041440612494687)	(94.0, 0.003205100383076269)	(95.0, 0.0038728296295504915)	(96.0, 0.004473785951377291)	(97.0, 0.006877611238684493)	(98.0, 0.010483349169645296)	(99.0, 0.01916382937381019)	(100.0, 0.1091737317985354)
PID-2861-13_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 5.4471511943968426e-05)	(6.0, 0.0003268290716638105)	(7.0, 0.0009804872149914317)	(8.0, 0.0009804872149914317)	(9.0, 0.0023967465255346106)	(10.0, 0.004248777931629537)	(11.0, 0.005937394801892559)	(12.0, 0.010948773900737653)	(13.0, 0.022932506528410706)	(14.0, 0.03954631767132108)	(15.0, 0.06634630154775353)	(16.0, 0.09750400637970348)	(17.0, 0.14331454792458093)	(18.0, 0.20187142326434696)	(19.0, 0.2489348095839357)	(20.0, 0.32067379081414216)	(21.0, 0.4048867482795173)	(22.0, 0.49759726160815154)	(23.0, 0.5999492325508682)	(24.0, 0.7273580989878103)	(25.0, 0.8683303718988006)	(26.0, 1.0146953244922439)	(27.0, 1.1964122883373225)	(28.0, 1.4089601279426873)	(29.0, 1.6505957549261312)	(30.0, 1.933357373427271)	(31.0, 2.2771815568176)	(32.0, 2.6590813270567626)	(33.0, 3.0884802557110658)	(34.0, 3.5721872817735054)	(35.0, 4.084328437070696)	(36.0, 4.629315914070101)	(37.0, 5.150935112445542)	(38.0, 5.594877934788885)	(39.0, 5.977812663754983)	(40.0, 6.2288173907927895)	(41.0, 6.305404336586008)	(42.0, 6.155171906644544)	(43.0, 5.8057371575239864)	(44.0, 5.3130423319907925)	(45.0, 4.701545138907803)	(46.0, 3.9938512557317645)	(47.0, 3.229507000134)	(48.0, 2.5568927706498776)	(49.0, 1.980475231258804)	(50.0, 1.492138126681127)	(51.0, 1.1080594959642056)	(52.0, 0.7989336656821848)	(53.0, 0.5585508834734523)	(54.0, 0.372639613208688)	(55.0, 0.250187654358647)	(56.0, 0.17921127429565611)	(57.0, 0.1269730943413904)	(58.0, 0.08421295746537519)	(59.0, 0.05855687533976605)	(60.0, 0.04597395608070935)	(61.0, 0.034698353108307885)	(62.0, 0.025383724565889283)	(63.0, 0.02004551639538038)	(64.0, 0.016995111726518148)	(65.0, 0.013672349497936075)	(66.0, 0.013073162866552421)	(67.0, 0.010240644245466063)	(68.0, 0.005665037242172716)	(69.0, 0.0031593476927501683)	(70.0, 0.0017430883822069896)	(71.0, 0.0017975598941509581)	(72.0, 0.0015252023344311159)	(73.0, 0.0007081296552715895)	(74.0, 0.00038130058360777896)	(75.0, 0.00016341453583190526)	(76.0, 0.00016341453583190526)	(77.0, 5.4471511943968426e-05)	(78.0, 5.4471511943968426e-05)	(79.0, 0.00010894302388793685)	(80.0, 5.4471511943968426e-05)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 5.4471511943968426e-05)	(84.0, 0.00016341453583190526)	(85.0, 0.0002178860477758737)	(86.0, 0.0002723575597198421)	(87.0, 0.00016341453583190526)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 5.4471511943968426e-05)	(97.0, 0.00010894302388793685)	(98.0, 5.4471511943968426e-05)	(99.0, 0.0)	(100.0, 0.0)
PID-2861-13_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 5.45460000054546e-05)	(5.0, 5.45460000054546e-05)	(6.0, 5.45460000054546e-05)	(7.0, 0.0001636380000163638)	(8.0, 0.0006545520000654552)	(9.0, 0.0018545640001854566)	(10.0, 0.0036000360003600037)	(11.0, 0.006163698000616369)	(12.0, 0.010472832001047283)	(13.0, 0.020182020002018203)	(14.0, 0.03660036600366003)	(15.0, 0.060382422006038244)	(16.0, 0.08836452000883646)	(17.0, 0.13341951601334195)	(18.0, 0.19227465001922747)	(19.0, 0.2387478420238748)	(20.0, 0.3102576480310258)	(21.0, 0.3930584760393058)	(22.0, 0.4726410900472641)	(23.0, 0.5726239080572624)	(24.0, 0.6872250540687225)	(25.0, 0.83089921808309)	(26.0, 0.9919190100991919)	(27.0, 1.1676116761167612)	(28.0, 1.3831774681383178)	(29.0, 1.6299981181629997)	(30.0, 1.9047463201904746)	(31.0, 2.244949722224495)	(32.0, 2.6344081622634405)	(33.0, 3.053430534305343)	(34.0, 3.5260716243526073)	(35.0, 4.036076724403608)	(36.0, 4.57510029645751)	(37.0, 5.081778090508178)	(38.0, 5.550437322555044)	(39.0, 5.943932166594394)	(40.0, 6.221571306622157)	(41.0, 6.317244990631725)	(42.0, 6.132443142613244)	(43.0, 5.759675778575968)	(44.0, 5.2576343945257635)	(45.0, 4.664555736466455)	(46.0, 4.016385618401638)	(47.0, 3.2958875043295888)	(48.0, 2.6265535382626557)	(49.0, 2.0467841042046784)	(50.0, 1.5432154321543217)	(51.0, 1.1451932701145193)	(52.0, 0.8260991700826099)	(53.0, 0.5942786700594279)	(54.0, 0.4065858840406586)	(55.0, 0.2803664400280367)	(56.0, 0.20296566602029656)	(57.0, 0.1421468760142147)	(58.0, 0.10036464001003648)	(59.0, 0.06987342600698734)	(60.0, 0.05350962600535096)	(61.0, 0.043309524004330954)	(62.0, 0.03572763000357276)	(63.0, 0.02912756400291276)	(64.0, 0.024272970002427296)	(65.0, 0.02160021600216002)	(66.0, 0.016800168001680018)	(67.0, 0.01161829800116183)	(68.0, 0.009436458000943646)	(69.0, 0.008236446000823645)	(70.0, 0.0072000720007200075)	(71.0, 0.0069273420006927345)	(72.0, 0.006000060000600006)	(73.0, 0.005181870000518187)	(74.0, 0.004800048000480005)	(75.0, 0.004418226000441823)	(76.0, 0.004090950000409095)	(77.0, 0.004090950000409095)	(78.0, 0.004418226000441823)	(79.0, 0.0034363980003436394)	(80.0, 0.0027818460002781843)	(81.0, 0.0033273060003327303)	(82.0, 0.002945484000294548)	(83.0, 0.003218214000321821)	(84.0, 0.003981858000398186)	(85.0, 0.003763674000376367)	(86.0, 0.0034363980003436394)	(87.0, 0.003272760000327276)	(88.0, 0.0034909440003490946)	(89.0, 0.003763674000376367)	(90.0, 0.0036000360003600037)	(91.0, 0.00403640400040364)	(92.0, 0.004527318000452732)	(93.0, 0.004309134000430913)	(94.0, 0.004854594000485459)	(95.0, 0.004909140000490914)	(96.0, 0.004363680000436368)	(97.0, 0.00627279000062728)	(98.0, 0.013200132001320013)	(99.0, 0.025800258002580026)	(100.0, 0.1527288000152729)
