Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
PID-2861-1_R1	(1, 39.17419952619962)	(2, 38.489940339995265)	(3, 38.92488584890583)	(4, 38.66300897631201)	(5, 39.04150305178424)	(6, 39.09656262075132)	(7, 39.04613990260995)	(8, 39.17447466219975)	(9, 39.08436762215735)	(10, 39.1459548153026)	(15, 39.343779890754604)	(20, 39.42456541142896)	(25, 39.41506009181343)	(30, 39.37937373127788)	(35, 39.39294469361626)	(40, 39.414137431881684)	(45, 39.43383136572248)	(50, 39.45373570940778)	(55, 39.43065267788552)	(60, 39.4180999177825)	(65, 39.43156666514893)	(70, 39.40545988889462)	(75, 39.385086855371775)	(80, 39.33431892602674)	(85, 39.30136585227541)	(90, 39.334486570383476)	(95, 39.38187794848486)	(100, 39.365508037701126)	(105, 39.34906886361735)	(110, 39.287099908999394)	(115, 39.27138682120135)	(120, 39.200044656428084)	(125, 38.98916300893005)	(130, 38.92947158858648)	(135, 39.16228207995145)	(140, 39.21771029998048)	(145, 39.28580943524104)	(150, 39.091621345011816)
PID-2861-1_R2	(1, 38.63808893771204)	(2, 38.03720405178221)	(3, 38.469806858574024)	(4, 38.054828940261096)	(5, 38.5534077414369)	(6, 38.812998557559055)	(7, 38.670733014903874)	(8, 39.01214846824101)	(9, 38.71840032692631)	(10, 38.79266185949276)	(15, 38.92141371636658)	(20, 38.98782094390453)	(25, 39.03428047702072)	(30, 39.0240649089345)	(35, 38.99671027971188)	(40, 38.97385979963196)	(45, 39.00401643469799)	(50, 39.04148807414515)	(55, 39.00023708070522)	(60, 38.91797819644895)	(65, 38.9174282512661)	(70, 38.83938968427967)	(75, 38.77720228772566)	(80, 38.76370191326923)	(85, 38.785653244146474)	(90, 38.749699882352616)	(95, 38.76387100350085)	(100, 38.720948144142554)	(105, 38.67956251116483)	(110, 38.62643209001406)	(115, 38.53381745582865)	(120, 38.50909217923369)	(125, 38.53822506985519)	(130, 38.44308696517721)	(135, 38.35091434918573)	(140, 38.08054505115825)	(145, 38.27022378123977)	(150, 37.969041621349064)
PID-2861-20_R1	(1, 39.14303488336261)	(2, 38.49337077439832)	(3, 38.883027487596685)	(4, 38.618786786231546)	(5, 38.98377939046563)	(6, 39.02899756556038)	(7, 38.97234291701334)	(8, 39.16970201226464)	(9, 39.015169024067056)	(10, 39.08208051296127)	(15, 39.30745452269291)	(20, 39.38778254214431)	(25, 39.38421256698934)	(30, 39.346187455226676)	(35, 39.36524948544566)	(40, 39.382879555916986)	(45, 39.409332504565015)	(50, 39.4281613112809)	(55, 39.40152123661807)	(60, 39.388749154966916)	(65, 39.40141076214359)	(70, 39.374353763737545)	(75, 39.35653881930564)	(80, 39.30033445014158)	(85, 39.274433414387246)	(90, 39.30756791863526)	(95, 39.353393291145395)	(100, 39.33542200293905)	(105, 39.31531493527114)	(110, 39.24928400567377)	(115, 39.23728330256711)	(120, 39.165467783877055)	(125, 38.94055070444135)	(130, 38.87383122184631)	(135, 39.121913703924214)	(140, 39.17810634733009)	(145, 39.250600203621794)	(150, 39.047556012403135)
PID-2861-20_R2	(1, 38.489757634587534)	(2, 37.80128886629072)	(3, 38.31301808881082)	(4, 38.020619549474596)	(5, 38.3876305814921)	(6, 38.72006640781486)	(7, 38.56334935749283)	(8, 38.90741810730024)	(9, 38.649040091214445)	(10, 38.69757145989122)	(15, 38.809472761765356)	(20, 38.87726415436624)	(25, 38.92970907893678)	(30, 38.92319652529234)	(35, 38.89920999793573)	(40, 38.87726221404009)	(45, 38.911859362110484)	(50, 38.95532774807993)	(55, 38.90645864867981)	(60, 38.8268359852255)	(65, 38.82590076755123)	(70, 38.7479481269729)	(75, 38.67409576114136)	(80, 38.658888289969525)	(85, 38.69171996549905)	(90, 38.64947514727142)	(95, 38.66880140507775)	(100, 38.62031781222312)	(105, 38.577669690793094)	(110, 38.51758118710161)	(115, 38.420953587242636)	(120, 38.401052634453194)	(125, 38.425805953282385)	(130, 38.3314011503805)	(135, 38.22791724982819)	(140, 37.94144483241639)	(145, 38.136620809004874)	(150, 37.82968227067258)
PID-2861-21_R1	(1, 39.260576862312135)	(2, 38.572828959841196)	(3, 38.97643927481441)	(4, 38.70536454441706)	(5, 39.129572836394594)	(6, 39.18105105071615)	(7, 39.1203463106908)	(8, 39.22898288892111)	(9, 39.189039690416976)	(10, 39.20895887467613)	(15, 39.39608781352119)	(20, 39.474553960592026)	(25, 39.46802071653159)	(30, 39.431342102331314)	(35, 39.4465614924189)	(40, 39.46422613513123)	(45, 39.48391408087524)	(50, 39.49969460301982)	(55, 39.47900734985013)	(60, 39.46694775908626)	(65, 39.480328931703056)	(70, 39.45227879198394)	(75, 39.43932515687203)	(80, 39.384149858224866)	(85, 39.359582843446105)	(90, 39.390097345901644)	(95, 39.43192999767032)	(100, 39.41794625211153)	(105, 39.399867525745)	(110, 39.341295660847344)	(115, 39.32175760890719)	(120, 39.26014363337423)	(125, 39.06228094625051)	(130, 39.008470034010216)	(135, 39.22401610882414)	(140, 39.27546884781762)	(145, 39.33356840185381)	(150, 39.14440664070388)
PID-2861-21_R2	(1, 38.49094261487619)	(2, 37.734690918823674)	(3, 38.24354756567673)	(4, 37.97495975941146)	(5, 38.362035188675385)	(6, 38.6085678067857)	(7, 38.476236677855965)	(8, 38.861706200953876)	(9, 38.593215046448606)	(10, 38.59852122807213)	(15, 38.720998192210025)	(20, 38.803090631639016)	(25, 38.891284234021114)	(30, 38.884382854929264)	(35, 38.86357945230755)	(40, 38.84476226357378)	(45, 38.88094492871661)	(50, 38.935701098048625)	(55, 38.89749650263521)	(60, 38.80913688898495)	(65, 38.80878692623526)	(70, 38.72686169258274)	(75, 38.643844776198925)	(80, 38.63891507720909)	(85, 38.67744440520596)	(90, 38.64152542072319)	(95, 38.66473399227591)	(100, 38.61887725266606)	(105, 38.577770120942866)	(110, 38.51397319901834)	(115, 38.4179650318155)	(120, 38.408811589638766)	(125, 38.435876504096)	(130, 38.343929229559386)	(135, 38.23353802343781)	(140, 37.959487795420564)	(145, 38.14488436335203)	(150, 37.8344760402978)
PID-2861-22_R1	(1, 39.18429904238945)	(2, 38.53327490487987)	(3, 38.92122791170944)	(4, 38.67334022948073)	(5, 39.06392052935384)	(6, 39.02695558940696)	(7, 39.05127295527739)	(8, 39.236165225332115)	(9, 39.07884562069798)	(10, 39.14191893747659)	(15, 39.35638077465397)	(20, 39.42609404388081)	(25, 39.4209305018502)	(30, 39.38015980944899)	(35, 39.397707602383875)	(40, 39.41083103732289)	(45, 39.43705999517529)	(50, 39.45226888008706)	(55, 39.42911526622667)	(60, 39.41597853624713)	(65, 39.43007084456684)	(70, 39.397031683899755)	(75, 39.377936947712904)	(80, 39.325718651061415)	(85, 39.2931170363128)	(90, 39.33041533728177)	(95, 39.373288982584185)	(100, 39.36292532970937)	(105, 39.34105687249308)	(110, 39.27488320124253)	(115, 39.260583106669465)	(120, 39.19020623903081)	(125, 38.973292027739646)	(130, 38.9124114215691)	(135, 39.146469235151145)	(140, 39.20617896098891)	(145, 39.27352589376577)	(150, 39.06901467030259)
PID-2861-22_R2	(1, 38.61612009233286)	(2, 37.83746356916369)	(3, 38.32148964733261)	(4, 37.90625412998741)	(5, 38.41351644890143)	(6, 38.63628784558989)	(7, 38.57378927400659)	(8, 38.93051286866814)	(9, 38.64041758457966)	(10, 38.71068833289114)	(15, 38.836214114446236)	(20, 38.900016033357566)	(25, 38.95760464018174)	(30, 38.948673571385)	(35, 38.924517059777926)	(40, 38.91031117881793)	(45, 38.93118287774833)	(50, 38.97068146102724)	(55, 38.93002022681662)	(60, 38.849560825973185)	(65, 38.84651385056091)	(70, 38.7707148152742)	(75, 38.70317578104152)	(80, 38.68861547802052)	(85, 38.719432142300604)	(90, 38.68104999458477)	(95, 38.698442920508526)	(100, 38.650522356230304)	(105, 38.60876736999437)	(110, 38.54683814616501)	(115, 38.45028109784505)	(120, 38.43090814586374)	(125, 38.4588665283459)	(130, 38.361913182085914)	(135, 38.258952857853856)	(140, 37.97644837191333)	(145, 38.170737927656866)	(150, 37.86406437484074)
PID-2861-23_R1	(1, 39.24023369883972)	(2, 38.591592123906544)	(3, 39.01933095319956)	(4, 38.699390531889705)	(5, 39.123431865795666)	(6, 39.09592192907424)	(7, 39.12948490843702)	(8, 39.2579169586316)	(9, 39.15623821482829)	(10, 39.21138068839623)	(15, 39.41088013907058)	(20, 39.48025543874641)	(25, 39.47384605905047)	(30, 39.43556105814194)	(35, 39.451839201260135)	(40, 39.47048750827376)	(45, 39.4930480162415)	(50, 39.5112765923256)	(55, 39.48532445258886)	(60, 39.47651179250998)	(65, 39.48508137062001)	(70, 39.45709553204803)	(75, 39.44267677326386)	(80, 39.38888745228155)	(85, 39.362217949476474)	(90, 39.393850533357735)	(95, 39.438820653461995)	(100, 39.42564587288702)	(105, 39.410333583686786)	(110, 39.35093407361472)	(115, 39.334026039939786)	(120, 39.26913681503065)	(125, 39.07214931724427)	(130, 39.01827414985411)	(135, 39.235235921711876)	(140, 39.282656435818296)	(145, 39.34860378460239)	(150, 39.15643928849285)
PID-2861-23_R2	(1, 38.635719375803774)	(2, 37.97198802239911)	(3, 38.44386837963332)	(4, 38.19644074430535)	(5, 38.53404063200047)	(6, 38.49114587856559)	(7, 38.63749436393681)	(8, 38.95467950876133)	(9, 38.72248917102582)	(10, 38.762318070080674)	(15, 38.87898920852954)	(20, 38.9385475616507)	(25, 38.990572046174364)	(30, 38.98409628873124)	(35, 38.95988129902363)	(40, 38.94382459931733)	(45, 38.96590793932037)	(50, 39.01005388681182)	(55, 38.970931073148826)	(60, 38.89520605205766)	(65, 38.89336008142502)	(70, 38.819024694019134)	(75, 38.746750771605136)	(80, 38.73567097626803)	(85, 38.76336547281655)	(90, 38.73484213786654)	(95, 38.745976252665926)	(100, 38.70517981840378)	(105, 38.66567733518965)	(110, 38.607795639042386)	(115, 38.51007019767901)	(120, 38.49462381695831)	(125, 38.519652790685555)	(130, 38.43304499091079)	(135, 38.33590583364261)	(140, 38.05882551166917)	(145, 38.24953916649137)	(150, 37.95427756035349)
PID-2861-24_R1	(1, 39.12062328271723)	(2, 38.387735750744696)	(3, 38.822477715950725)	(4, 38.49903682555863)	(5, 38.92676262986346)	(6, 38.90733611847407)	(7, 38.97071681433278)	(8, 39.140157100096886)	(9, 38.97577670448859)	(10, 39.05282824635466)	(15, 39.28796528557467)	(20, 39.374288637858584)	(25, 39.36331563173751)	(30, 39.3304224369531)	(35, 39.35143723323285)	(40, 39.364580386156405)	(45, 39.390709745352126)	(50, 39.40940090009932)	(55, 39.385368926629596)	(60, 39.3736718631426)	(65, 39.38607298040651)	(70, 39.35706550183428)	(75, 39.34012044415039)	(80, 39.28209054295711)	(85, 39.252652966065526)	(90, 39.287459692826474)	(95, 39.33128127364638)	(100, 39.319331554503364)	(105, 39.29820378997577)	(110, 39.23166952349948)	(115, 39.21965144107296)	(120, 39.139459524714)	(125, 38.906313410958646)	(130, 38.8405856367991)	(135, 39.09184831850873)	(140, 39.15680058367908)	(145, 39.22936767112973)	(150, 39.02434213813095)
PID-2861-24_R2	(1, 38.651687851001505)	(2, 37.95992740337044)	(3, 38.412494544419005)	(4, 38.147617961784626)	(5, 38.50330842940143)	(6, 38.642847488265986)	(7, 38.661192685445904)	(8, 39.02202145913447)	(9, 38.7398892478366)	(10, 38.7959771044169)	(15, 38.883578040804295)	(20, 38.94468642348913)	(25, 39.000361549096304)	(30, 38.996331940600086)	(35, 38.977355621537896)	(40, 38.95494502638225)	(45, 38.98048153964253)	(50, 39.017259971651)	(55, 38.97766132564359)	(60, 38.90187857712866)	(65, 38.90137219968324)	(70, 38.82544434814619)	(75, 38.75983715715256)	(80, 38.746941361756946)	(85, 38.77323722344733)	(90, 38.74038817113666)	(95, 38.75478211061095)	(100, 38.7068318790264)	(105, 38.665489704238325)	(110, 38.60419019772547)	(115, 38.517699615955664)	(120, 38.486220135236366)	(125, 38.51442482620613)	(130, 38.42323437288131)	(135, 38.318229302296935)	(140, 38.04071740480817)	(145, 38.22750882816068)	(150, 37.93660210669765)
PID-2861-25_R1	(1, 39.206154164288776)	(2, 38.5782493798903)	(3, 39.005107859047826)	(4, 38.70561844221956)	(5, 39.097448706005665)	(6, 39.154639697765575)	(7, 39.098608339018305)	(8, 39.21230508484885)	(9, 39.085317160642624)	(10, 39.175721507636936)	(15, 39.37273873246049)	(20, 39.45733290262307)	(25, 39.451302351033505)	(30, 39.4103980287922)	(35, 39.4296823494406)	(40, 39.44578347251372)	(45, 39.46753613091572)	(50, 39.48552917649816)	(55, 39.46173704683736)	(60, 39.44948196629595)	(65, 39.4574619297788)	(70, 39.431554692960205)	(75, 39.41343747185784)	(80, 39.35930038833655)	(85, 39.33175439180914)	(90, 39.36476972306156)	(95, 39.408018627475556)	(100, 39.394798765170364)	(105, 39.37766997941863)	(110, 39.31827689898597)	(115, 39.30014510685163)	(120, 39.230639982805236)	(125, 39.031456237061356)	(130, 38.97517551582991)	(135, 39.19574284994186)	(140, 39.25039244713058)	(145, 39.313699629713184)	(150, 39.11411906959614)
PID-2861-25_R2	(1, 38.5364620448263)	(2, 37.869664953234555)	(3, 38.3010281606335)	(4, 38.033505690209715)	(5, 38.46840861655984)	(6, 38.61190711988314)	(7, 38.584473284346274)	(8, 38.950369937122346)	(9, 38.642986095554164)	(10, 38.711296090307904)	(15, 38.815069393942125)	(20, 38.88361101626686)	(25, 38.93095294603347)	(30, 38.92140671075247)	(35, 38.90104863419569)	(40, 38.88349421602286)	(45, 38.9107259409537)	(50, 38.954939191639525)	(55, 38.91145729592502)	(60, 38.83177045747352)	(65, 38.82888034900031)	(70, 38.75634674758303)	(75, 38.685376866339745)	(80, 38.674680603251026)	(85, 38.70178734250225)	(90, 38.67301936558819)	(95, 38.69012446473821)	(100, 38.64068988201126)	(105, 38.60037658224171)	(110, 38.53826293065306)	(115, 38.44389161101363)	(120, 38.42560012906407)	(125, 38.452946746791284)	(130, 38.36254529193796)	(135, 38.2650296749753)	(140, 37.98580354070888)	(145, 38.17518549692469)	(150, 37.8597326859462)
PID-2861-26_R1	(1, 39.248922909043685)	(2, 38.57670009183418)	(3, 39.001228672165475)	(4, 38.80432067584559)	(5, 39.12223390646069)	(6, 39.177401876992796)	(7, 39.10698724019318)	(8, 39.24135354640999)	(9, 39.132167851628346)	(10, 39.19889456569651)	(15, 39.38922060443609)	(20, 39.46186053581779)	(25, 39.453322376121015)	(30, 39.416896994776735)	(35, 39.430755497909864)	(40, 39.450131241003554)	(45, 39.47216343460277)	(50, 39.49074769296016)	(55, 39.465465466387045)	(60, 39.454086471681094)	(65, 39.46670860146993)	(70, 39.43697798360584)	(75, 39.421668130722544)	(80, 39.36894488282589)	(85, 39.34001222615285)	(90, 39.37233997389053)	(95, 39.41910340161822)	(100, 39.405812338406676)	(105, 39.38506989300912)	(110, 39.328631650490806)	(115, 39.314561554866565)	(120, 39.24053313893027)	(125, 39.04566200187835)	(130, 38.991347506382766)	(135, 39.21320418684198)	(140, 39.25970434603819)	(145, 39.32755535376558)	(150, 39.129051376198596)
PID-2861-26_R2	(1, 38.66149786690031)	(2, 38.004066339864046)	(3, 38.50902445791271)	(4, 38.112681971238786)	(5, 38.56682686347909)	(6, 38.820724334708174)	(7, 38.68883729833796)	(8, 39.02269543856513)	(9, 38.748734433938)	(10, 38.795378177072664)	(15, 38.92225803725052)	(20, 38.98366561277606)	(25, 39.02744454653413)	(30, 39.01917428054139)	(35, 38.99896179627537)	(40, 38.981897857408484)	(45, 39.00767821924374)	(50, 39.04675183768645)	(55, 39.00600881780268)	(60, 38.93077423567532)	(65, 38.925984635289055)	(70, 38.84965508630449)	(75, 38.788215705597)	(80, 38.770925911887204)	(85, 38.792436090440205)	(90, 38.76072879394779)	(95, 38.77160232095889)	(100, 38.72805415696996)	(105, 38.68962848362138)	(110, 38.634710655096704)	(115, 38.54229612464629)	(120, 38.52508041104471)	(125, 38.55156793432965)	(130, 38.45991145624215)	(135, 38.365396361403796)	(140, 38.101419064725754)	(145, 38.29006894592477)	(150, 37.98320750815283)
PID-2861-27_R1	(1, 39.09517876256342)	(2, 38.312812117878245)	(3, 38.75922974195494)	(4, 38.47584741971508)	(5, 38.88406363808078)	(6, 38.94023242944106)	(7, 38.86508223177331)	(8, 39.09254761092094)	(9, 38.99083073476732)	(10, 38.98957879598941)	(15, 39.24305335920671)	(20, 39.33768491708753)	(25, 39.33446660534183)	(30, 39.29832262052783)	(35, 39.32126490123077)	(40, 39.33523276944545)	(45, 39.36572208117486)	(50, 39.38871375119369)	(55, 39.36579909365069)	(60, 39.34863460106387)	(65, 39.36588749106137)	(70, 39.33413236158148)	(75, 39.320919047001)	(80, 39.26036667504807)	(85, 39.22507548562482)	(90, 39.26508327322136)	(95, 39.313319935649574)	(100, 39.29639596088484)	(105, 39.27725435410778)	(110, 39.20940043289137)	(115, 39.1951695621422)	(120, 39.112118177917445)	(125, 38.863964499678815)	(130, 38.79651514213454)	(135, 39.06735075100214)	(140, 39.13121052127242)	(145, 39.20429802868567)	(150, 38.98879324292167)
PID-2861-27_R2	(1, 38.80503961639532)	(2, 38.26360560561224)	(3, 38.741557283882706)	(4, 38.41962892145979)	(5, 38.75893481437789)	(6, 39.03009586803151)	(7, 38.89778274110329)	(8, 39.188508428632495)	(9, 38.92504531611928)	(10, 38.976261299804435)	(15, 39.04488547455307)	(20, 39.09550911257544)	(25, 39.13665171527095)	(30, 39.137128838572906)	(35, 39.1220601691557)	(40, 39.109297996674464)	(45, 39.13466132596116)	(50, 39.16652480983616)	(55, 39.13287063547901)	(60, 39.06372482174758)	(65, 39.05953946595307)	(70, 38.98942699644259)	(75, 38.93074992551847)	(80, 38.91224633210413)	(85, 38.93280438169229)	(90, 38.89999645125814)	(95, 38.91031429106164)	(100, 38.864493292541944)	(105, 38.82614793705362)	(110, 38.775398223031075)	(115, 38.69045434394943)	(120, 38.66176492249027)	(125, 38.685650380487395)	(130, 38.600376751745515)	(135, 38.506800581067154)	(140, 38.25682337535642)	(145, 38.42892374778242)	(150, 38.13451531082893)
PID-2861-28_R1	(1, 39.2710455522202)	(2, 38.5756442432295)	(3, 38.980537375129174)	(4, 38.769790692715254)	(5, 39.11873595459541)	(6, 39.17918655577974)	(7, 39.122943424700225)	(8, 39.28649344684481)	(9, 39.146105014517005)	(10, 39.20489395206929)	(15, 39.39310701850163)	(20, 39.460113378915345)	(25, 39.455919114707115)	(30, 39.417755215559836)	(35, 39.43844559303234)	(40, 39.4538108847896)	(45, 39.474235989626514)	(50, 39.49182814436823)	(55, 39.46594909392414)	(60, 39.454430317835225)	(65, 39.468753079123445)	(70, 39.43644220611245)	(75, 39.42169876043419)	(80, 39.369585138083316)	(85, 39.34117710081411)	(90, 39.372343554301956)	(95, 39.41356396214198)	(100, 39.40362215015479)	(105, 39.38369977025546)	(110, 39.323845789784045)	(115, 39.309936550089105)	(120, 39.23882091642716)	(125, 39.04384274204843)	(130, 38.98798606613586)	(135, 39.20371467484773)	(140, 39.25648490678194)	(145, 39.32102943193865)	(150, 39.12393481502312)
PID-2861-28_R2	(1, 38.6071387562948)	(2, 38.032470514902485)	(3, 38.50355953611207)	(4, 38.17142775125896)	(5, 38.59145301248298)	(6, 38.6779029903384)	(7, 38.7198751701852)	(8, 39.05668192182143)	(9, 38.78297902006135)	(10, 38.824622311894096)	(15, 38.90911171848364)	(20, 38.96051526873099)	(25, 39.0113734172101)	(30, 39.0012844330358)	(35, 38.98398195204042)	(40, 38.97165770294199)	(45, 38.994321696350816)	(50, 39.031188185590565)	(55, 38.995234101984366)	(60, 38.92251051566646)	(65, 38.92120851138065)	(70, 38.84894667743153)	(75, 38.785354978279365)	(80, 38.7682167161604)	(85, 38.796190557972515)	(90, 38.76395156224957)	(95, 38.78138779083151)	(100, 38.73620604325081)	(105, 38.69884467053135)	(110, 38.63838986140305)	(115, 38.55246654092154)	(120, 38.53779410179309)	(125, 38.560461381386354)	(130, 38.47033226229364)	(135, 38.37338651672922)	(140, 38.107930523310536)	(145, 38.295231849262436)	(150, 37.977791193465265)
PID-2861-29_R1	(1, 39.21495488025085)	(2, 38.59595678110295)	(3, 38.988166685924405)	(4, 38.77133814097118)	(5, 39.1114162141098)	(6, 39.061717654362106)	(7, 39.10371764983087)	(8, 39.26700968097857)	(9, 39.10278421590417)	(10, 39.18834204462811)	(15, 39.38585201006444)	(20, 39.456896713833075)	(25, 39.446565483898745)	(30, 39.40914013877796)	(35, 39.430885480907634)	(40, 39.44885198269759)	(45, 39.466379412109035)	(50, 39.48791795984359)	(55, 39.46320780280267)	(60, 39.45261546134801)	(65, 39.46471687587577)	(70, 39.43484047027627)	(75, 39.4170423849598)	(80, 39.36790804144594)	(85, 39.34008308208638)	(90, 39.36690234437365)	(95, 39.41066254679289)	(100, 39.399388180462026)	(105, 39.378768761985306)	(110, 39.31950249569256)	(115, 39.298622563358876)	(120, 39.233062781595834)	(125, 39.026801171696015)	(130, 38.9712175835156)	(135, 39.19631075845795)	(140, 39.25076371808008)	(145, 39.31505161767866)	(150, 39.11315212353078)
PID-2861-29_R2	(1, 38.5280789159479)	(2, 37.82431051631131)	(3, 38.32886780355294)	(4, 38.090425278840726)	(5, 38.36905530596016)	(6, 38.62305808360578)	(7, 38.561446913211036)	(8, 38.839478817620154)	(9, 38.6581162306488)	(10, 38.68473450375073)	(15, 38.80374074053509)	(20, 38.86097641377451)	(25, 38.915074170255835)	(30, 38.91922931822901)	(35, 38.89895918409586)	(40, 38.88887947096437)	(45, 38.91446774376419)	(50, 38.96064904564835)	(55, 38.91321506827909)	(60, 38.837268910860516)	(65, 38.83545582341346)	(70, 38.76155768708699)	(75, 38.685986509408544)	(80, 38.676566745572266)	(85, 38.7037345837564)	(90, 38.66781882219879)	(95, 38.6848730259045)	(100, 38.63925800372584)	(105, 38.59656570910154)	(110, 38.5327239484648)	(115, 38.4404891914915)	(120, 38.41991418085703)	(125, 38.44618708742143)	(130, 38.34775709521957)	(135, 38.24303269650992)	(140, 37.956420175038964)	(145, 38.14808264239992)	(150, 37.85166712260143)
PID-2861-2_R1	(1, 39.22451007938538)	(2, 38.596103280675344)	(3, 39.005908822135645)	(4, 38.76512327170098)	(5, 39.14158108170446)	(6, 39.18646129071489)	(7, 39.172152631292015)	(8, 39.25766909757315)	(9, 39.13992459856494)	(10, 39.21208976953538)	(15, 39.40300146651871)	(20, 39.47491801817285)	(25, 39.46771437013694)	(30, 39.42862994231986)	(35, 39.44403682163134)	(40, 39.46334275676124)	(45, 39.4857243082431)	(50, 39.50116566763967)	(55, 39.478457991988954)	(60, 39.46579092746141)	(65, 39.48028942576035)	(70, 39.45108739721811)	(75, 39.43205091043764)	(80, 39.38534914623833)	(85, 39.35531924977641)	(90, 39.388660833214296)	(95, 39.431638674476304)	(100, 39.41401790286038)	(105, 39.39822720294209)	(110, 39.33588760679318)	(115, 39.32063065109802)	(120, 39.25934775404276)	(125, 39.062068424825775)	(130, 39.00533174513766)	(135, 39.22295812335877)	(140, 39.27491574437351)	(145, 39.34019324393544)	(150, 39.146715319143496)
PID-2861-2_R2	(1, 38.717039130744745)	(2, 38.10003900074227)	(3, 38.547838813706456)	(4, 38.15336517695014)	(5, 38.604939255295506)	(6, 38.875315046318626)	(7, 38.70273885857828)	(8, 39.045177956612726)	(9, 38.773887954641715)	(10, 38.82364171743943)	(15, 38.94051093258834)	(20, 38.99880252266464)	(25, 39.04651122681499)	(30, 39.035723836866126)	(35, 39.0122713526334)	(40, 38.99796647975487)	(45, 39.02270554987808)	(50, 39.06134481070913)	(55, 39.02716156271047)	(60, 38.94593620145859)	(65, 38.94176517680849)	(70, 38.87106326126157)	(75, 38.802152475971596)	(80, 38.78832294504245)	(85, 38.812679796759355)	(90, 38.78158247595891)	(95, 38.79332503722101)	(100, 38.747914140728305)	(105, 38.71017551410149)	(110, 38.65508991780966)	(115, 38.57001227629824)	(120, 38.545184789371675)	(125, 38.57007197566274)	(130, 38.48337621630289)	(135, 38.38943971578458)	(140, 38.12882263768467)	(145, 38.30863422075496)	(150, 38.00885371810949)
PID-2861-30_R1	(1, 38.90100557280635)	(2, 37.98252585905529)	(3, 38.45994673959983)	(4, 38.227081576836866)	(5, 38.661698780563036)	(6, 38.75601492936314)	(7, 38.77785889078533)	(8, 38.84142178535442)	(9, 38.74020132019988)	(10, 38.8363887803574)	(15, 39.13056612309528)	(20, 39.23873306051944)	(25, 39.24966633184011)	(30, 39.21749004088925)	(35, 39.252179620047215)	(40, 39.260651852692355)	(45, 39.29470797081568)	(50, 39.320176586817745)	(55, 39.29568448546343)	(60, 39.27992579520539)	(65, 39.300908469021735)	(70, 39.265248523433556)	(75, 39.24903028521348)	(80, 39.18644230784668)	(85, 39.14809531579937)	(90, 39.19055587663243)	(95, 39.24311355005631)	(100, 39.227477775959734)	(105, 39.20871342845828)	(110, 39.13703053026299)	(115, 39.12375577969823)	(120, 39.029159299470244)	(125, 38.75212910714427)	(130, 38.664585793296546)	(135, 38.97219591849546)	(140, 39.046715385621475)	(145, 39.12674553965722)	(150, 38.90047543804177)
PID-2861-30_R2	(1, 38.66347241358037)	(2, 38.09664500606634)	(3, 38.57173702934463)	(4, 38.32489358201896)	(5, 38.70436879228444)	(6, 38.82348495753563)	(7, 38.84988381418495)	(8, 39.160197618704885)	(9, 38.91814041004339)	(10, 38.94986839128915)	(15, 39.04292705998479)	(20, 39.09544510477287)	(25, 39.146371816893286)	(30, 39.139993293317694)	(35, 39.118004981433884)	(40, 39.10318890420339)	(45, 39.1253545016387)	(50, 39.15446332084748)	(55, 39.12673898544764)	(60, 39.05510774564859)	(65, 39.053754846759304)	(70, 38.98577635286915)	(75, 38.92489370556812)	(80, 38.90989045778709)	(85, 38.929207348102125)	(90, 38.89754612508105)	(95, 38.909291334661)	(100, 38.86865040188574)	(105, 38.83553832176919)	(110, 38.777099876704746)	(115, 38.68768946621608)	(120, 38.66604991091392)	(125, 38.6791054798402)	(130, 38.598304961017604)	(135, 38.50351664773804)	(140, 38.24437246772866)	(145, 38.423143568568605)	(150, 38.11707873554498)
PID-2861-31_R1	(1, 39.23482081143777)	(2, 38.63534535814041)	(3, 39.0375003550632)	(4, 38.73936846091938)	(5, 39.15757420820906)	(6, 39.25041708090707)	(7, 39.19379633574776)	(8, 39.30050845050419)	(9, 39.15112815414477)	(10, 39.257175211854374)	(15, 39.45422694961569)	(20, 39.52695007716608)	(25, 39.52601336099423)	(30, 39.493473130912044)	(35, 39.50565673434024)	(40, 39.52359068995477)	(45, 39.546148248334255)	(50, 39.563655297629374)	(55, 39.54268518794241)	(60, 39.52826584142541)	(65, 39.54207172239573)	(70, 39.51731355988477)	(75, 39.49879998459171)	(80, 39.44738906084291)	(85, 39.424252179887056)	(90, 39.44894074337245)	(95, 39.4915716792578)	(100, 39.48053477950191)	(105, 39.466931591080424)	(110, 39.41241258514799)	(115, 39.397982323362214)	(120, 39.336347587738295)	(125, 39.15351641811217)	(130, 39.103305955363496)	(135, 39.30215380399248)	(140, 39.34367162218451)	(145, 39.40588274883481)	(150, 39.2111218593625)
