Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
PID-2861-24_R2	(1, 0.00020635767356485976)	(2, 0.0)	(3, 0.001650861388518878)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00033017793288803334)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.131881390212813e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0001658836612265811)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0005220992063674384)	(125, 0.0)	(130, 2.095995328445612e-05)	(135, 2.1004176050282318e-05)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-25_R1	(1, 0.00010136652208421733)	(2, 0.028686725749833504)	(3, 0.0023314300079369985)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0967265042380441)	(35, 0.09188561983967054)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 6.090401040727729e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 4.077170231846247e-05)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 2.0483249003797186e-05)	(115, 8.205798134904142e-05)	(120, 0.0004725619246173327)	(125, 4.1167451283981925e-05)	(130, 0.0)	(135, 0.0)	(140, 6.220156208856258e-05)	(145, 0.0)	(150, 0.0)
PID-2861-25_R2	(1, 0.00020273304416843467)	(2, 0.0)	(3, 0.0019259639196001295)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0002838337999020368)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.060267360485153e-05)	(65, 2.0312540942465336e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 2.0369577465706798e-05)	(90, 0.00016308680927384987)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0006574774603371585)	(125, 0.0)	(130, 2.0622834344608387e-05)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 6.698654977067155e-05)
PID-2861-26_R1	(1, 0.000505973438081079)	(2, 0.027491223469071954)	(3, 0.0016865781269369297)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09996552563954662)	(35, 0.09627759252043876)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 1.6890585154053958e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 3.4033533580972664e-05)	(110, 3.408006156222321e-05)	(115, 5.120069032184071e-05)	(120, 0.00029060623880311254)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 6.904904277312003e-05)	(145, 0.0)	(150, 0.0)
PID-2861-26_R2	(1, 0.0)	(2, 0.0)	(3, 0.0015179203142432365)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0002361257565300578)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 8.44529257702698e-05)	(65, 3.3798610640512396e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 3.388181784762025e-05)	(90, 0.00011868071801156222)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 8.533448386973453e-05)	(120, 0.0003418896927095442)	(125, 0.0)	(130, 1.7163498456486584e-05)	(135, 1.7204712508393746e-05)	(140, 0.0)	(145, 0.0)	(150, 0.00011141806788814295)
PID-2861-27_R1	(1, 8.284482501516061e-05)	(2, 0.02626180952980591)	(3, 0.0013255172002425697)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09456193483627215)	(35, 0.08904961491924057)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 3.318575627517762e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 1.666019418122726e-05)	(95, 0.0)	(100, 0.0)	(105, 1.6717689053658433e-05)	(110, 0.0)	(115, 1.6766303217923045e-05)	(120, 0.00035266485318562164)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 5.0849120996669885e-05)	(145, 0.0)	(150, 0.0)
PID-2861-27_R2	(1, 0.0)	(2, 0.0)	(3, 0.0019882758003638545)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0002651114346207034)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 6.637151255035525e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.00013328155344981808)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 3.353260643584609e-05)	(120, 0.00048701336868490607)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-28_R1	(1, 0.0003075636041533389)	(2, 0.026963075964109375)	(3, 0.002255466430457819)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.1003907570787684)	(35, 0.08696445653366361)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 2.053086240298141e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 2.0613668923863414e-05)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0003116242061373349)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-28_R2	(1, 0.0)	(2, 0.0)	(3, 0.0016403392221511408)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0002460557771538441)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 6.159258720894423e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.00016490935139090731)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0004362738885922688)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-29_R1	(1, 0.00022656163269374984)	(2, 0.026054587759781235)	(3, 0.0018124930615499987)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09685659016770803)	(35, 0.09063167558935513)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.537334778625705e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 6.833361198261775e-05)	(95, 0.0)	(100, 0.0)	(105, 4.570927075429439e-05)	(110, 6.865010551521217e-05)	(115, 0.0)	(120, 0.0003213929722376159)	(125, 0.0)	(130, 0.0)	(135, 2.3097013925651637e-05)	(140, 9.26748844575878e-05)	(145, 0.0)	(150, 0.0)
PID-2861-29_R2	(1, 0.0)	(2, 0.0)	(3, 0.001585931428856249)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0001812520985594536)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.537334778625705e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 2.27388075041703e-05)	(85, 2.2759674227126983e-05)	(90, 0.0001366672239652355)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.00011459938918525563)	(120, 0.00034434961311173134)	(125, 0.0)	(130, 0.0)	(135, 2.3097013925651637e-05)	(140, 0.0)	(145, 0.0)	(150, 7.488813584707842e-05)
PID-2861-2_R1	(1, 0.0001048407050327732)	(2, 0.02799246824375045)	(3, 0.002201654805688237)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0980721905263564)	(35, 0.09046600688414018)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 2.1164487006698138e-05)	(110, 2.1190611457212657e-05)	(115, 2.122549649089479e-05)	(120, 0.00034017018714462845)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 8.584857127588361e-05)	(145, 0.0)	(150, 0.0)
PID-2861-2_R2	(1, 0.0)	(2, 0.0)	(3, 0.0018871326905899176)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0003145355693597062)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 2.100022827248132e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.00012654308749948328)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 4.245099298178958e-05)	(120, 0.000531515917413482)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 6.938142298523286e-05)
PID-2861-30_R1	(1, 0.00038557239507289886)	(2, 0.02776121244524872)	(3, 0.0016708137119825618)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09621425317895183)	(35, 0.08549880170576021)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 2.5922672150521548e-05)	(115, 2.5959549311072503e-05)	(120, 0.00038993996484301273)	(125, 2.6041049548044565e-05)	(130, 0.0)	(135, 0.0)	(140, 5.2438522387316166e-05)	(145, 0.0)	(150, 0.0)
PID-2861-30_R2	(1, 0.0)	(2, 0.0)	(3, 0.0016708137119825618)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00025705117066244143)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 7.719770280222515e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 2.5797850110363205e-05)	(90, 0.0001290772935486136)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 7.78786479332175e-05)	(120, 0.0004939239554678161)	(125, 0.0)	(130, 2.608865341850061e-05)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 8.465787635717158e-05)
PID-2861-31_R1	(1, 0.000378734081333144)	(2, 0.03560100364531553)	(3, 0.001514936325332576)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.08461105238499772)	(35, 0.08423751038765162)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 3.792783546601552e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 3.8228637837176584e-05)	(120, 0.00034442430625290847)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 7.707200374878226e-05)	(145, 0.0)	(150, 0.0)
PID-2861-31_R2	(1, 0.0)	(2, 0.0)	(3, 0.0017043033659991478)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00015149696040286072)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 3.792783546601552e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 7.607996460760046e-05)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 3.8228637837176584e-05)	(120, 0.0005357711430600798)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.000124067939603727)
PID-2861-32_R1	(1, 0.0002616434610720318)	(2, 0.031004750137035766)	(3, 0.0027472563412563335)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09691423404264227)	(35, 0.08925046097038879)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 7.858074787393238e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.00010516543706361273)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.00015865741975967101)	(120, 0.0006090833930499878)	(125, 2.6527098757735966e-05)	(130, 0.0)	(135, 0.0)	(140, 8.015246066718374e-05)	(145, 2.692516983724004e-05)	(150, 0.0)
PID-2861-32_R2	(1, 0.0006541086526800794)	(2, 0.0)	(3, 0.003139721532864381)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00047096550020722487)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 2.6185221689323868e-05)	(60, 0.00013096791312322063)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0003154963111908382)	(95, 0.0)	(100, 0.0)	(105, 2.6373672744919115e-05)	(110, 0.0)	(115, 0.0)	(120, 0.0007150109396673769)	(125, 2.6527098757735966e-05)	(130, 5.3151526764318424e-05)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.00017250138216732462)
PID-2861-33_R1	(1, 0.00024360990907666162)	(2, 0.028339952755918302)	(3, 0.0021924891816899545)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09983367550498673)	(35, 0.09204349221487794)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 3.252812137413097e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 4.900710782756228e-05)	(95, 0.0)	(100, 0.0)	(105, 3.279001911166264e-05)	(110, 3.283344953638348e-05)	(115, 3.288807268000958e-05)	(120, 0.0003953366744773114)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 6.652242387755882e-05)	(145, 0.0)	(150, 0.0)
PID-2861-33_R2	(1, 0.0)	(2, 0.0)	(3, 0.0016240660605110772)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00022737456597849592)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.879218206119646e-05)	(65, 3.2545631416167826e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 3.264238117030771e-05)	(90, 0.00011434991826431199)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 6.577614536001916e-05)	(120, 0.0005435879274063032)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.00010737459452668741)
PID-2861-34_R1	(1, 0.00011377107893664999)	(2, 0.0293529383656557)	(3, 0.00216165049979635)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09641156474581547)	(35, 0.08899882578895149)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 6.836184288033055e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 4.572998547158362e-05)	(95, 0.0)	(100, 0.0)	(105, 4.589260075892594e-05)	(110, 2.297528571490933e-05)	(115, 0.0)	(120, 0.0005530257189219133)	(125, 0.0)	(130, 0.0)	(135, 2.317752781071562e-05)	(140, 6.975425343998914e-05)	(145, 0.0)	(150, 0.0)
PID-2861-34_R2	(1, 0.00022754215787329997)	(2, 0.0)	(3, 0.0019341083419230497)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0002503014425782323)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 9.114912384044073e-05)	(65, 2.2798388153957517e-05)	(70, 0.0)	(75, 0.0)	(80, 4.566707378862949e-05)	(85, 2.2849632509360352e-05)	(90, 0.00016005494915054264)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 9.203711028323731e-05)	(120, 0.0006451966720755653)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 7.49332532047079e-05)
PID-2861-35_R1	(1, 0.00023184884382777804)	(2, 0.028749256634644477)	(3, 0.0013910930629666683)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.10113389599206508)	(35, 0.0872944696345086)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.641611864702584e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 4.656489598217123e-05)	(95, 0.0)	(100, 0.0)	(105, 4.670600090376112e-05)	(110, 0.0)	(115, 0.0)	(120, 0.00030476712041020715)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00011822538961177146)	(145, 0.0)	(150, 0.0)
PID-2861-35_R2	(1, 0.00011592442191388902)	(2, 0.0)	(3, 0.0015070174848805572)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00013911127371673326)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.641611864702584e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.00011641223995542808)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 9.36481064704052e-05)	(120, 0.0005392033668795973)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-36_R1	(1, 0.000187185645107248)	(2, 0.029762517572052432)	(3, 0.002152634918733352)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09825508772855913)	(35, 0.08944165420261586)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 9.369788055394188e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 7.52236870363635e-05)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 5.6677850466071414e-05)	(115, 0.0)	(120, 0.00037902800164119126)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 3.8252020376086214e-05)	(145, 0.0)	(150, 0.0)
PID-2861-36_R2	(1, 0.00046796411276812006)	(2, 0.0)	(3, 0.0014038923383043601)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0002433446638352579)	(35, 1.8719475555172845e-05)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.00011243745666473024)	(65, 3.749661358708541e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 5.637763544304082e-05)	(90, 0.00018805921759090875)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 1.892213465899286e-05)	(120, 0.00045483360196942946)	(125, 0.0)	(130, 0.0)	(135, 1.9065540655835532e-05)	(140, 0.0)	(145, 0.0)	(150, 0.000185651261531264)
PID-2861-37_R1	(1, 0.0)	(2, 0.011230806551603311)	(3, 0.00022461613103206618)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.05359340886425099)	(35, 0.06823847257231189)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.4938750729692966e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.00022590130101077276)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-37_R2	(1, 0.0)	(2, 0.0)	(3, 0.0015723129172244632)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00022461613103206618)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 4.4938750729692966e-05)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 4.5011104239415866e-05)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.00022590130101077276)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-38_R1	(1, 0.00027498817550845314)	(2, 0.025482237597116656)	(3, 0.0012832781523727814)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09749435117582625)	(35, 0.0928059442738989)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.8503287571619287e-05)	(115, 1.853175499611482e-05)	(120, 0.00035262108822579625)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
PID-2861-38_R2	(1, 0.0)	(2, 0.0)	(3, 0.001649929053050719)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00023832767305109837)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 3.671113057616835e-05)	(65, 1.83647949818565e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 1.8409107058898465e-05)	(90, 9.210903720449809e-05)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0004082981021561852)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 6.049500643969344e-05)
PID-2861-39_R1	(1, 9.552165810315001e-05)	(2, 0.028560975772841855)	(3, 0.0019104331620630002)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.09823644377195849)	(35, 0.09270022063111044)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 5.738482435366037e-05)	(65, 0.0)	(70, 0.0)	(75, 1.9157990970455695e-05)	(80, 0.0)	(85, 0.0)	(90, 5.759467364458135e-05)	(95, 0.0)	(100, 0.0)	(105, 5.777542653190099e-05)	(110, 1.928101853137253e-05)	(115, 3.8618440730251545e-05)	(120, 0.0005221158609903262)	(125, 0.0)	(130, 0.0)	(135, 5.8343011790733734e-05)	(140, 0.000156031981875325)	(145, 0.0)	(150, 0.0)
PID-2861-39_R2	(1, 0.00019104331620630003)	(2, 0.0)	(3, 0.0018149115039598502)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00028657072278867704)	(35, 1.910556896766497e-05)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 9.56413739227673e-05)	(65, 1.913771576817643e-05)	(70, 0.0)	(75, 0.0)	(80, 5.750510645345307e-05)	(85, 1.9184166463314502e-05)	(90, 0.00021118047003013162)	(95, 0.0)	(100, 0.0)	(105, 1.9258475510633663e-05)	(110, 0.0)	(115, 9.654610182562885e-05)	(120, 0.000599466358914819)	(125, 0.0)	(130, 1.9406208822450654e-05)	(135, 7.779068238764498e-05)	(140, 0.0)	(145, 0.0)	(150, 6.29246232230873e-05)
