strain,phase,window_mid,norm_position,density_drug,density_nd,log2FC,t_test_p,t_test_p_adj_BH,mwu_p,category
VU,stat,210501,-0.635644,343.5,392.5,-0.19238255496088918,0.8070619115713112,0.9473916682114255,1,Not significant
VU,stat,211501,-0.635166,290,324.5,-0.16216557798420397,0.8268243664494082,0.9524053216661854,1,Not significant
VU,stat,212501,-0.634688,301.5,363.5,-0.26979736201950955,0.7371851992752241,0.9412563256715453,1,Not significant
VU,stat,213501,-0.634209,375,431.5,-0.20246996379571186,0.8094176549602468,0.9473916682114255,1,Not significant
VU,stat,214501,-0.633731,305,260.5,0.2275258701717405,0.7071241884737214,0.9412563256715453,1,Not significant
VU,stat,215501,-0.633253,318.5,252.5,0.3350099846171433,0.655435018997959,0.9412563256715453,1,Not significant
VU,stat,216501,-0.632775,373.5,311.5,0.26187607976523536,0.7251706851575948,0.9412563256715453,1,Not significant
VU,stat,217501,-0.632296,340,280.5,0.27753397552890896,0.6925585091552313,0.9412563256715453,1,Not significant
VU,stat,218501,-0.631818,413,374,0.14310351153180867,0.8509592315402593,0.9566608823511068,1,Not significant
VU,stat,219501,-0.63134,409,341,0.2623291039175764,0.6497066424017743,0.9412563256715453,1,Not significant
VU,stat,220501,-0.630861,352.5,295,0.2569083030369522,0.702775840689722,0.9412563256715453,1,Not significant
VU,stat,221501,-0.630383,367.5,308,0.2548138990288253,0.7323703002635188,0.9412563256715453,1,Not significant
VU,stat,222501,-0.629905,384,295,0.3803913564719525,0.6491944821661502,0.9412563256715453,1,Not significant
VU,stat,223501,-0.629427,395.5,328,0.2699818798547081,0.7249075978474678,0.9412563256715453,1,Not significant
VU,stat,224501,-0.628948,356.5,337.5,0.07901457450569484,0.9070168498898916,0.9730709919864936,1,Not significant
VU,stat,225501,-0.62847,360,322,0.16093621821505757,0.8094745097415326,0.9473916682114255,1,Not significant
VU,stat,226501,-0.627992,349,316.5,0.1410215367813108,0.7876432367593539,0.9436755499713635,1,Not significant
VU,stat,227501,-0.627513,383.5,303,0.3399087840299824,0.6188354108723415,0.9412563256715453,1,Not significant
VU,stat,228501,-0.627035,310,257,0.27049985608035937,0.6922920615561234,0.9412563256715453,1,Not significant
VU,stat,229501,-0.626557,391,294,0.4113524524709879,0.517035384136372,0.9412563256715453,0.6666666666666667,Not significant
VU,stat,230501,-0.626079,388,299,0.3759111679890227,0.558248139484582,0.9412563256715453,1,Not significant
VU,stat,231501,-0.6256,425,327.5,0.3759679346002514,0.5826731336165092,0.9412563256715453,1,Not significant
VU,stat,232501,-0.625122,413,290.5,0.5076036180149164,0.464226208800123,0.9412563256715453,0.6666666666666667,Not significant
VU,stat,233501,-0.624644,405.5,359,0.17571807039422171,0.7861510264039264,0.9436755499713635,1,Not significant
VU,stat,234501,-0.624165,388,336,0.20759541940836726,0.7188678047823212,0.9412563256715453,1,Not significant
