strain,phase,window_mid,norm_position,density_drug,density_nd,log2FC,category
mff,stat,356501,-0.81439,237,309,-0.3827197790061155,No substantial change
mff,stat,357501,-0.813869,352.5,406,-0.20385646989902037,No substantial change
mff,stat,358501,-0.813347,259.5,310.5,-0.2588587298626005,No substantial change
mff,stat,359501,-0.812826,271,273,-0.01060809956598085,No substantial change
mff,stat,360501,-0.812304,302,393.5,-0.38181508618240745,No substantial change
mff,stat,361501,-0.811783,266,328.5,-0.3044671248211401,No substantial change
mff,stat,362501,-0.811262,246,329.5,-0.42162014966881195,No substantial change
mff,stat,363501,-0.81074,250.5,282,-0.17088455920358508,No substantial change
mff,stat,364501,-0.810219,260,308.5,-0.2467588661209634,No substantial change
mff,stat,365501,-0.809698,226,304,-0.4277485510283977,No substantial change
mff,stat,366501,-0.809176,245,280.5,-0.19521902160622231,No substantial change
mff,stat,367501,-0.808655,257.5,327,-0.34471820342750187,No substantial change
mff,stat,368501,-0.808133,213,281.5,-0.4022814918543914,No substantial change
mff,stat,369501,-0.807612,212,254.5,-0.26360139151249606,No substantial change
mff,stat,370501,-0.807091,263.5,307.5,-0.22278344858938756,No substantial change
mff,stat,371501,-0.806569,283.5,324,-0.19264507794239588,No substantial change
mff,stat,372501,-0.806048,249,308,-0.3067846086268205,No substantial change
