strain,phase,window_mid,norm_position,density_drug,density_nd,log2FC,category
AB30,stat,2363501,-0.268134,448,363.5,0.30154336813800986,No substantial change
AB30,stat,2364501,-0.267824,414.5,287,0.5303213648200626,No substantial change
AB30,stat,2365501,-0.267514,390.5,288.5,0.43675122949649675,No substantial change
AB30,stat,2366501,-0.267204,418.5,340.5,0.2975728245382726,No substantial change
AB30,stat,2367501,-0.266894,356,289.5,0.29831389297716115,No substantial change
AB30,stat,2368501,-0.266584,335,232.5,0.5269303793497411,No substantial change
AB30,stat,2369501,-0.266274,333,252.5,0.3992387894321051,No substantial change
AB30,stat,2370501,-0.265964,355,284.5,0.3193903720854626,No substantial change
AB30,stat,2371501,-0.265654,358.5,325.5,0.13931557553626925,No substantial change
AB30,stat,2372501,-0.265344,335.5,308,0.12338241550528205,No substantial change
AB30,stat,2373501,-0.265034,320,273,0.22917095396750997,No substantial change
AB30,stat,2374501,-0.264724,327.5,249.5,0.39245509108755217,No substantial change
AB30,stat,2375501,-0.264414,326,278,0.22978708150757016,No substantial change
AB30,stat,2376501,-0.264104,427.5,355,0.26810539538121575,No substantial change
AB30,stat,2377501,-0.263794,376.5,323.5,0.21888415267942074,No substantial change
AB30,stat,2378501,-0.263484,313.5,313,0.002302785869420547,No substantial change
AB30,stat,2379501,-0.263174,336,311,0.11154665264815786,No substantial change
AB30,stat,2380501,-0.262864,404.5,402,0.008944201251049114,No substantial change
AB30,stat,2381501,-0.262554,336,295,0.18774627852955672,No substantial change
AB30,stat,2382501,-0.262244,351,332,0.08028778895763601,No substantial change
AB30,stat,2383501,-0.261934,348.5,283.5,0.2978099209261944,No substantial change
AB30,stat,2384501,-0.261624,326,281.5,0.2117370421508479,No substantial change
AB30,stat,2385501,-0.261314,332,262,0.3416164298094744,No substantial change
AB30,stat,2386501,-0.261004,310.5,222,0.4840335918703755,No substantial change
AB30,stat,2387501,-0.260694,402.5,253.5,0.6670030359986387,No substantial change
AB30,stat,2388501,-0.260384,361.5,267.5,0.4344567556626085,No substantial change
AB30,stat,2389501,-0.260074,352,216,0.7045441164738286,No substantial change
AB30,stat,2390501,-0.259764,359.5,263,0.45092897114699554,No substantial change
AB30,stat,2391501,-0.259454,345.5,258,0.4213146449650043,No substantial change
AB30,stat,2392501,-0.259144,373.5,273.5,0.4495674099966806,No substantial change
AB30,stat,2393501,-0.258834,323,245.5,0.3958111403792319,No substantial change
AB30,stat,2394501,-0.258524,301,253,0.25062610206539193,No substantial change
AB30,stat,2395501,-0.258215,356.5,250,0.511973981781801,No substantial change
AB30,stat,2396501,-0.257905,388,291,0.41503749927884376,No substantial change
AB30,stat,2397501,-0.257595,306.5,291.5,0.07239119049028508,No substantial change
AB30,stat,2398501,-0.257285,340,285.5,0.25204400077485906,No substantial change
AB30,stat,2399501,-0.256975,434,325,0.4172553245286625,No substantial change
AB30,stat,2400501,-0.256665,356,343,0.05366866479358536,No substantial change
AB30,stat,2401501,-0.256355,344,332.5,0.04905422431354609,No substantial change
AB30,stat,2402501,-0.256045,376,340.5,0.1430778636655661,No substantial change
AB30,stat,2403501,-0.255735,397,343,0.21093043097014544,No substantial change
AB30,stat,2404501,-0.255425,356.5,304,0.22983075300030262,No substantial change
AB30,stat,2405501,-0.255115,340.5,287,0.24660406133638327,No substantial change
AB30,stat,2406501,-0.254805,357,269.5,0.40563880127659424,No substantial change
AB30,stat,2407501,-0.254495,344,308.5,0.15713807555268,No substantial change
AB30,stat,2408501,-0.254185,303.5,310.5,-0.032896751964799326,No substantial change
AB30,stat,2409501,-0.253875,349.5,314.5,0.15223243849614723,No substantial change
AB30,stat,2410501,-0.253565,319,294.5,0.11528878993440869,No substantial change
AB30,stat,2411501,-0.253255,330,257.5,0.35789359217523514,No substantial change
AB30,stat,2412501,-0.252945,317.5,293,0.11585592723728036,No substantial change
AB30,stat,2413501,-0.252635,271.5,259.5,0.0652176594464807,No substantial change
AB30,stat,2414501,-0.252325,245.5,247.5,-0.01170550065227898,No substantial change
AB30,stat,2415501,-0.252015,355.5,303,0.23053176614646428,No substantial change
AB30,stat,2416501,-0.251705,370.5,299,0.30932805810772873,No substantial change
AB30,stat,2417501,-0.251395,368,269,0.4520995935003887,No substantial change
AB30,stat,2418501,-0.251085,366.5,314.5,0.22075318125452256,No substantial change
AB30,stat,2419501,-0.250775,359.5,347,0.05105610786103701,No substantial change
AB30,stat,2420501,-0.250465,312,328,-0.07214978575583542,No substantial change
AB30,stat,2421501,-0.250155,345.5,345.5,0,No substantial change
AB30,stat,2422501,-0.249845,328.5,293,0.1649927059000816,No substantial change
AB30,stat,2423501,-0.249535,357.5,296,0.2723460660368019,No substantial change
AB30,stat,2424501,-0.249225,447.5,305,0.5530784397013702,No substantial change
AB30,stat,2425501,-0.248915,392,322,0.28379296600059134,No substantial change
AB30,stat,2426501,-0.248605,389.5,315,0.30627149967439043,No substantial change
AB30,stat,2427501,-0.248295,458.5,330,0.4744557093492386,No substantial change
AB30,stat,2428501,-0.247985,432.5,312.5,0.4688439429746375,No substantial change
AB30,stat,2429501,-0.247675,341.5,272.5,0.3256293486258016,No substantial change
AB30,stat,2430501,-0.247365,398.5,287.5,0.47101776815873414,No substantial change
AB30,stat,2431501,-0.247055,363.5,353,0.04228718064841395,No substantial change
AB30,stat,2432501,-0.246745,345,323.5,0.09283064967302392,No substantial change
AB30,stat,2433501,-0.246435,297,286,0.0544477840223765,No substantial change
AB30,stat,2434501,-0.246125,326,304,0.10080064078749214,No substantial change
AB30,stat,2435501,-0.245815,398,338.5,0.2336125969686522,No substantial change
AB30,stat,2436501,-0.245505,364.5,274.5,0.40911266532173834,No substantial change
AB30,stat,2437501,-0.245195,343,213,0.687355145946974,No substantial change
AB30,stat,2438501,-0.244885,338.5,179.5,0.9151719897519454,No substantial change
AB30,stat,2439501,-0.244575,303.5,159.5,0.9281400924908128,No substantial change
AB30,stat,2440501,-0.244265,389.5,190.5,1.0318323305683472,Enriched in Meropenem
AB30,stat,2441501,-0.243955,335,160,1.0660891904577725,Enriched in Meropenem
AB30,stat,2442501,-0.243645,381.5,186,1.0363804357264992,Enriched in Meropenem
AB30,stat,2443501,-0.243335,350,201.5,0.7965750833043614,No substantial change
AB30,stat,2444501,-0.243025,376,224,0.7472339296200333,No substantial change
AB30,stat,2445501,-0.242715,413,216,0.9351104692559767,No substantial change
AB30,stat,2446501,-0.242405,422.5,270.5,0.6433227473427314,No substantial change
AB30,stat,2447501,-0.242095,327,217,0.5915955930536032,No substantial change
AB30,stat,2448501,-0.241785,330.5,235,0.49198951494269205,No substantial change
AB30,stat,2449501,-0.241476,297,230,0.3688290698563907,No substantial change
AB30,stat,2450501,-0.241166,294,195,0.5923420310867537,No substantial change
AB30,stat,2451501,-0.240856,328.5,227,0.5332010730314146,No substantial change
AB30,stat,2452501,-0.240546,328,209.5,0.6467455709187322,No substantial change
AB30,stat,2453501,-0.240236,295.5,198.5,0.5740191230345746,No substantial change
AB30,stat,2454501,-0.239926,343,238,0.5272470028648688,No substantial change
AB30,stat,2455501,-0.239616,496.5,418,0.24829077544749115,No substantial change
AB30,stat,2456501,-0.239306,565.5,394,0.5213313945334441,No substantial change
AB30,stat,2457501,-0.238996,581.5,435.5,0.4171064728743537,No substantial change
AB30,stat,2458501,-0.238686,469,402,0.22239242133644802,No substantial change
AB30,stat,2459501,-0.238376,431,369.5,0.22211350494294727,No substantial change
AB30,stat,2460501,-0.238066,491,386,0.34712217704661275,No substantial change
AB30,stat,2461501,-0.237756,455,406.5,0.1626111930110308,No substantial change
AB30,stat,2462501,-0.237446,527.5,377.5,0.48269444938210626,No substantial change
AB30,stat,2463501,-0.237136,495,359.5,0.4614367545276742,No substantial change
AB30,stat,2464501,-0.236826,305,170.5,0.8390375034260761,No substantial change
AB30,stat,2465501,-0.236516,295,183.5,0.6849348914059908,No substantial change
AB30,stat,2466501,-0.236206,313,178,0.8142854159662205,No substantial change
AB30,stat,2467501,-0.235896,351.5,180.5,0.9615258521853643,No substantial change
AB30,stat,2468501,-0.235586,351,169.5,1.050185757168217,Enriched in Meropenem
AB30,stat,2469501,-0.235276,338.5,144.5,1.228086341074318,Enriched in Meropenem
AB30,stat,2470501,-0.234966,322.5,136,1.2456925090602768,Enriched in Meropenem
AB30,stat,2471501,-0.234656,317.5,159,0.9977298263751727,No substantial change
AB30,stat,2472501,-0.234346,283.5,168,0.7548875021634686,No substantial change
AB30,stat,2473501,-0.234036,397.5,290.5,0.45241669676718876,No substantial change
AB30,stat,2474501,-0.233726,345.5,242,0.513678663113664,No substantial change
AB30,stat,2475501,-0.233416,377,310.5,0.27997125504818293,No substantial change
AB30,stat,2476501,-0.233106,399,354,0.17263938613934848,No substantial change
AB30,stat,2477501,-0.232796,328.5,268.5,0.290971282336917,No substantial change
AB30,stat,2478501,-0.232486,346.5,225,0.6229303509201767,No substantial change
AB30,stat,2479501,-0.232176,313,230,0.444528795988243,No substantial change
AB30,stat,2480501,-0.231866,315.5,209,0.5941370629016663,No substantial change
AB30,stat,2481501,-0.231556,360.5,233,0.6296693045865424,No substantial change
AB30,stat,2482501,-0.231246,349.5,195.5,0.8381238480680842,No substantial change
AB30,stat,2483501,-0.230936,365,232,0.6537716586398075,No substantial change
AB30,stat,2484501,-0.230626,350.5,238,0.5584528707026798,No substantial change
AB30,stat,2485501,-0.230316,368,216.5,0.765338741330288,No substantial change
AB30,stat,2486501,-0.230006,350.5,227.5,0.6235478989245646,No substantial change
AB30,stat,2487501,-0.229696,349.5,275,0.3458608369634146,No substantial change
AB30,stat,2488501,-0.229386,376,288,0.384663850235325,No substantial change
AB30,stat,2489501,-0.229076,312.5,279,0.16359106772026177,No substantial change
AB30,stat,2490501,-0.228766,321,301.5,0.09041529522221839,No substantial change
AB30,stat,2491501,-0.228456,337,347.5,-0.04426438642901123,No substantial change
AB30,stat,2492501,-0.228146,337.5,354,-0.06886185814480418,No substantial change
AB30,stat,2493501,-0.227836,270,284,-0.07293152245385123,No substantial change
AB30,stat,2494501,-0.227526,316,319,-0.013631865587766525,No substantial change
AB30,stat,2495501,-0.227216,371,352.5,0.07379592933464733,No substantial change
AB30,stat,2496501,-0.226906,373.5,341.5,0.12922266449914666,No substantial change
AB30,stat,2497501,-0.226596,337,336.5,0.0021420865715413755,No substantial change
AB30,stat,2498501,-0.226286,299,271.5,0.1391932863937436,No substantial change
AB30,stat,2499501,-0.225976,371,367.5,0.013674936897076493,No substantial change
AB30,stat,2500501,-0.225666,307,364,-0.24569979482851687,No substantial change
AB30,stat,2501501,-0.225356,400,419.5,-0.06867081066509849,No substantial change
AB30,stat,2502501,-0.225046,363.5,358.5,0.019982245217689508,No substantial change
AB30,stat,2503501,-0.224737,371,376.5,-0.021230678051124868,No substantial change
AB30,stat,2504501,-0.224427,351.5,390,-0.1499494346770754,No substantial change
AB30,stat,2505501,-0.224117,390,372.5,0.06623369840008683,No substantial change
AB30,stat,2506501,-0.223807,350.5,346.5,0.016559091873409412,No substantial change
AB30,stat,2507501,-0.223497,437,405.5,0.10793136528332549,No substantial change
AB30,stat,2508501,-0.223187,354,334,0.08390125760894525,No substantial change
AB30,stat,2509501,-0.222877,314,282.5,0.15251369158907702,No substantial change
AB30,stat,2510501,-0.222567,352.5,312.5,0.17376706773670636,No substantial change
AB30,stat,2511501,-0.222257,352,245.5,0.519852404322604,No substantial change
AB30,stat,2512501,-0.221947,362,294,0.300173542246841,No substantial change
AB30,stat,2513501,-0.221637,294.5,268.5,0.13334554584504796,No substantial change
AB30,stat,2514501,-0.221327,325,301.5,0.10828171601573203,No substantial change
AB30,stat,2515501,-0.221017,383.5,333,0.20370440043167137,No substantial change
AB30,stat,2516501,-0.220707,373,363,0.039206082259487164,No substantial change
AB30,stat,2517501,-0.220397,372.5,431,-0.21044744373957422,No substantial change
AB30,stat,2518501,-0.220087,341.5,371,-0.11953360833071282,No substantial change
AB30,stat,2519501,-0.219777,378,349.5,0.11309377884563636,No substantial change
AB30,stat,2520501,-0.219467,374,320.5,0.22271391326889572,No substantial change
AB30,stat,2521501,-0.219157,377.5,329,0.19838906047719984,No substantial change
AB30,stat,2522501,-0.218847,340,276.5,0.2982552659029946,No substantial change
AB30,stat,2523501,-0.218537,337,284.5,0.24431993887527642,No substantial change
AB30,stat,2524501,-0.218227,392,341,0.20108191509103587,No substantial change
AB30,stat,2525501,-0.217917,350.5,305,0.20060520156037445,No substantial change
AB30,stat,2526501,-0.217607,294,296.5,-0.012215949709639202,No substantial change
AB30,stat,2527501,-0.217297,363.5,345.5,0.07326965353133588,No substantial change
AB30,stat,2528501,-0.216987,366.5,272.5,0.4275569684695232,No substantial change
AB30,stat,2529501,-0.216677,383.5,317.5,0.27246998584340515,No substantial change
AB30,stat,2530501,-0.216367,345,263,0.39153356237322906,No substantial change
AB30,stat,2531501,-0.216057,324.5,231.5,0.48720628473890204,No substantial change
AB30,stat,2532501,-0.215747,331.5,228.5,0.5368147050545181,No substantial change
AB30,stat,2533501,-0.215437,319.5,238,0.4248543576390508,No substantial change
AB30,stat,2534501,-0.215127,347,231,0.5870428111622035,No substantial change
AB30,stat,2535501,-0.214817,344,220.5,0.6416299091445774,No substantial change
AB30,stat,2536501,-0.214507,342,249.5,0.45495650954863737,No substantial change
AB30,stat,2537501,-0.214197,398,314,0.3420038716520218,No substantial change
AB30,stat,2538501,-0.213887,367.5,229.5,0.6792500963099188,No substantial change
AB30,stat,2539501,-0.213577,346,300.5,0.20340704692553932,No substantial change
AB30,stat,2540501,-0.213267,331,254.5,0.3791655607315225,No substantial change
AB30,stat,2541501,-0.212957,366,302.5,0.2749085061220857,No substantial change
AB30,stat,2542501,-0.212647,363.5,248.5,0.5487095123573081,No substantial change
AB30,stat,2543501,-0.212337,316.5,206,0.619561162245123,No substantial change
AB30,stat,2544501,-0.212027,412.5,193,1.0957932718650978,Enriched in Meropenem
AB30,stat,2545501,-0.211717,409,278.5,0.554423515601717,No substantial change
AB30,stat,2546501,-0.211407,367,299,0.29563457864510784,No substantial change
AB30,stat,2547501,-0.211097,356,284.5,0.3234485886598159,No substantial change
AB30,stat,2548501,-0.210787,368,306,0.26617411336436103,No substantial change
AB30,stat,2549501,-0.210477,337,276.5,0.28546911094715133,No substantial change
AB30,stat,2550501,-0.210167,305,292,0.06284087357023149,No substantial change
AB30,stat,2551501,-0.209857,350.5,303,0.21009665053767232,No substantial change
AB30,stat,2552501,-0.209547,383,300.5,0.34997940121377163,No substantial change
AB30,stat,2553501,-0.209237,395,300,0.3968901525685844,No substantial change
AB30,stat,2554501,-0.208927,394,288.5,0.4496243108108938,No substantial change
AB30,stat,2555501,-0.208617,362,236.5,0.6141495137438102,No substantial change
AB30,stat,2556501,-0.208308,298,239.5,0.3152866747259814,No substantial change
AB30,stat,2557501,-0.207998,398.5,323.5,0.3008140119979642,No substantial change
AB30,stat,2558501,-0.207688,353.5,297,0.25124728400863316,No substantial change
AB30,stat,2559501,-0.207378,335.5,237.5,0.49838525298187336,No substantial change
AB30,stat,2560501,-0.207068,367,301,0.28601657608351083,No substantial change
AB30,stat,2561501,-0.206758,404.5,294,0.4603235475936132,No substantial change
AB30,stat,2562501,-0.206448,381.5,275,0.47225143842250844,No substantial change
AB30,stat,2563501,-0.206138,340,293.5,0.2121742430276496,No substantial change
AB30,stat,2564501,-0.205828,341.5,303,0.17256778481713958,No substantial change
AB30,stat,2565501,-0.205518,385,326.5,0.2377754540358328,No substantial change
AB30,stat,2566501,-0.205208,385.5,373.5,0.045622617125797106,No substantial change
AB30,stat,2567501,-0.204898,303.5,357.5,-0.2362467254100696,No substantial change
AB30,stat,2568501,-0.204588,314.5,315,-0.00229181150798962,No substantial change
AB30,stat,2569501,-0.204278,307.5,310,-0.011681805047635324,No substantial change
AB30,stat,2570501,-0.203968,303,335.5,-0.14699497272723266,No substantial change
AB30,stat,2571501,-0.203658,258.5,276,-0.09450398646323435,No substantial change
AB30,stat,2572501,-0.203348,358,368,-0.039746178792756465,No substantial change
AB30,stat,2573501,-0.203038,321.5,280,0.19939191038298076,No substantial change
AB30,stat,2574501,-0.202728,333,227.5,0.5496556319852034,No substantial change
AB30,stat,2575501,-0.202418,375.5,367,0.033032844671058936,No substantial change
AB30,stat,2576501,-0.202108,315.5,285.5,0.14414925961970632,No substantial change
AB30,stat,2577501,-0.201798,348.5,319.5,0.12534272492142864,No substantial change
AB30,stat,2578501,-0.201488,343,296,0.21261140054386252,No substantial change
AB30,stat,2579501,-0.201178,376,336,0.1622714288988771,No substantial change
AB30,stat,2580501,-0.200868,371.5,333,0.15784003346733408,No substantial change
AB30,stat,2581501,-0.200558,356.5,342,0.059905751557990355,No substantial change
AB30,stat,2582501,-0.200248,353,340,0.05413343713347865,No substantial change
AB30,stat,2583501,-0.199938,335.5,309,0.11870592829580902,No substantial change
AB30,stat,2584501,-0.199628,340.5,313.5,0.11918935521003224,No substantial change
AB30,stat,2585501,-0.199318,311,320,-0.04115732475675974,No substantial change
AB30,stat,2586501,-0.199008,372.5,361.5,0.043244778398405966,No substantial change
AB30,stat,2587501,-0.198698,337.5,320.5,0.07456314531945211,No substantial change
AB30,stat,2588501,-0.198388,330.5,312.5,0.08079408195824242,No substantial change
AB30,stat,2589501,-0.198078,359.5,346,0.05521973280257313,No substantial change
AB30,stat,2590501,-0.197768,346,321,0.10819874051442137,No substantial change
AB30,stat,2591501,-0.197458,324.5,295.5,0.13506034782160597,No substantial change
AB30,stat,2592501,-0.197148,399.5,362.5,0.1402145080256799,No substantial change
AB30,stat,2593501,-0.196838,358,304.5,0.2335173593579239,No substantial change
AB30,stat,2594501,-0.196528,343.5,281,0.28973996859717405,No substantial change
AB30,stat,2595501,-0.196218,358,237.5,0.5920320740459462,No substantial change
AB30,stat,2596501,-0.195908,424,250,0.7621361699011121,No substantial change
AB30,stat,2597501,-0.195598,367,278,0.40069518011970534,No substantial change
AB30,stat,2598501,-0.195288,364,302,0.2693899008736173,No substantial change
AB30,stat,2599501,-0.194978,362.5,324,0.16198718201767207,No substantial change
AB30,stat,2600501,-0.194668,337,361.5,-0.10124705576925931,No substantial change
AB30,stat,2601501,-0.194358,318.5,317,0.006810532116893079,No substantial change
AB30,stat,2602501,-0.194048,333.5,248,0.42734664079770973,No substantial change
AB30,stat,2603501,-0.193738,373.5,345.5,0.11242253240097864,No substantial change
AB30,stat,2604501,-0.193428,354.5,279.5,0.342937344396326,No substantial change
AB30,stat,2605501,-0.193118,350.5,274.5,0.35260829500542445,No substantial change
AB30,stat,2606501,-0.192808,326.5,249,0.39093724947834996,No substantial change
AB30,stat,2607501,-0.192498,318.5,331.5,-0.05771549785628733,No substantial change
AB30,stat,2608501,-0.192188,355,334.5,0.08581281375058364,No substantial change
AB30,stat,2609501,-0.191878,363,349,0.056742511786098355,No substantial change
AB30,stat,2610501,-0.191569,388,289,0.4249871596864488,No substantial change
AB30,stat,2611501,-0.191259,374,310,0.2707700546133992,No substantial change
AB30,stat,2612501,-0.190949,328,282,0.21800065221929002,No substantial change
AB30,stat,2613501,-0.190639,342.5,310.5,0.14151071962740766,No substantial change
AB30,stat,2614501,-0.190329,374,328,0.18934245526955285,No substantial change
AB30,stat,2615501,-0.190019,422,349.5,0.2719505433317486,No substantial change
AB30,stat,2616501,-0.189709,334,295,0.17913314822484852,No substantial change
AB30,stat,2617501,-0.189399,358,258,0.4725885218410023,No substantial change
AB30,stat,2618501,-0.189089,416.5,281.5,0.565181573285318,No substantial change
AB30,stat,2619501,-0.188779,502.5,285,0.81816167701418685,No substantial change
AB30,stat,2620501,-0.188469,389,228,0.7707363308214503,No substantial change
AB30,stat,2621501,-0.188159,399,275,0.5369571278103239,No substantial change
AB30,stat,2622501,-0.187849,411.5,272.5,0.5946362007573369,No substantial change
AB30,stat,2623501,-0.187539,324.5,208.5,0.638171094554475,No substantial change
AB30,stat,2624501,-0.187229,347.5,215.5,0.6893251085217718,No substantial change
AB30,stat,2625501,-0.186919,356.5,275,0.3744704580318661,No substantial change
AB30,stat,2626501,-0.186609,390.5,282.5,0.46707168083942935,No substantial change
AB30,stat,2627501,-0.186299,369.5,300,0.3006118636502701,No substantial change
AB30,stat,2628501,-0.185989,326,305,0.09606272178082897,No substantial change
AB30,stat,2629501,-0.185679,334,276,0.2751798356958832,No substantial change
AB30,stat,2630501,-0.185369,324.5,307.5,0.07763206777253616,No substantial change
AB30,stat,2631501,-0.185059,319,319,0,No substantial change
AB30,stat,2632501,-0.184749,357.5,308,0.21501289097085052,No substantial change
AB30,stat,2633501,-0.184439,346,319.5,0.11495610668973033,No substantial change
AB30,stat,2634501,-0.184129,340,291.5,0.2220388629372052,No substantial change
AB30,stat,2635501,-0.183819,371,337,0.13867059543894472,No substantial change
AB30,stat,2636501,-0.183509,349,300,0.21826453571377136,No substantial change
AB30,stat,2637501,-0.183199,373.5,291.5,0.3576123595887407,No substantial change
AB30,stat,2638501,-0.182889,401,318,0.334575471170565,No substantial change
AB30,stat,2639501,-0.182579,358,291,0.2989404343559726,No substantial change
AB30,stat,2640501,-0.182269,359.5,339.5,0.08258019619456604,No substantial change
AB30,stat,2641501,-0.181959,371,346,0.1006471489840788,No substantial change
AB30,stat,2642501,-0.181649,373,291.5,0.3556797470547415,No substantial change
AB30,stat,2643501,-0.181339,355.5,276.5,0.36257007938470837,No substantial change
AB30,stat,2644501,-0.181029,354.5,289,0.29471613473883734,No substantial change
AB30,stat,2645501,-0.180719,335,305,0.1353518528948863,No substantial change
AB30,stat,2646501,-0.180409,336,303.5,0.14676471652307815,No substantial change
AB30,stat,2647501,-0.180099,285,287.5,-0.012600036779633473,No substantial change
AB30,stat,2648501,-0.179789,324,332.5,-0.03736052750392727,No substantial change
AB30,stat,2649501,-0.179479,380.5,360,0.07989954717387075,No substantial change
AB30,stat,2650501,-0.179169,353,375.5,-0.08914472424309156,No substantial change
AB30,stat,2651501,-0.178859,384.5,404,-0.07137169478996827,No substantial change
AB30,stat,2652501,-0.178549,315.5,338.5,-0.10151582859244772,No substantial change
AB30,stat,2653501,-0.178239,319.5,294,0.11999977611063008,No substantial change
AB30,stat,2654501,-0.177929,337.5,313.5,0.10642205913615425,No substantial change
AB30,stat,2655501,-0.177619,349.5,347.5,0.008279477764566716,No substantial change
AB30,stat,2656501,-0.177309,351.5,338.5,0.05436885549753855,No substantial change
AB30,stat,2657501,-0.176999,330.5,311,0.08773569137708905,No substantial change
AB30,stat,2658501,-0.176689,363,321,0.17739625087344757,No substantial change
AB30,stat,2659501,-0.176379,331.5,266,0.31758262461139825,No substantial change
AB30,stat,2660501,-0.176069,397,369,0.10551819108256169,No substantial change
AB30,stat,2661501,-0.175759,394.5,387.5,0.02582898985185863,No substantial change
AB30,stat,2662501,-0.175449,361,329,0.13391125315192953,No substantial change
AB30,stat,2663501,-0.175139,310.5,321,-0.04798002890182163,No substantial change
AB30,stat,2664501,-0.17483,433.5,380,0.1900325748908872,No substantial change
AB30,stat,2665501,-0.17452,412.5,390.5,0.07907157099119871,No substantial change
AB30,stat,2666501,-0.17421,345,385.5,-0.16013449824950282,No substantial change
AB30,stat,2667501,-0.1739,400.5,462.5,-0.2076511229949643,No substantial change
AB30,stat,2668501,-0.17359,331.5,404,-0.28534642263920706,No substantial change
AB30,stat,2669501,-0.17328,274,295,-0.10653906128867688,No substantial change
AB30,stat,2670501,-0.17297,284.5,294,-0.047387502529782445,No substantial change
AB30,stat,2671501,-0.17266,320.5,256,0.324180546618741,No substantial change
AB30,stat,2672501,-0.17235,326.5,241.5,0.4350598027106577,No substantial change
AB30,stat,2673501,-0.17204,376.5,271,0.4743570133180566,No substantial change
AB30,stat,2674501,-0.17173,332,261.5,0.34437229509998346,No substantial change
AB30,stat,2675501,-0.17142,362,323.5,0.16222398509069785,No substantial change
AB30,stat,2676501,-0.17111,353,315,0.1643163548839015,No substantial change
AB30,stat,2677501,-0.1708,358,279,0.3596944654350687,No substantial change
AB30,stat,2678501,-0.17049,353,282,0.3239730208723867,No substantial change
AB30,stat,2679501,-0.17018,400,287.5,0.4764380439429871,No substantial change
AB30,stat,2680501,-0.16987,345,320.5,0.10627200504679048,No substantial change
AB30,stat,2681501,-0.16956,359.5,364,-0.0179466797593984,No substantial change
AB30,stat,2682501,-0.16925,409,379,0.10990299477065713,No substantial change
AB30,stat,2683501,-0.16894,305,324,-0.08718457043437616,No substantial change
AB30,stat,2684501,-0.16863,300,336.5,-0.1656440041144361,No substantial change
AB30,stat,2685501,-0.16832,353.5,352,0.006134786172101443,No substantial change
AB30,stat,2686501,-0.16801,308.5,277,0.15538451310022963,No substantial change
AB30,stat,2687501,-0.1677,309,333,-0.10791533916688764,No substantial change
AB30,stat,2688501,-0.16739,322,320,0.008988783227254759,No substantial change
AB30,stat,2689501,-0.16708,328.5,309.5,0.08595396110806493,No substantial change
AB30,stat,2690501,-0.16677,331.5,345,-0.05758749155294365,No substantial change
AB30,stat,2691501,-0.16646,364.5,325.5,0.16326127116130149,No substantial change
AB30,stat,2692501,-0.16615,361,323.5,0.15823312489466357,No substantial change
AB30,stat,2693501,-0.16584,409,436,-0.09222729183517757,No substantial change
AB30,stat,2694501,-0.16553,343.5,352.5,-0.037313158468055836,No substantial change
AB30,stat,2695501,-0.16522,318.5,312.5,0.027437182706851134,No substantial change
AB30,stat,2696501,-0.16491,376,336,0.1622714288988771,No substantial change
AB30,stat,2697501,-0.1646,405.5,391.5,0.050689606926232346,No substantial change
AB30,stat,2698501,-0.16429,312.5,297,0.0733932587486835,No substantial change
AB30,stat,2699501,-0.16398,406,420.5,-0.05062607306996795,No substantial change
AB30,stat,2700501,-0.16367,384,357.5,0.10316306905540441,No substantial change
AB30,stat,2701501,-0.16336,377.5,331.5,0.18746777409985343,No substantial change
AB30,stat,2702501,-0.16305,364,277,0.39405247414950795,No substantial change
AB30,stat,2703501,-0.16274,405.5,337,0.2669533230354145,No substantial change
AB30,stat,2704501,-0.16243,324.5,296,0.1326213023701887,No substantial change
AB30,stat,2705501,-0.16212,369.5,331.5,0.15656549403356324,No substantial change
AB30,stat,2706501,-0.16181,368.5,300,0.29670211859918877,No substantial change
AB30,stat,2707501,-0.1615,339,231.5,0.5502730798761074,No substantial change
AB30,stat,2708501,-0.16119,388,282,0.46036148978833413,No substantial change
AB30,stat,2709501,-0.16088,345,254.5,0.4389307055898362,No substantial change
AB30,stat,2710501,-0.16057,312.5,219.5,0.5096352500140913,No substantial change
AB30,stat,2711501,-0.16026,317.5,233,0.4464266370052479,No substantial change
AB30,stat,2712501,-0.15995,392.5,329.5,0.25241418877093763,No substantial change
AB30,stat,2713501,-0.15964,352,250.5,0.4907648254420889,No substantial change
AB30,stat,2714501,-0.15933,315.5,204.5,0.6255391620408002,No substantial change
AB30,stat,2715501,-0.15902,319.5,240.5,0.40977903717695235,No substantial change
AB30,stat,2716501,-0.15871,313,258.5,0.2759983766176836,No substantial change
AB30,stat,2717501,-0.1584,328,267,0.2968560729305296,No substantial change
AB30,stat,2718501,-0.158091,347.5,229,0.6016653795139258,No substantial change
AB30,stat,2719501,-0.157781,374,301,0.31327478312793455,No substantial change
AB30,stat,2720501,-0.157471,372,341,0.12553088208385882,No substantial change
AB30,stat,2721501,-0.157161,455,430,0.08152988549659847,No substantial change
AB30,stat,2722501,-0.156851,440,443.5,-0.01143058077640426,No substantial change
AB30,stat,2723501,-0.156541,367.5,413.5,-0.1701430794475479,No substantial change
AB30,stat,2724501,-0.156231,440.5,485,-0.13884272815407642,No substantial change
AB30,stat,2725501,-0.155921,392.5,343.5,0.19238255496088918,No substantial change
AB30,stat,2726501,-0.155611,341,308.5,0.14450124987475468,No substantial change
AB30,stat,2727501,-0.155301,376.5,316.5,0.2504443652435868,No substantial change
AB30,stat,2728501,-0.154991,363.5,317,0.19747252378018706,No substantial change
