Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
PID-2861-15_S210_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.000198280511405095)	(5, 0.000198280511405095)	(6, 0.000198280511405095)	(7, 0.000198280511405095)	(8, 0.000198280511405095)	(9, 0.000594841534215285)	(10, 0.000713809841058342)	(15, 0.001070714761587513)	(20, 0.00118968306843057)	(25, 0.00118968306843057)	(30, 0.0013483074775546458)	(35, 0.0026966149551092924)	(40, 0.005948415342152851)	(45, 0.016576250753465943)	(50, 0.029623108403921194)	(55, 0.052266742806383035)	(60, 0.07534659433393612)	(65, 0.11008533993210876)	(70, 0.14228609498429617)	(75, 0.1930062498017195)	(80, 0.23615208908346816)	(85, 0.30872275625773293)	(90, 0.37601916182862216)	(95, 0.46956790710954593)	(100, 0.561451096094667)	(105, 0.6829970495859903)	(110, 0.7936375749500334)	(115, 0.9282700421940928)	(120, 1.064211160813426)	(125, 1.2221614161987246)	(130, 1.404579486691412)	(135, 1.607420449858824)	(140, 1.7002553852986897)
PID-2861-15_S210_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.000118968306843057)	(20, 0.000317248818248152)	(25, 0.00039656102281018996)	(30, 0.00039656102281018996)	(35, 0.00039656102281018996)	(40, 0.000594841534215285)	(45, 0.000872434250182418)	(50, 0.0013483074775546462)	(55, 0.001705212398083817)	(60, 0.0017845246026458553)	(65, 0.0019828051140509504)	(70, 0.0019828051140509504)	(75, 0.002458678341423178)	(80, 0.0030138637733574444)	(85, 0.003925954125820882)	(90, 0.0061466958535579454)	(95, 0.00991402557025475)	(100, 0.015069318866787224)	(105, 0.021057390311221093)	(110, 0.040845785349449576)	(115, 0.07915358015291393)	(120, 0.1308651375273627)	(125, 0.18717680276640972)	(130, 0.23107610799149772)	(135, 0.27243742267060056)	(140, 0.2863170584689572)
PID-2861-15_S210_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.000198280511405095)	(5, 0.000198280511405095)	(6, 0.000198280511405095)	(7, 0.000198280511405095)	(8, 0.000198280511405095)	(9, 0.000594841534215285)	(10, 0.000713809841058342)	(15, 0.000872434250182418)	(20, 0.0009914025570254752)	(25, 0.0009914025570254752)	(30, 0.001150026966149551)	(35, 0.002498334443704197)	(40, 0.005829447035309793)	(45, 0.01641762634434187)	(50, 0.028869642460581834)	(55, 0.051870181783572854)	(60, 0.07546556264077917)	(65, 0.11068018146632404)	(70, 0.14403096348466102)	(75, 0.19550458424542366)	(80, 0.23801592589067605)	(85, 0.3099124393261635)	(90, 0.37669331556739954)	(95, 0.4702420608483234)	(100, 0.561292471685543)	(105, 0.6847419180863551)	(110, 0.7949065702230259)	(115, 0.9291821325465562)	(120, 1.064330129120269)	(125, 1.2163716252656958)	(130, 1.3949430538371246)	(135, 1.596713302242949)	(140, 1.6895482376828146)
PID-2861-15_S210_R2_001 - polyg	(1, 0.3469908949589163)	(2, 0.3473874559817265)	(3, 0.34798229751594173)	(4, 0.34897370007296724)	(5, 0.3539307128580946)	(6, 0.35888772564322197)	(7, 0.3604739697344627)	(8, 0.36344817740553914)	(9, 0.367215507122236)	(10, 0.37197423939595825)	(15, 0.37657434726055644)	(20, 0.3785174962723264)	(25, 0.37907268170426067)	(30, 0.3792709622156658)	(35, 0.38034167697725324)	(40, 0.3806985818977825)	(45, 0.3812934234319977)	(50, 0.3814917039434028)	(55, 0.3814917039434028)	(60, 0.3817692966593699)	(65, 0.3823641381935852)	(70, 0.3834348529551727)	(75, 0.38387107008026394)	(80, 0.38446591161447924)	(85, 0.38506075314869453)	(90, 0.3854969702737857)	(95, 0.3859728435011579)	(100, 0.38605215570572)	(105, 0.38625043621712507)	(110, 0.38716252656958855)	(115, 0.3891849877859205)	(120, 0.3974334570603725)	(125, 0.4088147584150249)	(130, 0.4286428095555344)	(135, 0.45231750261730275)	(140, 0.4691316899844548)
PID-2861-16_S211_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00027424308907415536)	(15, 0.0004936375603334797)	(20, 0.0008227292672224661)	(25, 0.0010969723562966212)	(30, 0.0018374286967968406)	(35, 0.0042781921895568235)	(40, 0.009653356735410267)	(45, 0.02435278630978499)	(50, 0.03861342694164107)	(55, 0.06507788503729706)	(60, 0.09203598069328653)	(65, 0.12683742869679684)	(70, 0.15796401930671347)	(75, 0.2057097411145239)	(80, 0.25027424308907414)	(85, 0.31362439666520403)	(90, 0.36833589293549795)	(95, 0.4456450197455024)	(100, 0.518346862659061)	(105, 0.6116992101799034)	(110, 0.6983600263273366)	(115, 0.8198222904782799)	(120, 0.9438898639754278)	(125, 1.091076129881527)	(130, 1.2442134708205352)	(135, 1.4241169372531812)	(140, 1.504360465116279)
PID-2861-16_S211_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00013712154453707768)	(4, 0.00027424308907415536)	(5, 0.000411364633611233)	(6, 0.000411364633611233)	(7, 0.000411364633611233)	(8, 0.0005484861781483107)	(9, 0.0006856077226853883)	(10, 0.0008501535761298815)	(15, 0.0010969723562966214)	(20, 0.001124396665204037)	(25, 0.001234093900833699)	(30, 0.0012889425186485303)	(35, 0.0015083369899078544)	(40, 0.0016180342255375166)	(45, 0.001892277314611672)	(50, 0.002056823168056165)	(55, 0.002440763492759982)	(60, 0.002660157964019307)	(65, 0.0029892496709082927)	(70, 0.0034280386134269416)	(75, 0.0038942518648530057)	(80, 0.004936375603334796)	(85, 0.007514260640631857)	(90, 0.017030495831505045)	(95, 0.029261737604212374)	(100, 0.04535980693286529)	(105, 0.06494076349275998)	(110, 0.09255704256252742)	(115, 0.13369350592365073)	(120, 0.17795634050021938)	(125, 0.2324758666081615)	(130, 0.2875987275120667)	(135, 0.34318780166739804)	(140, 0.37159938569548046)
PID-2861-16_S211_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00027424308907415536)	(15, 0.0004936375603334797)	(20, 0.0008227292672224661)	(25, 0.0009050021939447126)	(30, 0.0015631856077226852)	(35, 0.0038119789381307586)	(40, 0.009296840719613866)	(45, 0.02399627029398859)	(50, 0.0391893374286968)	(55, 0.06647652479157526)	(60, 0.0940928038613427)	(65, 0.13032031592803864)	(70, 0.16207766564282577)	(75, 0.2107832382623958)	(80, 0.2564995612110575)	(85, 0.3205353225098727)	(90, 0.3773310662571303)	(95, 0.4553258007898201)	(100, 0.5299473453268977)	(105, 0.6273584905660378)	(110, 0.7168165862220272)	(115, 0.8381417288284336)	(120, 0.9611397542781923)	(125, 1.107311320754717)	(130, 1.2610245721807811)	(135, 1.442765467310224)	(140, 1.523420359806933)
PID-2861-16_S211_R2_001 - polyg	(1, 0.30057042562527425)	(2, 0.3008446687143484)	(3, 0.3013931548924967)	(4, 0.30194164107064503)	(5, 0.3031757349714787)	(6, 0.3048211935059236)	(7, 0.30728938130759104)	(8, 0.3094833260201843)	(9, 0.310717419921018)	(10, 0.31551667397981575)	(15, 0.31941092584466874)	(20, 0.3205901711276876)	(25, 0.32144032470381745)	(30, 0.32193396226415094)	(35, 0.32245502413339183)	(40, 0.3230309346204476)	(45, 0.32330517770952166)	(50, 0.3237988152698552)	(55, 0.32407305835892936)	(60, 0.3242924528301887)	(65, 0.3242924528301887)	(70, 0.3245392716103554)	(75, 0.32503290917068894)	(80, 0.32525230364194824)	(85, 0.3258007898200966)	(90, 0.3260476086002633)	(95, 0.32656867046950416)	(100, 0.32708973233874505)	(105, 0.32791246160596754)	(110, 0.3301612549363756)	(115, 0.3336715664765248)	(120, 0.3463690215006582)	(125, 0.36024572180781045)	(130, 0.3831724440544098)	(135, 0.41188569548047393)	(140, 0.42877906976744184)
PID-2861-17_S212_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.00010925558705758315)	(4, 0.00010925558705758315)	(5, 0.00010925558705758315)	(6, 0.00010925558705758315)	(7, 0.00010925558705758315)	(8, 0.00010925558705758315)	(9, 0.0006555335223454989)	(10, 0.0007429379919915654)	(15, 0.0012236625750449315)	(20, 0.0017262382755098137)	(25, 0.0025128785023244126)	(30, 0.004173563425599676)	(35, 0.009876705070005518)	(40, 0.022157033055277865)	(45, 0.046084006620888567)	(50, 0.06874361537663132)	(55, 0.10540979039315623)	(60, 0.13879829779795366)	(65, 0.19493381842813987)	(70, 0.24324663902500313)	(75, 0.3158579021834729)	(80, 0.3768225197616043)	(85, 0.4703016000480725)	(90, 0.5492715383732936)	(95, 0.6611711106376703)	(100, 0.7608340571515975)	(105, 0.884817297344543)	(110, 0.9987708746456022)	(115, 1.1513353764128111)	(120, 1.2998574214588898)	(125, 1.4752344898037222)	(130, 1.6571887444894213)	(135, 1.8471405081477354)	(140, 1.9387403923368132)
PID-2861-17_S212_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010925558705758315)	(5, 0.0002185111741151663)	(6, 0.0002185111741151663)	(7, 0.00032776676117274946)	(8, 0.00032776676117274946)	(9, 0.00032776676117274946)	(10, 0.00032776676117274946)	(15, 0.0004151712308188159)	(20, 0.0007210868745800489)	(25, 0.0008521935790491486)	(30, 0.0009614491661067316)	(35, 0.0011581092228103815)	(40, 0.001901047214801947)	(45, 0.003146560907258395)	(50, 0.003605434372900244)	(55, 0.004326521247480293)	(60, 0.005156863709117925)	(65, 0.005593886057348258)	(70, 0.005856099466286457)	(75, 0.006708293045335606)	(80, 0.008806000316841204)	(85, 0.014421737491600977)	(90, 0.027969430286741294)	(95, 0.045909197681596445)	(100, 0.06518188323855412)	(105, 0.08320905510305533)	(110, 0.122191448565201)	(115, 0.18798516309127758)	(120, 0.2602905106059861)	(125, 0.3372282950119362)	(130, 0.4070644662591434)	(135, 0.47650731739294316)	(140, 0.5076014574695313)
PID-2861-17_S212_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.00010925558705758315)	(4, 0.00010925558705758315)	(5, 0.00010925558705758315)	(6, 0.00010925558705758315)	(7, 0.00010925558705758315)	(8, 0.00010925558705758315)	(9, 0.0005462779352879158)	(10, 0.0007866402268145986)	(15, 0.0012018114576334148)	(20, 0.0014858759839831309)	(25, 0.002119558388917113)	(30, 0.003933201134072994)	(35, 0.009833002835182483)	(40, 0.022419246464216065)	(45, 0.04671768902582256)	(50, 0.070295044712849)	(55, 0.10794452001289216)	(60, 0.1421633698793272)	(65, 0.199719213141262)	(70, 0.24899348290423204)	(75, 0.32389911339091104)	(80, 0.3865899692445522)	(85, 0.4821449056851145)	(90, 0.5626007199943188)	(95, 0.6771879797003119)	(100, 0.7786864200768066)	(105, 0.9068432236953518)	(110, 1.0248392577175416)	(115, 1.1792392533473182)	(120, 1.3268872536969358)	(125, 1.5030728133859945)	(130, 1.688501395740125)	(135, 1.8831074474070917)	(140, 1.9766520810457944)
PID-2861-17_S212_R2_001 - polyg	(1, 0.4502422742643002)	(2, 0.45057004102547293)	(3, 0.45166259689604876)	(4, 0.45242738600545185)	(5, 0.45494026450777625)	(6, 0.45767165418421585)	(7, 0.4597475103383099)	(8, 0.46204187766651916)	(9, 0.4643362449947284)	(10, 0.4679853816024517)	(15, 0.47121934697935614)	(20, 0.4732733520160387)	(25, 0.4742129500647339)	(30, 0.4748029302348448)	(35, 0.4753929104049558)	(40, 0.47576437940095156)	(45, 0.4761576995143589)	(50, 0.4763762106884741)	(55, 0.47646361515812014)	(60, 0.4766165729800008)	(65, 0.4767695308018814)	(70, 0.4769006375063505)	(75, 0.47694433974117356)	(80, 0.4771191486804656)	(85, 0.47770912885057654)	(90, 0.47823355566845305)	(95, 0.4783865134903336)	(100, 0.4786705780166833)	(105, 0.479544622713144)	(110, 0.48356522831686305)	(115, 0.4933982311520456)	(120, 0.514397154984513)	(125, 0.538083766258597)	(130, 0.5728707451777315)	(135, 0.605625570177595)	(140, 0.6294214370387365)
PID-2861-18_S213_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010166165982992005)	(5, 0.00010166165982992005)	(6, 0.00010166165982992005)	(7, 0.00010166165982992005)	(8, 0.00010166165982992005)	(9, 0.00030498497948976014)	(10, 0.00030498497948976014)	(15, 0.00032531731145574416)	(20, 0.0005693052950475522)	(25, 0.0012199399179590406)	(30, 0.002521209163782017)	(35, 0.007624624487244003)	(40, 0.018014446121861833)	(45, 0.04019702029675039)	(50, 0.06447382466413529)	(55, 0.1036338960306205)	(60, 0.1403540875611876)	(65, 0.19681697343072524)	(70, 0.24480127687044745)	(75, 0.3175300283127723)	(80, 0.3812108920302342)	(85, 0.47016484438141426)	(90, 0.5482206667988268)	(95, 0.6600891572756707)	(100, 0.7656139601791278)	(105, 0.8895598558437664)	(110, 1.006877411287494)	(115, 1.1598375446675917)	(120, 1.3167624827810562)	(125, 1.4980455545897697)	(130, 1.694984522012291)	(135, 1.9169729224169043)	(140, 2.0245919555128578)
PID-2861-18_S213_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0002033233196598401)	(5, 0.0006099699589795203)	(6, 0.0008132932786393604)	(7, 0.0008132932786393604)	(8, 0.0008132932786393604)	(9, 0.0008132932786393604)	(10, 0.0009962842663332164)	(15, 0.0011386105900951043)	(20, 0.0012199399179590406)	(25, 0.0012809369138569923)	(30, 0.0014639279015508486)	(35, 0.0018095775449725765)	(40, 0.002053565528564385)	(45, 0.0025008768318160327)	(50, 0.002765197147373825)	(55, 0.0030091851309656335)	(60, 0.0033751671063533455)	(65, 0.00370048441780909)	(70, 0.004290122044822625)	(75, 0.00481876267593821)	(80, 0.0075636274913460505)	(85, 0.014456288027814629)	(90, 0.02856692641220753)	(95, 0.04796397110775628)	(100, 0.07384702970045391)	(105, 0.10080770188734871)	(110, 0.14551849988054755)	(115, 0.20653582811046559)	(120, 0.27416116422932835)	(125, 0.3494314571674012)	(130, 0.4205742867163792)	(135, 0.49523460969547245)	(140, 0.5343336840660597)
PID-2861-18_S213_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010166165982992005)	(5, 0.00010166165982992005)	(6, 0.00010166165982992005)	(7, 0.00010166165982992005)	(8, 0.00010166165982992005)	(9, 0.00030498497948976014)	(10, 0.00044731130325164817)	(15, 0.0006506346229114883)	(20, 0.0008946226065032965)	(25, 0.0012606045818910085)	(30, 0.002927855803101697)	(35, 0.008315923774087458)	(40, 0.01882773940050119)	(45, 0.04101031357538974)	(50, 0.06463648331986316)	(55, 0.10430486298549795)	(60, 0.14157402747914666)	(65, 0.19799624868475227)	(70, 0.24640753109576022)	(75, 0.3198479141568944)	(80, 0.3840777508374379)	(85, 0.47417031377871305)	(90, 0.5531410911345949)	(95, 0.6656195515704184)	(100, 0.7706360461747259)	(105, 0.8950089208106501)	(110, 1.0112081979962486)	(115, 1.164290325368142)	(120, 1.3205442965267296)	(125, 1.4996721411470486)	(130, 1.6967737672252974)	(135, 1.9194941315806866)	(140, 2.0265235270496262)
PID-2861-18_S213_R2_001 - polyg	(1, 0.4392800321250845)	(2, 0.4396866787644042)	(3, 0.4406016337028735)	(4, 0.4419232352806624)	(5, 0.44609136333368915)	(6, 0.448836228149097)	(7, 0.45269937122263393)	(8, 0.455139251058552)	(9, 0.4578841158739599)	(10, 0.46258088455810215)	(15, 0.46727765324224446)	(20, 0.46939221576670687)	(25, 0.47089680833218966)	(30, 0.47162877228296507)	(35, 0.47209641591818274)	(40, 0.4722997392378425)	(45, 0.4725843918853663)	(50, 0.4729300415287881)	(55, 0.4732350265082778)	(60, 0.47339768516400565)	(65, 0.4736213408156315)	(70, 0.4738449964672573)	(75, 0.4742109784426451)	(80, 0.4745362957541007)	(85, 0.4749226100614544)	(90, 0.4751665980450463)	(95, 0.47545125069257005)	(100, 0.47585789733188977)	(105, 0.4766711906105291)	(110, 0.48045300435620214)	(115, 0.48858593714259574)	(120, 0.5067020449242875)	(125, 0.5293522627343936)	(130, 0.5651981639904236)	(135, 0.6022233405004803)	(140, 0.6265408095317972)
PID-2861-19_S214_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 8.929448427970605e-05)	(6, 8.929448427970605e-05)	(7, 8.929448427970605e-05)	(8, 8.929448427970605e-05)	(9, 0.0006250613899579423)	(10, 0.000696496977381707)	(15, 0.0009108037396530017)	(20, 0.0013036994704837082)	(25, 0.0020716320352891803)	(30, 0.0036610738554679473)	(35, 0.009304485261945371)	(40, 0.021502111814553214)	(45, 0.04293278804168267)	(50, 0.06807811481484789)	(55, 0.10820705605014777)	(60, 0.1457107394476243)	(65, 0.20050183500165195)	(70, 0.252131905812178)	(75, 0.3212101188509586)	(80, 0.384573484895838)	(85, 0.4766718159819268)	(90, 0.5590191893846718)	(95, 0.6726553500790257)	(100, 0.7755761726598148)	(105, 0.9051067515559563)	(110, 1.0350659439766405)	(115, 1.1914027270535499)	(120, 1.3474894855744761)	(125, 1.5299359758547715)	(130, 1.7279911419871592)	(135, 1.9444945485717349)	(140, 2.0505585369991697)
PID-2861-19_S214_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002678834528391181)	(4, 0.0002678834528391181)	(5, 0.0009822393270767665)	(6, 0.0010715338113564724)	(7, 0.0010715338113564724)	(8, 0.0010715338113564724)	(9, 0.0010715338113564724)	(10, 0.0012501227799158845)	(15, 0.001375135057907473)	(20, 0.0015001473358990615)	(25, 0.00162515961389065)	(30, 0.0019466197572975917)	(35, 0.0023573743849842396)	(40, 0.0027859879095268286)	(45, 0.0031431658466456527)	(50, 0.0033931904026288295)	(55, 0.004107546276866478)	(60, 0.004625454285688774)	(65, 0.004982632222807598)	(70, 0.005411245747350186)	(75, 0.006375626177571011)	(80, 0.008768718356267134)	(85, 0.014358553072176733)	(90, 0.0271276643241747)	(95, 0.0439864629561832)	(100, 0.06622078954183)	(105, 0.08711569886328122)	(110, 0.12678030878032662)	(115, 0.1955906383662681)	(120, 0.2637759065622517)	(125, 0.3375510094741448)	(130, 0.3978605041566582)	(135, 0.46763521417282056)	(140, 0.5034423023689827)
PID-2861-19_S214_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 8.929448427970605e-05)	(6, 8.929448427970605e-05)	(7, 8.929448427970605e-05)	(8, 8.929448427970605e-05)	(9, 0.0003571779371188242)	(10, 0.0003571779371188242)	(15, 0.0005000491119663539)	(20, 0.0009108037396530017)	(25, 0.001785889685594121)	(30, 0.0035896382680441832)	(35, 0.009233049674521605)	(40, 0.02169855967996857)	(45, 0.043361401566225255)	(50, 0.06827456268026325)	(55, 0.10854637509041068)	(60, 0.14626436525015848)	(65, 0.2008232951450589)	(70, 0.2527748260989918)	(75, 0.32337104537052747)	(80, 0.3878416630204752)	(85, 0.48122583468019187)	(90, 0.5643589995445981)	(95, 0.6794774486779952)	(100, 0.7823982712587844)	(105, 0.912500334854316)	(110, 1.042798846315263)	(115, 1.1999749975444014)	(120, 1.354740197697988)	(125, 1.5334720374322477)	(130, 1.7280268597808714)	(135, 1.9448517265088536)	(140, 2.0505585369991697)
PID-2861-19_S214_R2_001 - polyg	(1, 0.493619909098215)	(2, 0.4949593263624106)	(3, 0.49620944914232645)	(4, 0.4971023939851235)	(5, 0.49995981748207413)	(6, 0.5036208913375421)	(7, 0.5078177320986883)	(8, 0.5100500942056809)	(9, 0.5129075177026315)	(10, 0.5175686897820322)	(15, 0.521569082677763)	(20, 0.5229442177356705)	(25, 0.5239264570627472)	(30, 0.5242836349998662)	(35, 0.5246586718338409)	(40, 0.5250872853583834)	(45, 0.5254444632955023)	(50, 0.525801641232621)	(55, 0.5261766780665958)	(60, 0.5266052915911384)	(65, 0.5269088928376895)	(70, 0.5274089419496557)	(75, 0.5277839787836305)	(80, 0.5282661689987409)	(85, 0.5287840770075632)	(90, 0.5292841261195296)	(95, 0.52976631633464)	(100, 0.5301770709623266)	(105, 0.5313557581548187)	(110, 0.5354990222253971)	(115, 0.5447499307967747)	(120, 0.5645911652037253)	(125, 0.5874684120761862)	(130, 0.6240255739402978)	(135, 0.6617971407906135)	(140, 0.6878354124065756)
PID-2861-1_S196_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00020230424535458877)	(7, 0.00020230424535458877)	(8, 0.00020230424535458877)	(9, 0.00030345636803188314)	(10, 0.00048553018885101303)	(15, 0.0005057606133864719)	(20, 0.0006069127360637663)	(25, 0.001153134198521156)	(30, 0.0028929507085706193)	(35, 0.008314704484073598)	(40, 0.020109041988246125)	(45, 0.04262550449621185)	(50, 0.06684132266515613)	(55, 0.10317516513084027)	(60, 0.13689928283145023)	(65, 0.19129889440729914)	(70, 0.23542145031913492)	(75, 0.30978849091148175)	(80, 0.3700346951780783)	(85, 0.463620639079111)	(90, 0.5481028919391873)	(95, 0.6620608733474272)	(100, 0.7616350229109558)	(105, 0.8890866974843468)	(110, 1.01024671002721)	(115, 1.1584143393249107)	(120, 1.3123881004642883)	(125, 1.4954734425101912)	(130, 1.6816338090854839)	(135, 1.8957526223687804)	(140, 1.9969452058951458)
PID-2861-1_S196_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00010115212267729439)	(6, 0.00020230424535458877)	(7, 0.00020230424535458877)	(8, 0.00040460849070917754)	(9, 0.00040460849070917754)	(10, 0.0005259910379219307)	(15, 0.0006878344342056018)	(20, 0.0009103691040956496)	(25, 0.0010115212267729438)	(30, 0.001173364623056615)	(35, 0.001476820991088498)	(40, 0.0018611990572622167)	(45, 0.0021646554252941)	(50, 0.0023871900951841474)	(55, 0.0027513377368224073)	(60, 0.00341894174649255)	(65, 0.003540324293705303)	(70, 0.0038033198126662692)	(75, 0.004754149765832836)	(80, 0.007080648587410606)	(85, 0.013756688684112034)	(90, 0.02919250260466716)	(95, 0.04891716652673957)	(100, 0.0758034007343644)	(105, 0.10056544036576606)	(110, 0.14588159132519393)	(115, 0.20323484488321988)	(120, 0.2662526173111743)	(125, 0.34379583455558815)	(130, 0.41634213693974365)	(135, 0.5016942980548447)	(140, 0.545311093353294)
PID-2861-1_S196_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00010115212267729439)	(7, 0.00010115212267729439)	(8, 0.00010115212267729439)	(9, 0.00020230424535458877)	(10, 0.0003843780661737187)	(15, 0.0004046084907091775)	(20, 0.0005057606133864719)	(25, 0.0010519820758438617)	(30, 0.002791798585893325)	(35, 0.00827424363500268)	(40, 0.020372037507207088)	(45, 0.04331333893041746)	(50, 0.06811583941089003)	(55, 0.10499590333903157)	(60, 0.13910439910581524)	(65, 0.19421207554040523)	(70, 0.23827394017863462)	(75, 0.31423918430928277)	(80, 0.37418193220784735)	(85, 0.4672014242218873)	(90, 0.5510969947704354)	(95, 0.665843962735558)	(100, 0.7660857163087569)	(105, 0.8942049948918177)	(110, 1.0168013675766985)	(115, 1.1651308402706833)	(120, 1.3171827110791918)	(125, 1.49454284298156)	(130, 1.678113715216314)	(135, 1.8903713294423483)	(140, 1.9912806870252173)
PID-2861-1_S196_R2_001 - polyg	(1, 0.4161398326943891)	(2, 0.41664559330777556)	(3, 0.41856748363864416)	(4, 0.4200847654788036)	(5, 0.42392854614054076)	(6, 0.42757002255692333)	(7, 0.4315149553413378)	(8, 0.434650671144334)	(9, 0.43819099543803924)	(10, 0.442014545675241)	(15, 0.44632362610129367)	(20, 0.4482050555830915)	(25, 0.4499448720931409)	(30, 0.45069339780095286)	(35, 0.4509968541689847)	(40, 0.4512800801124811)	(45, 0.4516442277541194)	(50, 0.4520286058202931)	(55, 0.45253436643367956)	(60, 0.45291874449985337)	(65, 0.4531008183206725)	(70, 0.4531615095942788)	(75, 0.45332335299056253)	(80, 0.4536875006322008)	(85, 0.4542539525191936)	(90, 0.45463833058536735)	(95, 0.45484063483072196)	(100, 0.45522501289689565)	(105, 0.4564995296426296)	(110, 0.4604646928515795)	(115, 0.46869847563751127)	(120, 0.4898797301261366)	(125, 0.5131042574928435)	(130, 0.5474150575049818)	(135, 0.5802692669505671)	(140, 0.6054966063462842)
PID-2861-20_S215_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0002888943243821032)	(10, 0.0003081539460075767)	(15, 0.00048149054063683863)	(20, 0.000847423351520836)	(25, 0.0014252120002850423)	(30, 0.0029467221086974527)	(35, 0.006914204163545002)	(40, 0.015041764489494841)	(45, 0.03487917476373259)	(50, 0.053233594172808874)	(55, 0.0851853064494695)	(60, 0.11546143164471392)	(65, 0.16478532262755166)	(70, 0.20836984636599828)	(75, 0.27793559967720877)	(80, 0.3380063595270607)	(85, 0.42330722370628304)	(90, 0.49564636253156164)	(95, 0.6033846859044607)	(100, 0.6989316687884349)	(105, 0.8184568805961238)	(110, 0.9350161106734897)	(115, 1.076478031512593)	(120, 1.218055510081449)	(125, 1.3852482854121848)	(130, 1.5670205943134041)	(135, 1.7608686859737954)	(140, 1.859805362263853)
PID-2861-20_S215_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 9.629810812736773e-05)	(4, 0.00019259621625473546)	(5, 0.0003851924325094709)	(6, 0.0003851924325094709)	(7, 0.0005777886487642064)	(8, 0.0006740867568915741)	(9, 0.0007703848650189418)	(10, 0.0008281637298953625)	(15, 0.0010592791894010452)	(20, 0.0013096542705322012)	(25, 0.0015407697300378837)	(30, 0.0017526255679180928)	(35, 0.002157077622053037)	(40, 0.002696347027566297)	(45, 0.003408953027708818)	(50, 0.00396748205484755)	(55, 0.00456453032523723)	(60, 0.0049882420009976485)	(65, 0.005585290271387329)	(70, 0.005874184595769433)	(75, 0.006374934758031745)	(80, 0.008454973893582888)	(85, 0.01274986951606349)	(90, 0.024228604004845722)	(95, 0.04092669595413128)	(100, 0.05980112514709536)	(105, 0.08006224709709353)	(110, 0.11686738402337346)	(115, 0.17227731543986086)	(120, 0.2348518261010244)	(125, 0.3105613987107609)	(130, 0.38392129748218967)	(135, 0.45329445457714534)	(140, 0.4871721290163534)
