Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
PID-2861-39_S234_R2_001 - polyg	(1, 0.6077012425302991)	(2, 0.6081788448900368)	(3, 0.6095161314973025)	(4, 0.6114265409362535)	(5, 0.6158204826458407)	(6, 0.620596506243218)	(7, 0.6233665999296969)	(8, 0.6267098164478611)	(9, 0.6303395943818679)	(10, 0.6385734590637465)	(15, 0.6453172043832434)	(20, 0.6469983646895202)	(25, 0.6484120676743441)	(30, 0.6491762314499244)	(35, 0.6496729379040517)	(40, 0.6498257706591677)	(45, 0.6500550197918418)	(50, 0.6504562057740214)	(55, 0.6508000794730326)	(60, 0.6512012654552124)	(65, 0.6515451391542235)	(70, 0.6519463251364032)	(75, 0.6521182619859088)	(80, 0.6524812397793096)	(85, 0.6526531766288152)	(90, 0.6532071953661109)	(95, 0.6541815041799758)	(100, 0.654563586067766)	(105, 0.6554232703152939)	(110, 0.6582315721905518)	(115, 0.6654147116810074)	(120, 0.6833725604071464)	(125, 0.7032790267610153)	(130, 0.7347052620317587)	(135, 0.7640682551084349)	(140, 0.783458910913787)
PID-2861-3_S198_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00034035176489407686)	(5, 0.00034035176489407686)	(6, 0.00034035176489407686)	(7, 0.00034035176489407686)	(8, 0.00034035176489407686)	(9, 0.00045380235319210247)	(10, 0.0004538023531921025)	(15, 0.0004764924708517076)	(20, 0.0006807035297881537)	(25, 0.0009983651770226255)	(30, 0.0026093635308545894)	(35, 0.008418033651713501)	(40, 0.02010344424641014)	(45, 0.04274818167069605)	(50, 0.067344269213708)	(55, 0.10439723135184317)	(60, 0.14033837772465768)	(65, 0.1899162848108949)	(70, 0.2374067010724484)	(75, 0.3059535465221155)	(80, 0.3661958089083671)	(85, 0.4587261087242368)	(90, 0.5424753330058394)	(95, 0.6517963198898167)	(100, 0.7522000905335695)	(105, 0.882259844958426)	(110, 1.0024267080836948)	(115, 1.1511604293424065)	(120, 1.3080172127232566)	(125, 1.4871783817634987)	(130, 1.672874304689707)	(135, 1.8852311158659514)	(140, 1.9879946587463029)
PID-2861-3_S198_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00022690117659605123)	(5, 0.00034035176489407686)	(6, 0.00034035176489407686)	(7, 0.00034035176489407686)	(8, 0.00034035176489407686)	(9, 0.00034035176489407686)	(10, 0.0006580134121285487)	(15, 0.0006807035297881537)	(20, 0.0006807035297881537)	(25, 0.0007033936474477589)	(30, 0.0009302948240438102)	(35, 0.001452167530214728)	(40, 0.0017017588244703844)	(45, 0.0019740402363856457)	(50, 0.0025186030602161688)	(55, 0.0028362647074506404)	(60, 0.003290067060642743)	(65, 0.0038119397668136606)	(70, 0.004787614826176681)	(75, 0.005695219532560886)	(80, 0.0075784992983081115)	(85, 0.010414764005758751)	(90, 0.017380630127257525)	(95, 0.02736428189748378)	(100, 0.04081952166962962)	(105, 0.055023535324542426)	(110, 0.08742502334245854)	(115, 0.15163805631914107)	(120, 0.2248590660066868)	(125, 0.29996335545997976)	(130, 0.3715052964407147)	(135, 0.43406195082824606)	(140, 0.45981523437189786)
PID-2861-3_S198_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00034035176489407686)	(5, 0.00034035176489407686)	(6, 0.00034035176489407686)	(7, 0.00034035176489407686)	(8, 0.00034035176489407686)	(9, 0.00045380235319210247)	(10, 0.0004538023531921025)	(15, 0.0004764924708517076)	(20, 0.0006807035297881537)	(25, 0.00093029482404381)	(30, 0.0025186030602161688)	(35, 0.00903066682852284)	(40, 0.02173713271790171)	(45, 0.04583403767240235)	(50, 0.07145118051009654)	(55, 0.1097974793548292)	(60, 0.14780342643466776)	(65, 0.20096637211112262)	(70, 0.25063503966799816)	(75, 0.323220726061075)	(80, 0.38682112586094813)	(85, 0.48300453462001425)	(90, 0.5712010219628995)	(95, 0.6868979319092259)	(100, 0.7959012571459689)	(105, 0.9363530854589246)	(110, 1.06532371423612)	(115, 1.2244268192652714)	(120, 1.3899512275920904)	(125, 1.5800036531089432)	(130, 1.7776345779241036)	(135, 2.009572960640587)	(140, 2.120391495290099)
PID-2861-3_S198_R2_001 - polyg	(1, 0.3404652154823749)	(2, 0.3406921166589709)	(3, 0.34103246842386503)	(4, 0.34171317195365314)	(5, 0.34477633783769984)	(6, 0.3467049978387663)	(7, 0.34783950372174655)	(8, 0.3494278119579189)	(9, 0.3503354166643031)	(10, 0.3533078220777114)	(15, 0.3558264251379275)	(20, 0.3565751990206945)	(25, 0.3568247903149502)	(30, 0.35730128278580187)	(35, 0.35748280372707875)	(40, 0.3576189444330364)	(45, 0.3578231554919728)	(50, 0.35789122584495164)	(55, 0.35807274678622847)	(60, 0.3582542677275053)	(65, 0.35868537996303773)	(70, 0.35902573172793184)	(75, 0.3593887736104856)	(80, 0.35979719572835844)	(85, 0.3599560265519757)	(90, 0.35997871666963527)	(95, 0.36018292772857174)	(100, 0.360341758552189)	(105, 0.3613855039645308)	(110, 0.3657193164375154)	(115, 0.37556682750178394)	(120, 0.3969409183371321)	(125, 0.4210832035269519)	(130, 0.454346916015933)	(135, 0.4927839753313041)	(140, 0.5174481332272949)
PID-2861-40_S235_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010452586544803444)	(5, 0.00010452586544803444)	(6, 0.00010452586544803444)	(7, 0.00010452586544803444)	(8, 0.0003135775963441033)	(9, 0.0006271551926882067)	(10, 0.0007107758850466341)	(15, 0.0008362069235842755)	(20, 0.00094073278903231)	(25, 0.001107974173749165)	(30, 0.0023413793860359716)	(35, 0.0063133622730612805)	(40, 0.013149353873362732)	(45, 0.031315949288231115)	(50, 0.04791465672137899)	(55, 0.0774118559508143)	(60, 0.10287435677395551)	(65, 0.14248965977876055)	(70, 0.17727586779986643)	(75, 0.22976875742786929)	(80, 0.2758228537442733)	(85, 0.34677501121039905)	(90, 0.4079226424974992)	(95, 0.49938277476452936)	(100, 0.5829407516036881)	(105, 0.6939054103633214)	(110, 0.8013370948708113)	(115, 0.9400011079741738)	(120, 1.074567707151973)	(125, 1.229015125937989)	(130, 1.3922845277678186)	(135, 1.5731351801660078)	(140, 1.6584073811985145)
PID-2861-40_S235_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010452586544803444)	(5, 0.0003135775963441033)	(6, 0.0003135775963441033)	(7, 0.0003135775963441033)	(8, 0.0003135775963441033)	(9, 0.0003135775963441033)	(10, 0.0003135775963441033)	(15, 0.00041810346179213775)	(20, 0.0006062500195985997)	(25, 0.000752586231225848)	(30, 0.0010243534813907374)	(35, 0.001505172462451696)	(40, 0.002111422482050296)	(45, 0.002613146636200861)	(50, 0.0028431035401865366)	(55, 0.0032193966557994614)	(60, 0.003386638040516316)	(65, 0.0035747845983227777)	(70, 0.004034698406294129)	(75, 0.004661853598982336)	(80, 0.0063969829654197076)	(85, 0.009595474448129563)	(90, 0.015992457413549273)	(95, 0.025734268073306078)	(100, 0.03811013054235336)	(105, 0.05019332058814614)	(110, 0.07590668348836263)	(115, 0.12752155584660202)	(120, 0.181394186898519)	(125, 0.240953025030809)	(130, 0.29150173356147846)	(135, 0.3359670367230723)	(140, 0.3577920374286219)
PID-2861-40_S235_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010452586544803444)	(5, 0.00010452586544803444)	(6, 0.00010452586544803444)	(7, 0.00010452586544803444)	(8, 0.0003135775963441033)	(9, 0.0006271551926882067)	(10, 0.0007107758850466341)	(15, 0.0008362069235842755)	(20, 0.0010452586544803446)	(25, 0.0012125000391971996)	(30, 0.002425000078394399)	(35, 0.006480603657778136)	(40, 0.013400215950438017)	(45, 0.031232328595872695)	(50, 0.04822823431772309)	(55, 0.0780181059704129)	(60, 0.10306250333176196)	(65, 0.1430122891060007)	(70, 0.17853017818524283)	(75, 0.2309185419477977)	(80, 0.2769308279180224)	(85, 0.3476948388263418)	(90, 0.4085916080363667)	(95, 0.5004280334190097)	(100, 0.5848222171817526)	(105, 0.6958704966337446)	(110, 0.8032394656219655)	(115, 0.9407745993784893)	(120, 1.072999819170253)	(125, 1.2233289188576157)	(130, 1.3841315102628722)	(135, 1.5633306539869822)	(140, 1.6486864757118473)
PID-2861-40_S235_R2_001 - polyg	(1, 0.6044730798859832)	(2, 0.6054138126750155)	(3, 0.6066681230603919)	(4, 0.6082360110421124)	(5, 0.6117898904673456)	(6, 0.616075450950715)	(7, 0.6197338562413962)	(8, 0.6232877356666294)	(9, 0.6263189857646224)	(10, 0.6316707100755617)	(15, 0.6358308395203934)	(20, 0.6376913999253686)	(25, 0.6386948482336696)	(30, 0.6390711413492826)	(35, 0.6394056241187163)	(40, 0.6397401068881501)	(45, 0.6400536844844942)	(50, 0.6403672620808383)	(55, 0.6406390293310031)	(60, 0.640910796581168)	(65, 0.6413707103891394)	(70, 0.6418724345432899)	(75, 0.6422278224858132)	(80, 0.642499589735978)	(85, 0.6430013138901287)	(90, 0.6433148914864729)	(95, 0.6434612276981)	(100, 0.6438584259868024)	(105, 0.644631917391118)	(110, 0.6476840726622006)	(115, 0.6533075642233049)	(120, 0.6678993750398504)	(125, 0.6846653238577153)	(130, 0.7114866609316808)	(135, 0.7382034721401984)	(140, 0.7549903261311528)
PID-2861-4_S199_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00010961943421025226)	(10, 0.00010961943421025225)	(15, 0.00010961943421025225)	(20, 0.00010961943421025225)	(25, 0.0005480971710512614)	(30, 0.0020389214763106922)	(35, 0.007761055942085861)	(40, 0.017341794492061906)	(45, 0.04281735100252453)	(50, 0.06732825649193694)	(55, 0.10183645438132435)	(60, 0.13160909271282886)	(65, 0.18063090369165372)	(70, 0.22197935427576082)	(75, 0.28277429248876673)	(80, 0.33786902012283954)	(85, 0.41519456901475155)	(90, 0.48482483362510376)	(95, 0.5872970807248475)	(100, 0.6885854379351206)	(105, 0.8244258408084653)	(110, 0.9428367536423797)	(115, 1.0906037509578)	(120, 1.2341613619995462)	(125, 1.4045099627622784)	(130, 1.586017821927614)	(135, 1.788528764687634)	(140, 1.9000336531663025)
PID-2861-4_S199_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00010961943421025226)	(6, 0.00010961943421025226)	(7, 0.00010961943421025226)	(8, 0.00021923886842050452)	(9, 0.00021923886842050452)	(10, 0.00026308664210460543)	(15, 0.000438477736841009)	(20, 0.0005261732842092109)	(25, 0.0005700210578933119)	(30, 0.0007015643789456145)	(35, 0.0008331076999979172)	(40, 0.0010304226815763713)	(45, 0.001600443739469683)	(50, 0.0018635303815742886)	(55, 0.0023239320052573483)	(60, 0.002696638081572206)	(65, 0.0030254963842029623)	(70, 0.00337627857367577)	(75, 0.0041874623868316365)	(80, 0.005283656728934159)	(85, 0.00874763084997813)	(90, 0.01832836939995418)	(95, 0.03214041811044597)	(100, 0.04698288950251412)	(105, 0.05956720054985108)	(110, 0.09256265024713702)	(115, 0.15342336012066907)	(120, 0.21838383683366458)	(125, 0.290688815638747)	(130, 0.34308690519124757)	(135, 0.3931391388516487)	(140, 0.41578651395948685)
PID-2861-4_S199_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00010961943421025226)	(10, 0.00015346720789435317)	(15, 0.0002192388684205045)	(20, 0.0002192388684205045)	(25, 0.0006577166052615136)	(30, 0.0021923886842050455)	(35, 0.007980294810506366)	(40, 0.01784604388942907)	(45, 0.04402316477883731)	(50, 0.06859984192877586)	(55, 0.10385345197079299)	(60, 0.13386725305756006)	(65, 0.1830206073574372)	(70, 0.22432521016786025)	(75, 0.28577786498612767)	(80, 0.34142068979125173)	(85, 0.4196231941568457)	(90, 0.4891876871066717)	(95, 0.5918353253011521)	(100, 0.6920494120561645)	(105, 0.8298410408584518)	(110, 0.9498085496581516)	(115, 1.0980359485972548)	(120, 1.2393134754074278)	(125, 1.408280871299111)	(130, 1.5871797879302427)	(135, 1.7892522529534216)	(140, 1.9005817503373539)
PID-2861-4_S199_R2_001 - polyg	(1, 0.5109361828539858)	(2, 0.5113746605908268)	(3, 0.5120323771960883)	(4, 0.5126900938013499)	(5, 0.515759437959237)	(6, 0.5192672598539649)	(7, 0.5212404096697495)	(8, 0.5246386121302673)	(9, 0.5263925230776314)	(10, 0.5317857992407757)	(15, 0.5368282932144475)	(20, 0.5385822041618115)	(25, 0.5396564746170719)	(30, 0.540116876240755)	(35, 0.5407088211854904)	(40, 0.5409499839407529)	(45, 0.5413665377907518)	(50, 0.5416515483196985)	(55, 0.5422434932644338)	(60, 0.5424846560196965)	(65, 0.5425942754539066)	(70, 0.542725818774959)	(75, 0.5432300681723261)	(80, 0.5433835353802206)	(85, 0.5439097086644297)	(90, 0.5443701102881128)	(95, 0.5445674252696912)	(100, 0.5448743596854799)	(105, 0.5461897928960029)	(110, 0.5504211030565187)	(115, 0.5586206367354455)	(120, 0.5796894919906561)	(125, 0.6045511796695413)	(130, 0.6385551281615616)	(135, 0.6690512547588536)	(140, 0.6899447189193277)
PID-2861-5_S200_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00011669128852854619)	(5, 0.00011669128852854619)	(6, 0.00011669128852854619)	(7, 0.00011669128852854619)	(8, 0.00011669128852854619)	(9, 0.00011669128852854619)	(10, 0.00021004431935138312)	(15, 0.00023338257705709237)	(20, 0.00025672083476280163)	(25, 0.0005601181849370217)	(30, 0.0020537666781024126)	(35, 0.006814771250067098)	(40, 0.01710694289828487)	(45, 0.03554416648579517)	(50, 0.05643190713240494)	(55, 0.08908212966269216)	(60, 0.11764815709448026)	(65, 0.1581400342138858)	(70, 0.19027681507464742)	(75, 0.23788686079429427)	(80, 0.28045584284950786)	(85, 0.344822757601854)	(90, 0.4009279291263789)	(95, 0.48954329363495697)	(100, 0.578322025947475)	(105, 0.6928195182516844)	(110, 0.8000354741517126)	(115, 0.9268555665245367)	(120, 1.0562662055026943)	(125, 1.2027137726060197)	(130, 1.3608071303044942)	(135, 1.5426354960896749)	(140, 1.6318109787831898)
PID-2861-5_S200_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00011669128852854619)	(6, 0.00011669128852854619)	(7, 0.00011669128852854619)	(8, 0.00023338257705709237)	(9, 0.00023338257705709237)	(10, 0.0005134416695256033)	(15, 0.0007935007619941141)	(20, 0.0008168390196998233)	(25, 0.0008401772774055325)	(30, 0.0010268833390512065)	(35, 0.001260265916108299)	(40, 0.0017503693279281927)	(45, 0.0022171344820423777)	(50, 0.002403840543688051)	(55, 0.0025672083476280163)	(60, 0.0027072378938622715)	(65, 0.0028005909246851084)	(70, 0.002823929182390818)	(75, 0.0032673560787992934)	(80, 0.00553116707625309)	(85, 0.01038552467904061)	(90, 0.0227314630053608)	(95, 0.038018021802600346)	(100, 0.05584845068976221)	(105, 0.0737488943500412)	(110, 0.10495214490257446)	(115, 0.15228213152975276)	(120, 0.20070901626909943)	(125, 0.2540836116420565)	(130, 0.29798287438649557)	(135, 0.3463164060950194)	(140, 0.3734121232913478)
PID-2861-5_S200_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00011669128852854619)	(5, 0.00011669128852854619)	(6, 0.00011669128852854619)	(7, 0.00011669128852854619)	(8, 0.00011669128852854619)	(9, 0.00011669128852854619)	(10, 0.00021004431935138312)	(15, 0.00023338257705709237)	(20, 0.00023338257705709237)	(25, 0.00044342689640847557)	(30, 0.0020771049358081226)	(35, 0.007328212919592701)	(40, 0.017970458433396112)	(45, 0.03673441762878634)	(50, 0.05722540789439905)	(55, 0.08987563042468627)	(60, 0.11890842301058857)	(65, 0.15902688800670275)	(70, 0.19109365409434725)	(75, 0.239193803225814)	(80, 0.28206618263120187)	(85, 0.3463630826104308)	(90, 0.402538268908073)	(95, 0.4916203985707651)	(100, 0.5815893820262742)	(105, 0.6969037133501835)	(110, 0.8046331109197375)	(115, 0.9296328191915162)	(120, 1.0577598539958597)	(125, 1.2016635510092628)	(130, 1.357236376875521)	(135, 1.5379445062908275)	(140, 1.6276100923961623)
PID-2861-5_S200_R2_001 - polyg	(1, 0.5451817000053678)	(2, 0.5457651564480105)	(3, 0.5475155257759388)	(4, 0.5496159689694525)	(5, 0.5545170030876515)	(6, 0.5593013459173218)	(7, 0.5635022323043496)	(8, 0.5661861319405062)	(9, 0.5696868705963625)	(10, 0.5759648619191984)	(15, 0.5814726907377457)	(20, 0.5844599877240765)	(25, 0.585300165001482)	(30, 0.5860003127326532)	(35, 0.586817151752353)	(40, 0.5874239464527016)	(45, 0.5878907116068157)	(50, 0.5883808150186355)	(55, 0.5887308888842212)	(60, 0.5890342862343954)	(65, 0.5891509775229241)	(70, 0.5896177426770383)	(75, 0.5898277869963895)	(80, 0.5903879051813267)	(85, 0.5906913025315008)	(90, 0.5909480233662636)	(95, 0.5912747589741434)	(100, 0.591648171097435)	(105, 0.5926517161787803)	(110, 0.5964091756693997)	(115, 0.604390859804752)	(120, 0.6216144939915655)	(125, 0.6407518653102471)	(130, 0.6714883507086661)	(135, 0.7002877607175114)	(140, 0.719751867644073)
PID-2861-6_S201_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0003300442589351232)	(10, 0.00044005901191349766)	(15, 0.00044005901191349766)	(20, 0.000726097369657271)	(25, 0.00090212097442267)	(30, 0.0014081888381231925)	(35, 0.004136554711986878)	(40, 0.013267779209191954)	(45, 0.030540095426796737)	(50, 0.04803244115035826)	(55, 0.07679029757890533)	(60, 0.10539413335328267)	(65, 0.1496200640505892)	(70, 0.1860789531876225)	(75, 0.23769787528507572)	(80, 0.2875785642854707)	(85, 0.35765796193269517)	(90, 0.4213345009565783)	(95, 0.5085762000684292)	(100, 0.5914173090611451)	(105, 0.7035003393955129)	(110, 0.815363340223924)	(115, 0.9490972739444359)	(120, 1.0881559217091012)	(125, 1.2476993164783399)	(130, 1.4185522278537552)	(135, 1.6056653197193742)	(140, 1.697527638456317)
PID-2861-6_S201_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001100147529783744)	(4, 0.0002200295059567488)	(5, 0.0002200295059567488)	(6, 0.0002200295059567488)	(7, 0.0002200295059567488)	(8, 0.0002200295059567488)	(9, 0.0002200295059567488)	(10, 0.00041805606131782276)	(15, 0.0006380855672745715)	(20, 0.000726097369657271)	(25, 0.0008581150732313204)	(30, 0.0009681298262096948)	(35, 0.001276171134549143)	(40, 0.0015402065416972417)	(45, 0.0016502212946756163)	(50, 0.001672224245271291)	(55, 0.0020242714548020886)	(60, 0.002112283257184788)	(65, 0.002398321614928562)	(70, 0.002948395379820434)	(75, 0.003322445539946907)	(80, 0.004576613723900376)	(85, 0.007459000251933785)	(90, 0.017910401784879355)	(95, 0.03021005116786161)	(100, 0.04374186578420166)	(105, 0.05896790759640867)	(110, 0.09030010924464972)	(115, 0.14064286020755384)	(120, 0.19562823374614538)	(125, 0.25604833608186855)	(130, 0.31015359159663314)	(135, 0.36421484121020625)	(140, 0.3931927271447101)
PID-2861-6_S201_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0003300442589351232)	(10, 0.00044005901191349766)	(15, 0.00044005901191349766)	(20, 0.000726097369657271)	(25, 0.0009901327768053695)	(30, 0.001474197689910217)	(35, 0.004114551761391203)	(40, 0.013773847072892476)	(45, 0.031002157389305906)	(50, 0.04840649131048473)	(55, 0.07764841265213665)	(60, 0.10658229268544912)	(65, 0.1504781791238205)	(70, 0.1875091449763413)	(75, 0.24066827361549184)	(80, 0.2913190658867354)	(85, 0.3610024104232378)	(90, 0.4242828963363987)	(95, 0.5109745216833577)	(100, 0.5941456749350087)	(105, 0.708164964921796)	(110, 0.8212821339341605)	(115, 0.9526617519409353)	(120, 1.0904662315216471)	(125, 1.2473912751700003)	(130, 1.4157138472269133)	(135, 1.6029809597467017)	(140, 1.6942271958669657)
PID-2861-6_S201_R2_001 - polyg	(1, 0.48450497211676086)	(2, 0.48549510489356623)	(3, 0.48659525242334994)	(4, 0.4876953999531337)	(5, 0.49044576877759305)	(6, 0.4934161671080092)	(7, 0.4975967277211874)	(8, 0.501007185063517)	(9, 0.5032074801230845)	(10, 0.509940383005361)	(15, 0.5155951413084494)	(20, 0.5171793537513382)	(25, 0.5179494570221868)	(30, 0.5183015042317176)	(35, 0.5186755543918439)	(40, 0.5195776753662666)	(45, 0.5199077196252018)	(50, 0.5202377638841369)	(55, 0.5205898110936676)	(60, 0.5208318435502199)	(65, 0.5211838907597508)	(70, 0.5217119615740471)	(75, 0.5219319910800039)	(80, 0.5221300176353648)	(85, 0.5225480736966827)	(90, 0.5228781179556178)	(95, 0.5231861592639573)	(100, 0.523538206473488)	(105, 0.524022271386593)	(110, 0.5260025369402036)	(115, 0.5316132893421007)	(120, 0.5487535878561314)	(125, 0.5653218096546747)	(130, 0.5913733031599537)	(135, 0.619977138934331)	(140, 0.6383055967805282)
PID-2861-7_S202_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010326951277443873)	(5, 0.00010326951277443873)	(6, 0.00010326951277443873)	(7, 0.00010326951277443873)	(8, 0.00010326951277443873)	(9, 0.0004130780510977549)	(10, 0.0004130780510977549)	(15, 0.0004130780510977549)	(20, 0.0005163475638721936)	(25, 0.0005989631740917447)	(30, 0.0020860441580436624)	(35, 0.00797240638618667)	(40, 0.018898320837722287)	(45, 0.04174153706342813)	(50, 0.0662577193960799)	(55, 0.10229877935435902)	(60, 0.13208170683850712)	(65, 0.1824152673647686)	(70, 0.222814300762129)	(75, 0.290703678460045)	(80, 0.34452774851808254)	(85, 0.42429312018505894)	(90, 0.4917694198318772)	(95, 0.5888634157424045)	(100, 0.6795753557634715)	(105, 0.7968895222752339)	(110, 0.9138525724435633)	(115, 1.0611148976599127)	(120, 1.2092859945886776)	(125, 1.3829233533676188)	(130, 1.5667430861061198)	(135, 1.7715471838403865)	(140, 1.8705206848834086)
PID-2861-7_S202_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00020653902554887746)	(4, 0.00020653902554887746)	(5, 0.00030980853832331617)	(6, 0.00030980853832331617)	(7, 0.00030980853832331617)	(8, 0.00030980853832331617)	(9, 0.00030980853832331617)	(10, 0.00039242414854286713)	(15, 0.0004956936613173059)	(20, 0.0005989631740917447)	(25, 0.0007228865894210711)	(30, 0.0008261561021955098)	(35, 0.0011153107379639382)	(40, 0.0017349278146105707)	(45, 0.002313237086147428)	(50, 0.0028502385525745093)	(55, 0.0035524712394406923)	(60, 0.003820971972654233)	(65, 0.00394489538798356)	(70, 0.004791705392733958)	(75, 0.005431976371935477)	(80, 0.007579982237643802)	(85, 0.013817460809219903)	(90, 0.027800152838878905)	(95, 0.04698762831236962)	(100, 0.06972757502530103)	(105, 0.09075324782617675)	(110, 0.12989239316768905)	(115, 0.18731024227027698)	(120, 0.24561620918272506)	(125, 0.3180287915401615)	(130, 0.38048619286614205)	(135, 0.4452774851808249)	(140, 0.47824111365842575)
PID-2861-7_S202_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00030980853832331617)	(10, 0.00030980853832331617)	(15, 0.00030980853832331617)	(20, 0.0004130780510977549)	(25, 0.0004956936613173059)	(30, 0.0018795051324947847)	(35, 0.007435404919759589)	(40, 0.018443934981514757)	(45, 0.04172088316087325)	(50, 0.06617510378586033)	(55, 0.10231943325691391)	(60, 0.13253609269471467)	(65, 0.1840882334717145)	(70, 0.22444595906396514)	(75, 0.2921081438337774)	(80, 0.34628333023524793)	(85, 0.4268542041018651)	(90, 0.49418592643079906)	(95, 0.5909288059978933)	(100, 0.6821570935828325)	(105, 0.8000908771712416)	(110, 0.9189953941797302)	(115, 1.0639857901150422)	(120, 1.2107111138649647)	(125, 1.382159158973088)	(130, 1.5634797695024474)	(135, 1.7672098643038603)	(140, 1.8654604787574611)
PID-2861-7_S202_R2_001 - polyg	(1, 0.5135592870272838)	(2, 0.5141789041039304)	(3, 0.5154181382572237)	(4, 0.5171737199743892)	(5, 0.5202718053576223)	(6, 0.5242993163558254)	(7, 0.5282235578412541)	(8, 0.5317347212755851)	(9, 0.5344197286077205)	(10, 0.5406365532767416)	(15, 0.5456347976950244)	(20, 0.5478034574632876)	(25, 0.5493111923497945)	(30, 0.5503645413800938)	(35, 0.5509015428465209)	(40, 0.5516863911436066)	(45, 0.5520375074870396)	(50, 0.5527603940764607)	(55, 0.5533387033479975)	(60, 0.5535245884709916)	(65, 0.5536898196914307)	(70, 0.5540615899374186)	(75, 0.5542681289629676)	(80, 0.5547018609166202)	(85, 0.5554040936034864)	(90, 0.5556932482392548)	(95, 0.5559617489724684)	(100, 0.5561476340954623)	(105, 0.556767251172109)	(110, 0.5609186855856414)	(115, 0.5696759402689138)	(120, 0.5895863023318256)	(125, 0.6130904434392879)	(130, 0.6471487287522978)	(135, 0.6781295825846294)	(140, 0.6991346014829503)
PID-2861-8_S203_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00020422542402303662)	(10, 0.00020422542402303662)	(15, 0.00020422542402303662)	(20, 0.00028591559363225124)	(25, 0.0005718311872645026)	(30, 0.001878873901011937)	(35, 0.0057387344150473295)	(40, 0.014540850190440208)	(45, 0.032635222758881255)	(50, 0.053261990585207954)	(55, 0.09137045470790658)	(60, 0.12216764865058052)	(65, 0.16832259447978679)	(70, 0.20873880589394575)	(75, 0.27127263072979957)	(80, 0.3276184252177553)	(85, 0.40416211414158953)	(90, 0.47206706762924916)	(95, 0.5673790730208005)	(100, 0.6582389641686492)	(105, 0.7775066117981028)	(110, 0.8921791873870377)	(115, 1.0329313496237147)	(120, 1.171825060501782)	(125, 1.3391265278614535)	(130, 1.5161899704894262)	(135, 1.7111639828042193)	(140, 1.8045358466675516)
