Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
PID-2861-1_S196_R1_001	(1, 39.17419407046257)	(2, 38.49041381333387)	(3, 38.92492287150646)	(4, 38.66300361113078)	(5, 39.041510808104306)	(6, 39.096569931520015)	(7, 39.04614762140783)	(8, 39.17448134249097)	(9, 39.08435884727041)	(10, 39.14594349642427)	(15, 39.343764679701806)	(20, 39.42454233722095)	(25, 39.415024327085504)	(30, 39.38123628124337)	(35, 39.39468101678114)	(40, 39.41389951548133)	(45, 39.433439677931645)	(50, 39.45305024225934)	(55, 39.42964930559068)	(60, 39.41609937184532)	(65, 39.42934989530755)	(70, 39.40183409028838)	(75, 39.38150817814912)	(80, 39.32739907546961)	(85, 39.29528287191107)	(90, 39.323019593166165)	(95, 39.36881399136162)	(100, 39.3442178412114)	(105, 39.323267213562474)	(110, 39.2498242987629)	(115, 39.23357077108263)	(120, 39.15717219125843)	(125, 38.9443311315888)	(130, 38.873828102082726)	(135, 39.09461971859479)	(140, 39.12741718189136)	(145, 39.18312735621093)	(150, 38.956805607402245)
PID-2861-1_S196_R2_001	(1, 38.63809995852763)	(2, 38.03720375072071)	(3, 38.46984554070867)	(4, 38.05484468091563)	(5, 38.5534194475071)	(6, 38.8130081629763)	(7, 38.670743771558044)	(8, 39.012156462103356)	(9, 38.71839451350887)	(10, 38.79264178998797)	(15, 38.92139387625049)	(20, 38.98780631391549)	(25, 39.034269125337595)	(30, 39.02405316555568)	(35, 38.99668099655071)	(40, 38.97387240671245)	(45, 39.00390002124195)	(50, 39.041370004349545)	(55, 39.00025773560858)	(60, 38.918106432263485)	(65, 38.917724886456746)	(70, 38.839624927929115)	(75, 38.77776433578459)	(80, 38.763877363166465)	(85, 38.78662445251414)	(90, 38.750151020119155)	(95, 38.764859752581906)	(100, 38.72201252263278)	(105, 38.68022941301423)	(110, 38.6261599619668)	(115, 38.53255904755161)	(120, 38.50688866185857)	(125, 38.53561829234987)	(130, 38.44035646008032)	(135, 38.34838166718929)	(140, 38.07931339437659)	(145, 38.26797949367115)	(150, 37.97377895405059)
PID-2861-20_S215_R1_001	(1, 39.14299113479617)	(2, 38.493903366774454)	(3, 38.88301705824687)	(4, 38.618742308188615)	(5, 38.983731397612964)	(6, 39.028991508432824)	(7, 38.972337405459335)	(8, 39.16967919248258)	(9, 39.01514769240843)	(10, 39.08204791408668)	(15, 39.30743248058148)	(20, 39.38774664352944)	(25, 39.384198250841166)	(30, 39.348033303737715)	(35, 39.367051409708004)	(40, 39.38281618039331)	(45, 39.40918414316833)	(50, 39.427701113783925)	(55, 39.400976462816416)	(60, 39.38757831443643)	(65, 39.40000577788649)	(70, 39.37239210278475)	(75, 39.35412319609569)	(80, 39.295905211846204)	(85, 39.27012659349295)	(90, 39.29947247896368)	(95, 39.34309205521348)	(100, 39.31841816875665)	(105, 39.2935863534025)	(110, 39.21779434961221)	(115, 39.20170486170629)	(120, 39.125485679508344)	(125, 38.89865625619918)	(130, 38.823710905375556)	(135, 39.057565083076376)	(140, 39.09432789639061)	(145, 39.15509829163032)	(150, 38.916185001060605)
PID-2861-20_S215_R2_001	(1, 38.48972980676822)	(2, 37.80126766829539)	(3, 38.31305744567342)	(4, 38.02063861053386)	(5, 38.387615292909956)	(6, 38.72005176986293)	(7, 38.563363192166726)	(8, 38.907428628657165)	(9, 38.64903769300548)	(10, 38.697555761419515)	(15, 38.80945493344838)	(20, 38.877238016181934)	(25, 38.929694292025935)	(30, 38.9231675914495)	(35, 38.89919321445011)	(40, 38.877262668497615)	(45, 38.91190687587751)	(50, 38.95533655225809)	(55, 38.90661125031538)	(60, 38.82710213955137)	(65, 38.82640648201826)	(70, 38.74847897138212)	(75, 38.67515065839016)	(80, 38.659726012622755)	(85, 38.69339722391814)	(90, 38.65093283977343)	(95, 38.67101985474393)	(100, 38.622426288613134)	(105, 38.57963449090079)	(110, 38.51984029921748)	(115, 38.42173833492867)	(120, 38.40152921395706)	(125, 38.426102950381434)	(130, 38.331248543491114)	(135, 38.22816411508779)	(140, 37.94308266816989)	(145, 38.13748670286522)	(150, 37.83915693472281)
PID-2861-21_S216_R1_001	(1, 39.260577392209434)	(2, 38.573386800737886)	(3, 38.97647589087817)	(4, 38.70535525930607)	(5, 39.12958658792151)	(6, 39.18106398895957)	(7, 39.12033418676728)	(8, 39.228995069908784)	(9, 39.18902276391787)	(10, 39.20894014655521)	(15, 39.39605648462657)	(20, 39.474525321896394)	(25, 39.467982101120306)	(30, 39.4332597614412)	(35, 39.44832976316046)	(40, 39.464045091051034)	(45, 39.48361341765447)	(50, 39.49907671147582)	(55, 39.478009191065425)	(60, 39.46515173621921)	(65, 39.47847013833064)	(70, 39.44988694710723)	(75, 39.43659419448072)	(80, 39.3789137071405)	(85, 39.35466862445343)	(90, 39.38047498013559)	(95, 39.41857970623904)	(100, 39.396760544401026)	(105, 39.37187608324931)	(110, 39.30165002393022)	(115, 39.28000594770665)	(120, 39.21414773545715)	(125, 39.014415568122146)	(130, 38.95190108220381)	(135, 39.15334901155528)	(140, 39.184575596827855)	(145, 39.23264116944692)	(150, 39.00626266592196)
PID-2861-21_S216_R2_001	(1, 38.49097017318049)	(2, 37.73467094777635)	(3, 38.24358089113373)	(4, 37.97497688293705)	(5, 38.36206106621935)	(6, 38.60857492019386)	(7, 38.476245881910145)	(8, 38.861709315130874)	(9, 38.59323727167544)	(10, 38.598538165225435)	(15, 38.72098434545023)	(20, 38.80307607953199)	(25, 38.891259008684585)	(30, 38.88438680538454)	(35, 38.86355830843506)	(40, 38.844783628937456)	(45, 38.88105125715003)	(50, 38.93576941484788)	(55, 38.89771747464093)	(60, 38.80941670655038)	(65, 38.809461686081896)	(70, 38.72774614444563)	(75, 38.6454700314578)	(80, 38.64035649066721)	(85, 38.67952734318732)	(90, 38.64408198541882)	(95, 38.66766984652129)	(100, 38.62172604305582)	(105, 38.58045044584567)	(110, 38.516834519002465)	(115, 38.41960512803833)	(120, 38.4097795166559)	(125, 38.43651445803846)	(130, 38.34477926109038)	(135, 38.23499091580742)	(140, 37.9629373754329)	(145, 38.14961742108512)	(150, 37.84542653789836)
PID-2861-22_S217_R1_001	(1, 39.1842654135809)	(2, 38.533790289645246)	(3, 38.9212585045843)	(4, 38.6733375133773)	(5, 39.06388610936943)	(6, 39.02694935952916)	(7, 39.05125058502398)	(8, 39.23611716974589)	(9, 39.07881105240722)	(10, 39.14191553992622)	(15, 39.35638081061718)	(20, 39.426078505995314)	(25, 39.420907440511385)	(30, 39.382015543006595)	(35, 39.39943658836868)	(40, 39.410708398211796)	(45, 39.43689521437962)	(50, 39.45182890172491)	(55, 39.428462522196135)	(60, 39.41492991139433)	(65, 39.42868907925423)	(70, 39.395167378963386)	(75, 39.3757709150421)	(80, 39.321195307089155)	(85, 39.2883031969387)	(90, 39.32063845368846)	(95, 39.359034310476574)	(100, 39.341472561257355)	(105, 39.311925943664804)	(110, 39.23512667818663)	(115, 39.21354175257783)	(120, 39.13309770074396)	(125, 38.90830977504275)	(130, 38.83336708503541)	(135, 39.0494603867965)	(140, 39.09233776263677)	(145, 39.146806014031604)	(150, 38.89888604218612)
PID-2861-22_S217_R2_001	(1, 38.61613384355043)	(2, 37.83748505766771)	(3, 38.321532161662375)	(4, 37.90627493493937)	(5, 38.41353221333328)	(6, 38.63628549766537)	(7, 38.57378754711244)	(8, 38.9305234958549)	(9, 38.64043109436002)	(10, 38.71069240010374)	(15, 38.836198650793094)	(20, 38.89999314366798)	(25, 38.95758712758441)	(30, 38.948642098474814)	(35, 38.92452927305988)	(40, 38.91034004425812)	(45, 38.93127471136333)	(50, 38.97074651544314)	(55, 38.930281834992925)	(60, 38.84978293250289)	(65, 38.846899695837216)	(70, 38.77104799531782)	(75, 38.70425182015742)	(80, 38.689307401162)	(85, 38.72095821711519)	(90, 38.68247610965759)	(95, 38.700776355392506)	(100, 38.65306741364251)	(105, 38.61119966930619)	(110, 38.54877564789853)	(115, 38.45241218678238)	(120, 38.43227046938051)	(125, 38.46055909909784)	(130, 38.363020323559255)	(135, 38.26117060442044)	(140, 37.98080583246266)	(145, 38.174974002583916)	(150, 37.876229608383845)
PID-2861-23_S218_R1_001	(1, 39.24020671539516)	(2, 38.59212730318258)	(3, 39.01936529237094)	(4, 38.69936805238313)	(5, 39.12342013095782)	(6, 39.09592945789554)	(7, 39.12949215775849)	(8, 39.25792313841937)	(9, 39.15622620679153)	(10, 39.21135982945028)	(15, 39.41086873762753)	(20, 39.480238312775995)	(25, 39.47383032587179)	(30, 39.43744194457135)	(35, 39.453657016141314)	(40, 39.47038221410081)	(45, 39.49279446474799)	(50, 39.5107964062738)	(55, 39.4846495736257)	(60, 39.47504948987361)	(65, 39.48410423328765)	(70, 39.4554105756053)	(75, 39.44058074463225)	(80, 39.38444875894625)	(85, 39.357205535252014)	(90, 39.38466004263743)	(95, 39.42526933911984)	(100, 39.40463682046597)	(105, 39.382921234962694)	(110, 39.31474274783007)	(115, 39.29289058931018)	(120, 39.223247868128524)	(125, 39.02291952185168)	(130, 38.9604238046292)	(135, 39.159835160651745)	(140, 39.190177453330726)	(145, 39.246575727168164)	(150, 39.01779715260062)
PID-2861-23_S218_R2_001	(1, 38.63571170245165)	(2, 37.971985876351454)	(3, 38.443914649002586)	(4, 38.19645576366682)	(5, 38.53405283995736)	(6, 38.49113940916705)	(7, 38.63750571037003)	(8, 38.95468821379625)	(9, 38.72249980965433)	(10, 38.76231060606061)	(15, 38.878979176183954)	(20, 38.93851359068068)	(25, 38.99053886858535)	(30, 38.9840723503883)	(35, 38.9598513400335)	(40, 38.94386991777067)	(45, 38.96603186386478)	(50, 39.01015398964519)	(55, 38.971137886401706)	(60, 38.89548642835389)	(65, 38.893895138571644)	(70, 38.81975407339729)	(75, 38.747758679762455)	(80, 38.7367319552307)	(85, 38.7647793893711)	(90, 38.736490692096844)	(95, 38.747827204202835)	(100, 38.70724265265723)	(105, 38.667458980508606)	(110, 38.60961150449216)	(115, 38.51075548195523)	(120, 38.49528085503274)	(125, 38.5206320427897)	(130, 38.43379730089843)	(135, 38.338012981574536)	(140, 38.06372875798612)	(145, 38.25324007502469)	(150, 37.964769845825934)
PID-2861-24_S219_R1_001	(1, 39.120621540334604)	(2, 38.388347150499634)	(3, 38.82251536052744)	(4, 38.499041998338846)	(5, 38.92672860746694)	(6, 38.90735190181644)	(7, 38.970698665401024)	(8, 39.14015301200468)	(9, 38.97579149921843)	(10, 39.052839388983756)	(15, 39.287950846312185)	(20, 39.3742838718331)	(25, 39.36329589715282)	(30, 39.33233031195671)	(35, 39.353178739276004)	(40, 39.36449275437085)	(45, 39.390437317182645)	(50, 39.40893082474812)	(55, 39.38451823917541)	(60, 39.372377567181346)	(65, 39.38483107288963)	(70, 39.355079678705735)	(75, 39.33826672375813)	(80, 39.27776600409614)	(85, 39.24801130823716)	(90, 39.278041693965676)	(95, 39.318733188541124)	(100, 39.29956944093355)	(105, 39.272621994314925)	(110, 39.196990523160736)	(115, 39.18016436151278)	(120, 39.09242771137169)	(125, 38.856797478345655)	(130, 38.77646772354662)	(135, 39.0134825965611)	(140, 39.06072019917279)	(145, 39.12114644208185)	(150, 38.87781669647646)
PID-2861-24_S219_R2_001	(1, 38.651661929106844)	(2, 37.95989083836753)	(3, 38.412517475663044)	(4, 38.147644719125466)	(5, 38.50329703210363)	(6, 38.642867092101255)	(7, 38.661195515912524)	(8, 39.02203558586677)	(9, 38.739907449920295)	(10, 38.795989702900826)	(15, 38.88357406327866)	(20, 38.944691370762634)	(25, 39.00034688223853)	(30, 38.996327092823506)	(35, 38.97739281163428)	(40, 38.954992597025395)	(45, 38.9806003889786)	(50, 39.01735958852874)	(55, 38.977931810091775)	(60, 38.9022343054359)	(65, 38.90201391862403)	(70, 38.8260498037051)	(75, 38.76092508808766)	(80, 38.74786778854834)	(85, 38.774759932109305)	(90, 38.74156489081257)	(95, 38.756495890962185)	(100, 38.70864719022291)	(105, 38.66679763311168)	(110, 38.60578432839285)	(115, 38.517639508669475)	(120, 38.486823736980305)	(125, 38.51445669388829)	(130, 38.42287111601777)	(135, 38.31799175613003)	(140, 38.04238102525038)	(145, 38.22792566060984)	(150, 37.941661894514795)
PID-2861-25_S220_R1_001	(1, 39.20610493580634)	(2, 38.57875253662779)	(3, 39.0051006237925)	(4, 38.70562143072903)	(5, 39.09741258897203)	(6, 39.15463039736616)	(7, 39.09863300849631)	(8, 39.21231042445056)	(9, 39.08524893922838)	(10, 39.17568405325246)	(15, 39.37271004089014)	(20, 39.45731633395705)	(25, 39.45127343276441)	(30, 39.41231042445055)	(35, 39.43149777101119)	(40, 39.44566355750264)	(45, 39.46725160306767)	(50, 39.48502026261319)	(55, 39.46087055241215)	(60, 39.44774151433385)	(65, 39.455761008609834)	(70, 39.429045579222866)	(75, 39.41066954810013)	(80, 39.354607286431644)	(85, 39.32650601188389)	(90, 39.35536062180577)	(95, 39.3956012187977)	(100, 39.37442187186406)	(105, 39.351730988722274)	(110, 39.28110275648576)	(115, 39.25857446079554)	(120, 39.185910844501926)	(125, 38.982991568563456)	(130, 38.91659507007276)	(135, 39.12200911057366)	(140, 39.1558469344)	(145, 39.2076010526716)	(150, 38.970632089761416)
PID-2861-25_S220_R2_001	(1, 38.53647777194373)	(2, 37.86969082029626)	(3, 38.301096958479384)	(4, 38.033543291443074)	(5, 38.46843431527775)	(6, 38.6119288913036)	(7, 38.58449580658175)	(8, 38.95036622722103)	(9, 38.64294619814991)	(10, 38.71130834243918)	(15, 38.815007511053714)	(20, 38.88357724829861)	(25, 38.93091979492087)	(30, 38.921377006241975)	(35, 38.90097694380191)	(40, 38.883458855441106)	(45, 38.91073056907636)	(50, 38.955017606883004)	(55, 38.91170203923588)	(60, 38.8320431079747)	(65, 38.829455088764234)	(70, 38.75704123274535)	(75, 38.68635583135505)	(80, 38.67558045950214)	(85, 38.70333263730227)	(90, 38.67462926209219)	(95, 38.692297368799835)	(100, 38.642589397757426)	(105, 38.602511793672065)	(110, 38.5401803869257)	(115, 38.444630863639404)	(120, 38.426429178163005)	(125, 38.452836461756476)	(130, 38.362748822660066)	(135, 38.265773314168825)	(140, 37.98851582880906)	(145, 38.17699592710482)	(150, 37.87160481994763)
PID-2861-26_S221_R1_001	(1, 39.24893030315807)	(2, 38.57724332757094)	(3, 39.001276721339124)	(4, 38.80433781675591)	(5, 39.12224648985959)	(6, 39.177386684656575)	(7, 39.106976430408565)	(8, 39.24136442214445)	(9, 39.13218029261711)	(10, 39.19888957288021)	(15, 39.38920032044525)	(20, 39.46185166758022)	(25, 39.45329814057427)	(30, 39.418842518025045)	(35, 39.4326074967323)	(40, 39.44989197621959)	(45, 39.47185900408989)	(50, 39.490084580680524)	(55, 39.46450023190117)	(60, 39.45248825736813)	(65, 39.465072985622136)	(70, 39.4347028713581)	(75, 39.4191427246279)	(80, 39.36437357169963)	(85, 39.33572711557112)	(90, 39.36450107517815)	(95, 39.40914685668507)	(100, 39.38888392292448)	(105, 39.3634911666737)	(110, 39.29770341948813)	(115, 39.28190614327276)	(120, 39.20680726904752)	(125, 39.00988691655774)	(130, 38.95034009360374)	(135, 39.1606041236244)	(140, 39.191716214099536)	(145, 39.24969696438491)	(150, 39.02206173683781)
PID-2861-26_S221_R2_001	(1, 38.6615170552768)	(2, 38.00406796812413)	(3, 38.509049205211454)	(4, 38.11269553484842)	(5, 38.566847409031496)	(6, 38.82074124046043)	(7, 38.688856094784335)	(8, 39.02266897162373)	(9, 38.74875237171649)	(10, 38.79537951680229)	(15, 38.922252224143016)	(20, 38.983677868195805)	(25, 39.027446641649455)	(30, 39.01915149470843)	(35, 38.99898705569844)	(40, 38.98191710587342)	(45, 39.00778884344563)	(50, 39.046796812413035)	(55, 39.00630130286292)	(60, 38.93107661171312)	(65, 38.926599485601045)	(70, 38.85039625585024)	(75, 38.78942733060674)	(80, 38.772165788253155)	(85, 38.79395673989122)	(90, 38.7624664164945)	(95, 38.7735730488679)	(100, 38.72951553737825)	(105, 38.691155205127124)	(110, 38.6359738584138)	(115, 38.54227195682422)	(120, 38.524718640637516)	(125, 38.55152068136779)	(130, 38.45905131340389)	(135, 38.36586246152549)	(140, 38.10405200377593)	(145, 38.29286218089832)	(150, 37.99434452935067)
PID-2861-27_S222_R1_001	(1, 39.09517915784381)	(2, 38.31333320078337)	(3, 38.759236247112895)	(4, 38.47579140612314)	(5, 38.88406517481683)	(6, 38.94021996666368)	(7, 38.8650740788606)	(8, 39.09253644295546)	(9, 38.9908308563059)	(10, 38.98956632965839)	(15, 39.24303698475344)	(20, 39.33767434462328)	(25, 39.334452717771306)	(30, 39.300176954200666)	(35, 39.32295732222565)	(40, 39.33504190235708)	(45, 39.36540048314462)	(50, 39.388014832340865)	(55, 39.364798043562544)	(60, 39.3469183790465)	(65, 39.3640226262787)	(70, 39.33141069611927)	(75, 39.31778721091682)	(80, 39.25486574345617)	(85, 39.21887644023819)	(90, 39.25409529679594)	(95, 39.29907248163355)	(100, 39.27452091472729)	(105, 39.249923949458704)	(110, 39.17050630772137)	(115, 39.15270783005769)	(120, 39.06555059597777)	(125, 38.81330138879224)	(130, 38.73841794991599)	(135, 38.99511487111173)	(140, 39.0406133917214)	(145, 39.10126418095306)	(150, 38.849960699197396)
PID-2861-27_S222_R2_001	(1, 38.805042200594485)	(2, 38.26362862151352)	(3, 38.741600474528866)	(4, 38.419626673029065)	(5, 38.75893800969603)	(6, 39.03009546911089)	(7, 38.897784095992684)	(8, 39.18850592995397)	(9, 38.925059564639646)	(10, 38.97626759186541)	(15, 39.0448900332369)	(20, 39.09551749162449)	(25, 39.136652384408144)	(30, 39.137155411517924)	(35, 39.12210303771378)	(40, 39.10935968426598)	(45, 39.13470058620221)	(50, 39.16657089931836)	(55, 39.132870071212466)	(60, 39.063813528711975)	(65, 39.0598920380551)	(70, 38.989766480102595)	(75, 38.931553187329555)	(80, 38.91283580704702)	(85, 38.934031208888804)	(90, 38.90102295433985)	(95, 38.9117581758474)	(100, 38.86578719766182)	(105, 38.826965964483236)	(110, 38.775517359074534)	(115, 38.689447366066545)	(120, 38.66045206164899)	(125, 38.68385773412466)	(130, 38.59788715358896)	(135, 38.5053818598748)	(140, 38.256341442549235)	(145, 38.42902321091688)	(150, 38.1408763238328)
PID-2861-28_S223_R1_001	(1, 39.271042773457125)	(2, 38.576136589646694)	(3, 38.98053142345128)	(4, 38.76978690161551)	(5, 39.11871218287955)	(6, 39.179194970771505)	(7, 39.12291960984932)	(8, 39.286484358500665)	(9, 39.14611376866123)	(10, 39.20488077931717)	(15, 39.39310449468843)	(20, 39.46011412543135)	(25, 39.45591490007361)	(30, 39.41975727329206)	(35, 39.44016985538508)	(40, 39.45369308337554)	(45, 39.474050304587365)	(50, 39.491369648704456)	(55, 39.465374639385374)	(60, 39.45318827415529)	(65, 39.46746523029101)	(70, 39.43475146039954)	(75, 39.41934309188471)	(80, 39.3652624823409)	(85, 39.33739094419008)	(90, 39.36401214658741)	(95, 39.403545966959804)	(100, 39.38700659614648)	(105, 39.3619293472132)	(110, 39.29205899419531)	(115, 39.27587311286034)	(120, 39.200797606769605)	(125, 39.00503291922028)	(130, 38.94006220922722)	(135, 39.14154219011747)	(140, 39.17817622423113)	(145, 39.2330687223738)	(150, 39.00078717182153)
PID-2861-28_S223_R2_001	(1, 38.607153035929215)	(2, 38.03249068604434)	(3, 38.50359128086625)	(4, 38.17143009458509)	(5, 38.59146745292787)	(6, 38.677916544496824)	(7, 38.7198595884021)	(8, 39.05669159273255)	(9, 38.78297509375468)	(10, 38.82461877882098)	(15, 38.90910932543791)	(20, 38.960522770750586)	(25, 39.0113653838662)	(30, 39.00127494058957)	(35, 38.98402941098073)	(40, 38.97172535261806)	(45, 38.99445858083406)	(50, 39.03126659544934)	(55, 38.99557974119814)	(60, 38.92287204049956)	(65, 38.92186857326807)	(70, 38.84959924873234)	(75, 38.7865263917623)	(80, 38.76897822266966)	(85, 38.7971589615939)	(90, 38.76305583862508)	(95, 38.779650160238994)	(100, 38.7307660920754)	(105, 38.68994502869539)	(110, 38.62344307773693)	(115, 38.53227805925255)	(120, 38.50950833386302)	(125, 38.52794432745756)	(130, 38.42999739598819)	(135, 38.32434422985838)	(140, 38.0490947815356)	(145, 38.23120119381847)	(150, 37.9103063583524)
PID-2861-29_S224_R1_001	(1, 39.21496563653685)	(2, 38.59647087743226)	(3, 38.98821095892583)	(4, 38.77134788376121)	(5, 39.1114232602187)	(6, 39.06172509456041)	(7, 39.10370663219936)	(8, 39.267015493294394)	(9, 39.10279133046131)	(10, 39.188341230831625)	(15, 39.38584975231346)	(20, 39.45690163564874)	(25, 39.44654150746118)	(30, 39.411064502718155)	(35, 39.43265203014605)	(40, 39.4487155756489)	(45, 39.46603562200304)	(50, 39.487369402414444)	(55, 39.46259916240828)	(60, 39.4514623871024)	(65, 39.46338487192006)	(70, 39.43295426096748)	(75, 39.41487387980321)	(80, 39.36343301588524)	(85, 39.33543475133358)	(90, 39.35779937899949)	(95, 39.39865310177408)	(100, 39.37984229169805)	(105, 39.35427909226536)	(110, 39.28521776365052)	(115, 39.26106603199705)	(120, 39.192503588141406)	(125, 38.98355923236996)	(130, 38.91845227913531)	(135, 39.13273121280879)	(140, 39.167980563681155)	(145, 39.22072900363148)	(150, 38.978514164658584)
PID-2861-29_S224_R2_001	(1, 38.528090587684886)	(2, 37.82432776864616)	(3, 38.32891277333028)	(4, 38.09044042099349)	(5, 38.36906823868985)	(6, 38.623069002196495)	(7, 38.561458320353346)	(8, 38.839488020082264)	(9, 38.658126871242644)	(10, 38.68474493327247)	(15, 38.803746846570284)	(20, 38.86098673605439)	(25, 38.915087412448784)	(30, 38.9192443323225)	(35, 38.89898716425249)	(40, 38.888955094707676)	(45, 38.914522825337095)	(50, 38.96076096917767)	(55, 38.91358758633346)	(60, 38.83770997848815)	(65, 38.83613312202853)	(70, 38.762299990144655)	(75, 38.68692806385363)	(80, 38.677789999422274)	(85, 38.705380456268855)	(90, 38.669701360151976)	(95, 38.68683743991916)	(100, 38.640838543265566)	(105, 38.598189107229636)	(110, 38.53377361461493)	(115, 38.440261042243215)	(120, 38.41942569347134)	(125, 38.445525839715714)	(130, 38.345985416343346)	(135, 38.24210546586933)	(140, 37.95749676783039)	(145, 38.147068026192514)	(150, 37.85603461784163)
PID-2861-2_S197_R1_001	(1, 39.224521119392264)	(2, 38.59664576516582)	(3, 39.005947544606585)	(4, 38.765091383346665)	(5, 39.14155743264849)	(6, 39.18645389840424)	(7, 39.17214540399375)	(8, 39.25767765838889)	(9, 39.139934517250815)	(10, 39.21209009067569)	(15, 39.4029919095361)	(20, 39.47490257789836)	(25, 39.467666975244256)	(30, 39.43055295495361)	(35, 39.44576810132527)	(40, 39.46314965104174)	(45, 39.48519697768701)	(50, 39.500258639036566)	(55, 39.477105046029784)	(60, 39.463679719533374)	(65, 39.477879180868044)	(70, 39.44766779299232)	(75, 39.42810474304363)	(80, 39.37856682312214)	(85, 39.34841246793222)	(90, 39.37688016531091)	(95, 39.416596721249604)	(100, 39.39109891711284)	(105, 39.368773556124246)	(110, 39.29475351710299)	(115, 39.27565427708449)	(120, 39.207648250910275)	(125, 39.00676655074913)	(130, 38.93834577952883)	(135, 39.14049058593746)	(140, 39.17147061843498)	(145, 39.22571135932461)	(150, 38.9927718923526)
PID-2861-2_S197_R2_001	(1, 38.71705392629154)	(2, 38.10004413742781)	(3, 38.54789330274816)	(4, 38.15338647297919)	(5, 38.60493856929733)	(6, 38.87532801657303)	(7, 38.70275381904074)	(8, 39.04518896794952)	(9, 38.77390209458829)	(10, 38.82365388708157)	(15, 38.94051973131734)	(20, 38.99882139438627)	(25, 39.04652755863411)	(30, 39.03576389726148)	(35, 39.01229452769282)	(40, 38.997986033282345)	(45, 39.02264679888326)	(50, 39.06127805635962)	(55, 39.027180058689154)	(60, 38.946032192015636)	(65, 38.942202195548724)	(70, 38.871402825843774)	(75, 38.80295857057638)	(80, 38.78875156079799)	(85, 38.813793103448276)	(90, 38.782615514777646)	(95, 38.794542055839614)	(100, 38.748792615944616)	(105, 38.71107639758911)	(110, 38.65487991159934)	(115, 38.568798298245305)	(120, 38.542629940692294)	(125, 38.56714351164085)	(130, 38.47997827725643)	(135, 38.385536343135485)	(140, 38.12789430803408)	(145, 38.30699819918042)	(150, 38.01620512117371)
PID-2861-30_S225_R1_001	(1, 38.9010217589677)	(2, 37.98309663654941)	(3, 38.459992031565285)	(4, 38.227095248499495)	(5, 38.661709100723584)	(6, 38.75600395851273)	(7, 38.77786831519015)	(8, 38.841430719601064)	(9, 38.740211034996854)	(10, 38.83638233063863)	(15, 39.130564602156625)	(20, 39.23873070546351)	(25, 39.249650031488166)	(30, 39.21940236739625)	(35, 39.25385839320369)	(40, 39.26053337103345)	(45, 39.29461256699268)	(50, 39.31974758055188)	(55, 39.295075250298815)	(60, 39.27913015538448)	(65, 39.29966404051049)	(70, 39.263710463068875)	(75, 39.24761833768169)	(80, 39.183175806804016)	(85, 39.14509182978395)	(90, 39.18483118485483)	(95, 39.23557931805622)	(100, 39.215772359813386)	(105, 39.1926998856144)	(110, 39.11287930391867)	(115, 39.09916434253988)	(120, 39.00266814039868)	(125, 38.72386751834667)	(130, 38.62985284100402)	(135, 38.93049828421608)	(140, 38.99091414844515)	(145, 39.05975731567524)	(150, 38.808266573869)
PID-2861-30_S225_R2_001	(1, 38.66348272006375)	(2, 38.09665968357603)	(3, 38.57176089554925)	(4, 38.32490649941522)	(5, 38.70437878339995)	(6, 38.82347346639762)	(7, 38.84989268317761)	(8, 39.16020409474726)	(9, 38.91814875268292)	(10, 38.94986517922552)	(15, 39.04293444034599)	(20, 39.09545208014703)	(25, 39.14635958204275)	(30, 39.14001053889753)	(35, 39.11803822278201)	(40, 39.10325086431812)	(45, 39.12541750742221)	(50, 39.154495610934745)	(55, 39.12695978510931)	(60, 39.0553801071883)	(65, 39.05422596938579)	(70, 38.9865323171437)	(75, 38.92585397200766)	(80, 38.91090210392381)	(85, 38.93047720642102)	(90, 38.899299548883775)	(95, 38.911136530132254)	(100, 38.8707956867634)	(105, 38.837366303802995)	(110, 38.77845849345174)	(115, 38.68879201100158)	(120, 38.665917976531674)	(125, 38.6786803243924)	(130, 38.5979672780084)	(135, 38.50385492307889)	(140, 38.24693544469041)	(145, 38.42552267670233)	(150, 38.12588237464142)
PID-2861-31_S226_R1_001	(1, 39.23484287567342)	(2, 38.63608320630202)	(3, 39.03754887944176)	(4, 38.73936203452096)	(5, 39.15759016067489)	(6, 39.250431275268184)	(7, 39.19381160229887)	(8, 39.30052169631783)	(9, 39.15114422867531)	(10, 39.257171099349534)	(15, 39.45419847183692)	(20, 39.52693221735137)	(25, 39.526014183322765)	(30, 39.49514794019902)	(35, 39.50722326898132)	(40, 39.52345550432222)	(45, 39.54577160873723)	(50, 39.56293551227549)	(55, 39.54165863450012)	(60, 39.52685116979274)	(65, 39.5406042587841)	(70, 39.515190168249426)	(75, 39.49620231591505)	(80, 39.44289877576527)	(85, 39.41862086595908)	(90, 39.43822831551739)	(95, 39.47620099037087)	(100, 39.45795695768673)	(105, 39.43728452805893)	(110, 39.37392503100826)	(115, 39.35438953956276)	(120, 39.28801234649725)	(125, 39.102694452597596)	(130, 39.04287377978924)	(135, 39.2273940748175)	(140, 39.25202107107256)	(145, 39.307989975042126)	(150, 39.08514910879561)
