Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
PID-2861-34_S229_R1_001	(1.0, 57.28298081661982)	(2.0, 22.85046725759033)	(3.0, 9.891525497622675)	(4.0, 4.6814069691697275)	(5.0, 2.2442252951579973)	(6.0, 1.1725883499931293)	(7.0, 0.6639527483549915)	(8.0, 0.4136278030618669)	(9.0, 0.23829831052193845)	('>10', 0.5609269519075099)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-34_S229_R2_001	(1.0, 58.85761354088316)	(2.0, 22.142605421329748)	(3.0, 9.202433797417127)	(4.0, 4.437956460611414)	(5.0, 2.218188569870324)	(6.0, 1.1114406564350923)	(7.0, 0.5529503044844621)	(8.0, 0.3611886837835899)	(9.0, 0.2360843312437287)	('>10', 0.5555039819452702)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.3240342519961081)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-35_S230_R1_001	(1.0, 57.527878246393705)	(2.0, 22.757287133273454)	(3.0, 9.585158369692918)	(4.0, 4.302960261594029)	(5.0, 2.1076809965001653)	(6.0, 1.1166647317295555)	(7.0, 0.7430623752832185)	(8.0, 0.4316463970698802)	(9.0, 0.2871204000864741)	('>10', 1.1265857510412)	('>50', 0.013955337335403332)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-35_S230_R2_001	(1.0, 59.358502183060814)	(2.0, 21.70251625740786)	(3.0, 9.194386904244825)	(4.0, 4.067084638265316)	(5.0, 1.9633966888694256)	(6.0, 1.057874087160345)	(7.0, 0.595870088535407)	(8.0, 0.38894412738402856)	(9.0, 0.2752698427924717)	('>10', 1.0330008431954993)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.36315433908404005)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-36_S231_R1_001	(1.0, 46.4493091008312)	(2.0, 19.857854487413455)	(3.0, 9.587611118181117)	(4.0, 5.135436071270583)	(5.0, 3.027694868448238)	(6.0, 2.202702426206673)	(7.0, 1.5248984381206097)	(8.0, 1.1930241309508045)	(9.0, 0.9619133229685826)	('>10', 8.712507645058386)	('>50', 1.1878818844973873)	('>100', 0.15916650605295418)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-36_S231_R2_001	(1.0, 48.23702488920193)	(2.0, 19.09089108143709)	(3.0, 9.248105386579875)	(4.0, 4.795724120062248)	(5.0, 2.9336368270382085)	(6.0, 1.999234870297971)	(7.0, 1.4632321003491762)	(8.0, 1.1490917965940528)	(9.0, 0.9351317185400915)	('>10', 8.439553241033943)	('>50', 1.1510907952975353)	('>100', 0.11017860413243231)	('>500', 0.0)	('>1k', 0.4471045694354457)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-37_S232_R1_001	(1.0, 76.01330992578487)	(2.0, 15.210767646139987)	(3.0, 4.538911933452241)	(4.0, 1.7643395455058897)	(5.0, 0.7381755600804969)	(6.0, 0.4231951779099056)	(7.0, 0.2795026416549895)	(8.0, 0.200639140745909)	(9.0, 0.14169238558679043)	('>10', 0.6894660431389257)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-37_S232_R2_001	(1.0, 68.55708667771245)	(2.0, 19.230151233793904)	(3.0, 6.096206697916555)	(4.0, 2.403998275655137)	(5.0, 1.06840682639717)	(6.0, 0.6274733995255568)	(7.0, 0.3600605320138793)	(8.0, 0.2539537449404452)	(9.0, 0.19544646577985184)	('>10', 0.9815516927054327)	('>50', 0.012101879212976008)	('>100', 0.0)	('>500', 0.21356257434663545)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-38_S233_R1_001	(1.0, 49.84308102089735)	(2.0, 22.423221325782222)	(3.0, 10.862436432500282)	(4.0, 5.581135484543883)	(5.0, 3.1255346321649147)	(6.0, 1.851540562717128)	(7.0, 1.1356671863107553)	(8.0, 0.8577190961759931)	(9.0, 0.5188337947833072)	('>10', 3.5356083511630243)	('>50', 0.24181711587827662)	('>100', 0.023404997082865316)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-38_S233_R2_001	(1.0, 51.759822506689154)	(2.0, 21.571915075151804)	(3.0, 10.442787888978295)	(4.0, 5.355937144261385)	(5.0, 2.893364402296021)	(6.0, 1.72423568642323)	(7.0, 1.0803864255839346)	(8.0, 0.7200362444421584)	(9.0, 0.4980793704806115)	('>10', 3.371074311626031)	('>50', 0.22052260015002273)	('>100', 0.013389975721393253)	('>500', 0.0)	('>1k', 0.34844836819594904)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-39_S234_R1_001	(1.0, 58.724221081363225)	(2.0, 22.65995666794511)	(3.0, 9.640065711190864)	(4.0, 4.282568060719613)	(5.0, 2.037747850096591)	(6.0, 1.0396479509783891)	(7.0, 0.5548342936342125)	(8.0, 0.32335898140950686)	(9.0, 0.1824107287799255)	('>10', 0.5551886738825564)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-39_S234_R2_001	(1.0, 60.6102601350831)	(2.0, 21.62387327726181)	(3.0, 8.98478029362467)	(4.0, 3.975700442529072)	(5.0, 1.8478111633283067)	(6.0, 0.9575752531983099)	(7.0, 0.5193773710450144)	(8.0, 0.3051836190831537)	(9.0, 0.17861317979636174)	('>10', 0.47020904246752404)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.5266162225826783)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-3_S198_R1_001	(1.0, 62.575855615360176)	(2.0, 20.86510256094521)	(3.0, 8.094692326012659)	(4.0, 3.423668137841224)	(5.0, 1.6149323001843086)	(6.0, 0.7960674944264665)	(7.0, 0.46466610812611003)	(8.0, 0.2630520694538425)	(9.0, 0.11970443228501415)	('>10', 1.3268621767153683)	('>50', 0.25622242833459513)	('>100', 0.1991743503150371)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-3_S198_R2_001	(1.0, 59.82363261930438)	(2.0, 21.90217516871155)	(3.0, 8.691433097901452)	(4.0, 3.874176334151457)	(5.0, 1.6675014649114133)	(6.0, 0.9096705427058945)	(7.0, 0.4802610060480112)	(8.0, 0.3008349294507316)	(9.0, 0.18020895067156326)	('>10', 1.340754767191461)	('>50', 0.29361965807485557)	('>100', 0.24385361433335462)	('>500', 0.0)	('>1k', 0.29187784654390303)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-40_S235_R1_001	(1.0, 57.4395720615251)	(2.0, 23.087586647398)	(3.0, 9.789664334941312)	(4.0, 4.385526108988333)	(5.0, 2.11150867418414)	(6.0, 1.2120327205000698)	(7.0, 0.6462481938634834)	(8.0, 0.3711522316348628)	(9.0, 0.2240866944583247)	('>10', 0.7106799834158288)	('>50', 0.0219423490905421)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-40_S235_R2_001	(1.0, 59.18326167770842)	(2.0, 21.99364439824564)	(3.0, 9.237061815550948)	(4.0, 4.151942571590895)	(5.0, 2.0180351715887195)	(6.0, 1.0763610250668403)	(7.0, 0.5634031363880921)	(8.0, 0.2861906861046735)	(9.0, 0.2322105889701578)	('>10', 0.7185386162869469)	('>50', 0.014643524991818806)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.5247067875068514)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-4_S199_R1_001	(1.0, 59.74696224667496)	(2.0, 22.388858253831163)	(3.0, 9.180033831175132)	(4.0, 3.6873968307431895)	(5.0, 1.6877184617979928)	(6.0, 0.8193206390316408)	(7.0, 0.42946567782525075)	(8.0, 0.2797549984200797)	(9.0, 0.16324782458200482)	('>10', 1.2514283909096213)	('>50', 0.22396952000713144)	('>100', 0.14184332500181226)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-4_S199_R2_001	(1.0, 61.42190531151874)	(2.0, 21.492444500148984)	(3.0, 8.470687400818163)	(4.0, 3.5037511643424613)	(5.0, 1.563992689714071)	(6.0, 0.7562155591858564)	(7.0, 0.40759384113598274)	(8.0, 0.27013596272555185)	(9.0, 0.12277959330579058)	('>10', 1.2377060877365949)	('>50', 0.19454745389706984)	('>100', 0.1383261290394389)	('>500', 0.0)	('>1k', 0.41991430643129923)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-5_S200_R1_001	(1.0, 61.57760952300212)	(2.0, 21.747993530536597)	(3.0, 8.184519263209665)	(4.0, 3.345700911620612)	(5.0, 1.5620872869207538)	(6.0, 0.7860007033532195)	(7.0, 0.47804515592219604)	(8.0, 0.3190130120396431)	(9.0, 0.24614450053407275)	('>10', 1.506860656379983)	('>50', 0.15944416748280352)	('>100', 0.086581288998373)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-5_S200_R2_001	(1.0, 62.966657546371586)	(2.0, 20.745745558253514)	(3.0, 7.772359548169259)	(4.0, 3.1400399434342225)	(5.0, 1.5016065913263184)	(6.0, 0.7649946781270998)	(7.0, 0.46518882770481873)	(8.0, 0.29848077391066535)	(9.0, 0.20726106603537126)	('>10', 1.4420864381677878)	('>50', 0.18393457285818543)	('>100', 0.05277339039318126)	('>500', 0.0)	('>1k', 0.4588710652480273)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-6_S201_R1_001	(1.0, 58.60427612640694)	(2.0, 20.938485620015236)	(3.0, 8.288372101996915)	(4.0, 3.696286822433733)	(5.0, 1.9137787951688123)	(6.0, 1.214505869831848)	(7.0, 0.6973001122207457)	(8.0, 0.5782306022802027)	(9.0, 0.4524343142322986)	('>10', 3.1914224584262607)	('>50', 0.28208843403083733)	('>100', 0.14281874295617664)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-6_S201_R2_001	(1.0, 60.121378291389284)	(2.0, 20.172133829768892)	(3.0, 7.901520869324999)	(4.0, 3.4698612666748256)	(5.0, 1.729642018754525)	(6.0, 1.0251541123163121)	(7.0, 0.7579660891134495)	(8.0, 0.495433336808831)	(9.0, 0.4370288523097806)	('>10', 3.089074429472547)	('>50', 0.27944444741541347)	('>100', 0.11002897408012369)	('>500', 0.0)	('>1k', 0.4113334825710584)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-7_S202_R1_001	(1.0, 57.261195986227264)	(2.0, 22.498925991284686)	(3.0, 9.461563782033018)	(4.0, 4.1749563904023965)	(5.0, 2.0187158583394753)	(6.0, 1.1354129130704764)	(7.0, 0.6038768110697158)	(8.0, 0.3901421750229521)	(9.0, 0.2508452655531447)	('>10', 1.7660538731857172)	('>50', 0.26144054259965305)	('>100', 0.17687041121150401)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-7_S202_R2_001	(1.0, 58.62064798455554)	(2.0, 21.694116327490736)	(3.0, 9.046819707382904)	(4.0, 4.049013724246884)	(5.0, 1.9187785047674302)	(6.0, 0.9746342569702159)	(7.0, 0.6141017353882677)	(8.0, 0.35903490177268615)	(9.0, 0.23647575458532422)	('>10', 1.6785446106746715)	('>50', 0.2536511499945939)	('>100', 0.13364538675720583)	('>500', 0.0)	('>1k', 0.4205359554135405)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-8_S203_R1_001	(1.0, 58.06718750829568)	(2.0, 22.178132699049296)	(3.0, 9.245867765314424)	(4.0, 3.9528784757739217)	(5.0, 2.039551798218688)	(6.0, 1.0635275334382064)	(7.0, 0.5945841190016162)	(8.0, 0.3631155059478712)	(9.0, 0.2709622341332601)	('>10', 1.8312208852236092)	('>50', 0.2319952084887745)	('>100', 0.16097626711465987)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-8_S203_R2_001	(1.0, 60.99819127807229)	(2.0, 20.474983357331514)	(3.0, 8.45922632927757)	(4.0, 3.5914123814695795)	(5.0, 1.7488731878850754)	(6.0, 0.9384938137848018)	(7.0, 0.521538401409269)	(8.0, 0.3137101167024933)	(9.0, 0.23560715622429457)	('>10', 1.7089009939994608)	('>50', 0.23830681800823028)	('>100', 0.14640123636775534)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.6243549294676737)	('>10k+', 0.0)
PID-2861-9_S204_R1_001	(1.0, 55.27894570461548)	(2.0, 23.575762155067032)	(3.0, 10.796846667554917)	(4.0, 5.002252186528343)	(5.0, 2.3686385036729494)	(6.0, 1.2269353976456296)	(7.0, 0.6640980452277778)	(8.0, 0.39608949802041393)	(9.0, 0.24331666043337002)	('>10', 0.4471151812341069)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
PID-2861-9_S204_R2_001	(1.0, 56.95430353879198)	(2.0, 22.885438685888467)	(3.0, 10.135832057442318)	(4.0, 4.603920914621004)	(5.0, 2.2552265037507997)	(6.0, 1.133568729981919)	(7.0, 0.6755160788220615)	(8.0, 0.3629269064259193)	(9.0, 0.21184817866071257)	('>10', 0.43527892003916835)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.34613948557567387)	('>5k', 0.0)	('>10k+', 0.0)
