strain,phase,window_mid,norm_position,density_drug,density_nd,log2FC,category
AB42,stat,2416501,0.168781,363,427,-0.2342665216247398,No substantial change
AB42,stat,2417501,0.169304,454.5,531.5,-0.22578939733699752,No substantial change
AB42,stat,2418501,0.169826,363.5,480.5,-0.4025810668541561,No substantial change
AB42,stat,2419501,0.170349,238,289,-0.28010791919273537,No substantial change
AB42,stat,2420501,0.170871,275,272.5,0.013175388747733167,No substantial change
AB42,stat,2421501,0.171394,262.5,341,-0.3774543164706875,No substantial change
AB42,stat,2422501,0.171917,215,275.5,-0.3577156589816974,No substantial change
AB42,stat,2423501,0.172439,217.5,238,-0.1299461725718529,No substantial change
AB42,stat,2424501,0.172962,226.5,246.5,-0.12207659633167645,No substantial change
AB42,stat,2425501,0.173484,242.5,286,-0.23803039970389936,No substantial change
AB42,stat,2426501,0.174007,289.5,401.5,-0.4718366395280779,No substantial change
AB42,stat,2427501,0.174529,244.5,341,-0.47993727407193865,No substantial change
AB42,stat,2428501,0.175052,282,442,-0.6483512069926382,No substantial change
AB42,stat,2429501,0.175574,392.5,688,-0.8097159109231087,No substantial change
AB42,stat,2430501,0.176097,316.5,557.5,-0.8167663053793257,No substantial change
AB42,stat,2431501,0.176619,173,308,-0.8321583130581768,No substantial change
AB42,stat,2432501,0.177142,153,313,-1.0326310042399665,Depleted in Meropenem
AB42,stat,2433501,0.177665,173,316.5,-0.8714334617916166,No substantial change
AB42,stat,2434501,0.178187,214,415,-0.9555005398331401,No substantial change
AB42,stat,2435501,0.17871,203,382,-0.9120929108505724,No substantial change
AB42,stat,2436501,0.179232,195.5,355,-0.860650417084692,No substantial change
AB42,stat,2437501,0.179755,176,335.5,-0.9307373375628862,No substantial change
AB42,stat,2438501,0.180277,236,431.5,-0.8705736998171136,No substantial change
AB42,stat,2439501,0.1808,239.5,385.5,-0.6867052041788541,No substantial change
AB42,stat,2440501,0.181322,237.5,337.5,-0.506959988719883,No substantial change
AB42,stat,2441501,0.181845,227.5,369.5,-0.6997078190600924,No substantial change
AB42,stat,2442501,0.182367,305,417.5,-0.45296695491116595,No substantial change
AB42,stat,2443501,0.18289,231,317.5,-0.4588637402434706,No substantial change
AB42,stat,2444501,0.183413,257.5,358.5,-0.4774006866313239,No substantial change
AB42,stat,2445501,0.183935,232.5,344,-0.5651778487067043,No substantial change
AB42,stat,2446501,0.184458,272,380,-0.4823927670806084,No substantial change
AB42,stat,2447501,0.18498,283.5,383,-0.4339956569827283,No substantial change
AB42,stat,2448501,0.185503,304,408,-0.42449782852791007,No substantial change
AB42,stat,2449501,0.186025,368.5,471,-0.3540624405177134,No substantial change
AB42,stat,2450501,0.186548,389.5,447.5,-0.20026435408994955,No substantial change
AB42,stat,2451501,0.18707,357.5,413.5,-0.20994408750552285,No substantial change
AB42,stat,2452501,0.187593,378,454.5,-0.2658940599730345,No substantial change
AB42,stat,2453501,0.188115,377.5,459,-0.2820175092013667,No substantial change
AB42,stat,2454501,0.188638,335.5,402,-0.26088273497874515,No substantial change
AB42,stat,2455501,0.18916,380.5,413.5,-0.1199908756677292,No substantial change
AB42,stat,2456501,0.189683,313.5,445,-0.5053398930517211,No substantial change
AB42,stat,2457501,0.190206,343.5,461,-0.4244566516112379,No substantial change
AB42,stat,2458501,0.190728,321,456.5,-0.5080415628619188,No substantial change
AB42,stat,2459501,0.191251,308,453,-0.5565806993513337,No substantial change
AB42,stat,2460501,0.191773,265.5,428.5,-0.6905833433083463,No substantial change
AB42,stat,2461501,0.192296,236,429.5,-0.8638712717766222,No substantial change
AB42,stat,2462501,0.192818,242.5,447.5,-0.8839029350771287,No substantial change
AB42,stat,2463501,0.193341,228.5,447.5,-0.9696935170935492,No substantial change
AB42,stat,2464501,0.193863,257.5,413.5,-0.6833148971006938,No substantial change
AB42,stat,2465501,0.194386,257,447.5,-0.8001193229577408,No substantial change
AB42,stat,2466501,0.194908,236,416.5,-0.8195296360037064,No substantial change
AB42,stat,2467501,0.195431,183,387.5,-1.0823526618775576,Depleted in Meropenem
AB42,stat,2468501,0.195954,182.5,406.5,-1.155358888307648,Depleted in Meropenem
AB42,stat,2469501,0.196476,234,428.5,-0.8727866745290952,No substantial change
AB42,stat,2470501,0.196999,293.5,559,-0.9294877797331378,No substantial change
AB42,stat,2471501,0.197521,216,400,-0.888968687611256,No substantial change
AB42,stat,2472501,0.198044,233,412,-0.8223143825289382,No substantial change
AB42,stat,2473501,0.198566,191.5,379.5,-0.9867554934905092,No substantial change
AB42,stat,2474501,0.199089,189.5,413,-1.1239439332483536,Depleted in Meropenem
AB42,stat,2475501,0.199611,187.5,367.5,-0.9708536543404835,No substantial change
AB42,stat,2476501,0.200134,216.5,399,-0.8820217214956207,No substantial change
AB42,stat,2477501,0.200656,212,351.5,-0.7294604245093362,No substantial change
AB42,stat,2478501,0.201179,216.5,371,-0.7770521618940783,No substantial change
AB42,stat,2479501,0.201702,215,426.5,-0.9882090817288298,No substantial change
AB42,stat,2480501,0.202224,222.5,411.5,-0.8870870945678655,No substantial change
AB42,stat,2481501,0.202747,227,402,-0.8245032038880136,No substantial change
AB42,stat,2482501,0.203269,217,457,-1.0744991226135905,Depleted in Meropenem
AB42,stat,2483501,0.203792,186,370,-0.9922226494082809,No substantial change
AB42,stat,2484501,0.204314,196.5,393.5,-1.00183432324888,Depleted in Meropenem
AB42,stat,2485501,0.204837,210.5,406,-0.9476594941187803,No substantial change
AB42,stat,2486501,0.205359,187,407.5,-1.1237617892308032,Depleted in Meropenem
AB42,stat,2487501,0.205882,195.5,349,-0.8360584289023,No substantial change
AB42,stat,2488501,0.206404,184,342.5,-0.8963982217908761,No substantial change
AB42,stat,2489501,0.206927,225.5,416.5,-0.8851890621101668,No substantial change
AB42,stat,2490501,0.207449,185.5,350,-0.9159357352115255,No substantial change
AB42,stat,2491501,0.207972,212.5,437,-1.0401704384755344,Depleted in Meropenem
AB42,stat,2492501,0.208495,229,406.5,-0.8279077539780837,No substantial change
AB42,stat,2493501,0.209017,187,353,-0.9166299133835436,No substantial change
AB42,stat,2494501,0.20954,174.5,332.5,-0.9301273041788998,No substantial change
AB42,stat,2495501,0.210062,198,380,-0.9404989882513384,No substantial change
AB42,stat,2496501,0.210585,212.5,402,-0.9197326601538647,No substantial change
AB42,stat,2497501,0.211107,211.5,401.5,-0.9247423243973648,No substantial change
AB42,stat,2498501,0.21163,212,347,-0.7108713980150618,No substantial change
AB42,stat,2499501,0.212152,261,421,-0.6897704264965117,No substantial change
AB42,stat,2500501,0.212675,253.5,422.5,-0.7369655941662062,No substantial change
AB42,stat,2501501,0.213197,229,376.5,-0.7173022665749842,No substantial change
AB42,stat,2502501,0.21372,224,365,-0.7043977317097754,No substantial change
AB42,stat,2503501,0.214243,182,359,-0.980045393624355,No substantial change
AB42,stat,2504501,0.214765,216,382,-0.82254132587228,No substantial change
AB42,stat,2505501,0.215288,178.5,425,-1.2515387669959646,Depleted in Meropenem
AB42,stat,2506501,0.21581,258.5,422.5,-0.708787060854612,No substantial change
AB42,stat,2507501,0.216333,394.5,656.5,-0.7347697108794283,No substantial change
AB42,stat,2508501,0.216855,247,402,-0.7026844595942509,No substantial change
AB42,stat,2509501,0.217378,235,362.5,-0.6253202383372972,No substantial change
AB42,stat,2510501,0.2179,237.5,413,-0.7982142682011352,No substantial change
AB42,stat,2511501,0.218423,296,457,-0.6265969894291199,No substantial change
AB42,stat,2512501,0.218945,199.5,326.5,-0.7106942453240849,No substantial change
AB42,stat,2513501,0.219468,214.5,273.5,-0.3505631852930109,No substantial change
AB42,stat,2514501,0.219991,210.5,295,-0.4868947211828076,No substantial change
AB42,stat,2515501,0.220513,218.5,287.5,-0.3959286763311392,No substantial change
AB42,stat,2516501,0.221036,177.5,320,-0.8502528804953179,No substantial change
AB42,stat,2517501,0.221558,166,291.5,-0.8123126418535715,No substantial change
AB42,stat,2518501,0.222081,176,324.5,-0.8826430493618412,No substantial change
AB42,stat,2519501,0.222603,219.5,351,-0.6772500907692024,No substantial change
AB42,stat,2520501,0.223126,225.5,375,-0.7337631621278622,No substantial change
AB42,stat,2521501,0.223648,229.5,353,-0.6211740298573724,No substantial change
AB42,stat,2522501,0.224171,210.5,385,-0.8710382125158675,No substantial change
AB42,stat,2523501,0.224693,190,333,-0.8095227587403142,No substantial change
AB42,stat,2524501,0.225216,215,359,-0.7396471842335912,No substantial change
AB42,stat,2525501,0.225738,162,306,-0.9175378398080271,No substantial change
AB42,stat,2526501,0.226261,200.5,316,-0.6563223217221825,No substantial change
AB42,stat,2527501,0.226784,239,350,-0.5503443038515803,No substantial change
AB42,stat,2528501,0.227306,309,427.5,-0.4683175818688856,No substantial change
AB42,stat,2529501,0.227829,274,381.5,-0.47750716387400377,No substantial change
AB42,stat,2530501,0.228351,282,411,-0.5434432312828892,No substantial change
AB42,stat,2531501,0.228874,358,483.5,-0.4335563022125848,No substantial change
AB42,stat,2532501,0.229396,366.5,465,-0.3434175178615818,No substantial change
AB42,stat,2533501,0.229919,347.5,467.5,-0.4279533871641293,No substantial change
AB42,stat,2534501,0.230441,354,419.5,-0.24492145035682578,No substantial change
AB42,stat,2535501,0.230964,349.5,396.5,-0.18202841032854203,No substantial change
AB42,stat,2536501,0.231486,301,356.5,-0.24413858968418597,No substantial change
AB42,stat,2537501,0.232009,307,368.5,-0.26342596372489036,No substantial change
AB42,stat,2538501,0.232532,308,367.5,-0.25481389902882534,No substantial change
AB42,stat,2539501,0.233054,271.5,344,-0.34145636689773645,No substantial change
AB42,stat,2540501,0.233577,281,373,-0.4086055000343118,No substantial change
AB42,stat,2541501,0.234099,307.5,395.5,-0.36309128424618947,No substantial change
AB42,stat,2542501,0.234622,371,492,-0.40723912871843665,No substantial change
AB42,stat,2543501,0.235144,389.5,578.5,-0.5706936310458208,No substantial change
AB42,stat,2544501,0.235667,264.5,431,-0.7044201469750725,No substantial change
AB42,stat,2545501,0.236189,233,415,-0.8327813815800068,No substantial change
AB42,stat,2546501,0.236712,216.5,430,-0.9899696348627355,No substantial change
AB42,stat,2547501,0.237234,316.5,577,-0.8663658192171411,No substantial change
AB42,stat,2548501,0.237757,256,435.5,-0.7665289085988646,No substantial change
AB42,stat,2549501,0.238279,257.5,421,-0.7092478009958153,No substantial change
AB42,stat,2550501,0.238802,243,379,-0.6412415345653106,No substantial change
AB42,stat,2551501,0.239325,267,394.5,-0.5631855583259046,No substantial change
AB42,stat,2552501,0.239847,283,499,-0.8182377625053782,No substantial change
AB42,stat,2553501,0.24037,256,442,-0.7879025593914314,No substantial change
AB42,stat,2554501,0.240892,240,440.5,-0.8761076133118951,No substantial change
AB42,stat,2555501,0.241415,234.5,428,-0.8680228738857705,No substantial change
AB42,stat,2556501,0.241937,213.5,370.5,-0.7952374726853435,No substantial change
AB42,stat,2557501,0.24246,328.5,518.5,-0.658450618490896,No substantial change
AB42,stat,2558501,0.242982,216.5,397.5,-0.8765878354449929,No substantial change
AB42,stat,2559501,0.243505,195,454,-1.2192181735413044,Depleted in Meropenem
AB42,stat,2560501,0.244027,216,415.5,-0.9438171646068761,No substantial change
AB42,stat,2561501,0.24455,198,361.5,-0.868495216871508,No substantial change
AB42,stat,2562501,0.245073,218.5,349.5,-0.6776591758748379,No substantial change
AB42,stat,2563501,0.245595,209.5,376.5,-0.8456996209725767,No substantial change
AB42,stat,2564501,0.246118,228,399.5,-0.8091616787632351,No substantial change
AB42,stat,2565501,0.24664,244.5,376.5,-0.6228153997196945,No substantial change
AB42,stat,2566501,0.247163,243.5,479,-0.9761038836538379,No substantial change
AB42,stat,2567501,0.247685,260.5,492,-0.9173749430607318,No substantial change
AB42,stat,2568501,0.248208,217,395,-0.8641576106199859,No substantial change
AB42,stat,2569501,0.24873,233,447.5,-0.9415577274973386,No substantial change
AB42,stat,2570501,0.249253,234.5,432.5,-0.8831122100087104,No substantial change
AB42,stat,2571501,0.249775,214,397,-0.8915282107418109,No substantial change
AB42,stat,2572501,0.250298,213.5,352,-0.7213393590168068,No substantial change
AB42,stat,2573501,0.250821,240,441.5,-0.8793790320399476,No substantial change
AB42,stat,2574501,0.251343,231.5,456,-0.9780216309045053,No substantial change
AB42,stat,2575501,0.251866,224.5,440,-0.9707880787835126,No substantial change
AB42,stat,2576501,0.252388,181.5,403.5,-1.1525991252820296,Depleted in Meropenem
AB42,stat,2577501,0.252911,227.5,394,-0.7923290843703176,No substantial change
AB42,stat,2578501,0.253433,183,358,-0.968115938980214,No substantial change
AB42,stat,2579501,0.253956,263.5,517,-0.97236131867772,No substantial change
AB42,stat,2580501,0.254478,238.5,420.5,-0.8181165342496328,No substantial change
AB42,stat,2581501,0.255001,201.5,360,-0.8372170678017073,No substantial change
AB42,stat,2582501,0.255523,184.5,354,-0.9401285440226013,No substantial change
AB42,stat,2583501,0.256046,209,374.5,-0.8414627763778683,No substantial change
AB42,stat,2584501,0.256568,221,432.5,-0.9686537631326555,No substantial change
AB42,stat,2585501,0.257091,215,369.5,-0.7812377045566905,No substantial change
AB42,stat,2586501,0.257614,255,468.5,-0.8775518008003289,No substantial change
AB42,stat,2587501,0.258136,243,418.5,-0.7842713089445628,No substantial change
AB42,stat,2588501,0.25865899999999997,228,378.5,-0.73125947582099,No substantial change
AB42,stat,2589501,0.259181,274,468,-0.7723326366228778,No substantial change
AB42,stat,2590501,0.259704,200,380.5,-0.9278964537288207,No substantial change
AB42,stat,2591501,0.260226,195.5,356,-0.8647086336590455,No substantial change
AB42,stat,2592501,0.260749,253,486.5,-0.9433024200868014,No substantial change
AB42,stat,2593501,0.261271,244.5,399,-0.7065542812701119,No substantial change
AB42,stat,2594501,0.261794,252,409,-0.6986771094418325,No substantial change
AB42,stat,2595501,0.262316,244,486,-0.9940751660428945,No substantial change
AB42,stat,2596501,0.262839,212.5,413,-0.9586789403943812,No substantial change
AB42,stat,2597501,0.263362,219.5,434,-0.9834741029091213,No substantial change
AB42,stat,2598501,0.263884,210,406,-0.9510903995190535,No substantial change
AB42,stat,2599501,0.264407,249.5,429,-0.7819378321622851,No substantial change
AB42,stat,2600501,0.264929,215,359.5,-0.7416551108498375,No substantial change
AB42,stat,2601501,0.265452,220,390,-0.8259706002249511,No substantial change
AB42,stat,2602501,0.265974,265,415.5,-0.648856117319783,No substantial change
AB42,stat,2603501,0.266497,242.5,357,-0.5579393269546096,No substantial change
AB42,stat,2604501,0.267019,241.5,390.5,-0.6932993593062061,No substantial change
AB42,stat,2605501,0.267542,206.5,402,-0.9610537197594832,No substantial change
AB42,stat,2606501,0.268064,199.5,451,-1.1767386870330352,Depleted in Meropenem
AB42,stat,2607501,0.268587,185,391.5,-1.0814870367747285,Depleted in Meropenem
AB42,stat,2608501,0.26911,199,447.5,-1.16911925160797,Depleted in Meropenem
AB42,stat,2609501,0.269632,217,436,-1.006633092332447,Depleted in Meropenem
AB42,stat,2610501,0.270155,259.5,496.5,-0.9360591791704931,No substantial change
AB42,stat,2611501,0.270677,274.5,496,-0.8535339713816765,No substantial change
AB42,stat,2612501,0.2712,233.5,445,-0.9303827861440981,No substantial change
AB42,stat,2613501,0.271722,292.5,578,-0.9826328680299118,No substantial change
AB42,stat,2614501,0.272245,227.5,424.5,-0.8998980084669798,No substantial change
AB42,stat,2615501,0.272767,247,471,-0.9312160180281055,No substantial change
AB42,stat,2616501,0.27329,229.5,419.5,-0.8701766570260152,No substantial change
AB42,stat,2617501,0.273812,224,366,-0.7083449162264384,No substantial change
AB42,stat,2618501,0.274335,265,421,-0.6678278736158346,No substantial change
AB42,stat,2619501,0.274857,217.5,378,-0.7973708334849822,No substantial change
AB42,stat,2620501,0.27538,246,385,-0.6462001302430238,No substantial change
AB42,stat,2621501,0.275903,250,379.5,-0.6021717907533792,No substantial change
AB42,stat,2622501,0.276425,260.5,450.5,-0.7902437335350303,No substantial change
AB42,stat,2623501,0.276948,312.5,446.5,-0.5148039855717734,No substantial change
AB42,stat,2624501,0.27747,495,658,-0.4106590587682696,No substantial change
AB42,stat,2625501,0.277993,437.5,511.5,-0.22545122302563747,No substantial change
AB42,stat,2626501,0.278515,325.5,416.5,-0.3556589521999121,No substantial change
AB42,stat,2627501,0.279038,337,459,-0.4457455622319495,No substantial change
AB42,stat,2628501,0.27956,346.5,488,-0.49402579542567243,No substantial change
AB42,stat,2629501,0.280083,352,495,-0.49185309632967467,No substantial change
AB42,stat,2630501,0.280605,274,383,-0.4831684989644303,No substantial change
AB42,stat,2631501,0.281128,264,387,-0.5517956367859569,No substantial change
AB42,stat,2632501,0.281651,257,417,-0.6982790242507854,No substantial change
AB42,stat,2633501,0.282173,246,403.5,-0.7139103579385405,No substantial change
AB42,stat,2634501,0.282696,217.5,382.5,-0.8144443468439235,No substantial change
AB42,stat,2635501,0.283218,255.5,397.5,-0.6376315692340965,No substantial change
AB42,stat,2636501,0.283741,206.5,427.5,-1.049782638353815,Depleted in Meropenem
AB42,stat,2637501,0.284263,222,438,-0.9803711932510674,No substantial change
AB42,stat,2638501,0.284786,200,376.5,-0.9126498648972036,No substantial change
AB42,stat,2639501,0.285308,181,363.5,-1.005965666836389,Depleted in Meropenem
AB42,stat,2640501,0.285831,220,412,-0.9051408136585588,No substantial change
AB42,stat,2641501,0.286353,178,368,-1.0478285250906152,Depleted in Meropenem
AB42,stat,2642501,0.286876,200,396.5,-0.9873208659292537,No substantial change
AB42,stat,2643501,0.287399,212.5,399.5,-0.9107326619029127,No substantial change
AB42,stat,2644501,0.287921,227.5,430,-0.9184701145034015,No substantial change
AB42,stat,2645501,0.288444,168,380,-1.1775381855521876,Depleted in Meropenem
AB42,stat,2646501,0.288966,188.5,327,-0.7947261122294182,No substantial change
AB42,stat,2647501,0.289489,205,351.5,-0.7779007795670893,No substantial change
AB42,stat,2648501,0.290011,182,347,-0.9309972123795647,No substantial change
AB42,stat,2649501,0.290534,216.5,399.5,-0.8838284782012518,No substantial change
AB42,stat,2650501,0.291056,194,364,-0.9078817980115687,No substantial change
AB42,stat,2651501,0.291579,228.5,403.5,-0.8203745082197107,No substantial change
AB42,stat,2652501,0.292101,258,444.5,-0.7848123534065158,No substantial change
AB42,stat,2653501,0.292624,225,342.5,-0.606178986630852,No substantial change
AB42,stat,2654501,0.293146,252.5,367.5,-0.5414608620845697,No substantial change
AB42,stat,2655501,0.293669,228,355.5,-0.6408157354546735,No substantial change
AB42,stat,2656501,0.294192,231,374,-0.6951454184715791,No substantial change
AB42,stat,2657501,0.294714,219,405,-0.8869910381708137,No substantial change
AB42,stat,2658501,0.295237,219.5,395,-0.8476317135291072,No substantial change
AB42,stat,2659501,0.295759,215.5,357.5,-0.7302553725766535,No substantial change
AB42,stat,2660501,0.296282,222,338,-0.6064635699320783,No substantial change
AB42,stat,2661501,0.296804,233.5,404,-0.7909327430421329,No substantial change
AB42,stat,2662501,0.297327,217,391.5,-0.85131726484656145,No substantial change
AB42,stat,2663501,0.297849,233.5,362.5,-0.6345584451926348,No substantial change
AB42,stat,2664501,0.298372,216.5,415,-0.9387443115075622,No substantial change
AB42,stat,2665501,0.298894,216,403,-0.899748526364499,No substantial change
AB42,stat,2666501,0.299417,188,381,-1.0190583358156846,Depleted in Meropenem
AB42,stat,2667501,0.29994,238.5,388,-0.702067386181616,No substantial change
AB42,stat,2668501,0.300462,268,378.5,-0.4980602995279592,No substantial change
AB42,stat,2669501,0.300985,222,339,-0.6107255967862378,No substantial change
AB42,stat,2670501,0.301507,251.5,384,-0.6105479109156292,No substantial change
AB42,stat,2671501,0.30203,270,489,-0.8568750579014027,No substantial change
AB42,stat,2672501,0.302552,269,426.5,-0.6649395687616662,No substantial change
AB42,stat,2673501,0.303075,255,398,-0.6422711836847907,No substantial change
AB42,stat,2674501,0.303597,261.5,411,-0.6523274474347417,No substantial change
AB42,stat,2675501,0.30412,296.5,451,-0.6050953287093772,No substantial change
AB42,stat,2676501,0.304642,281.5,407,-0.5318938721860174,No substantial change
AB42,stat,2677501,0.305165,268,379.5,-0.5018668849576939,No substantial change
AB42,stat,2678501,0.305688,320.5,409.5,-0.3535390950222676,No substantial change
AB42,stat,2679501,0.30621,249,377.5,-0.6003309021443605,No substantial change
AB42,stat,2680501,0.306733,265.5,389.5,-0.5529114672575156,No substantial change
AB42,stat,2681501,0.307255,216,391.5,-0.8579809951275721,No substantial change
AB42,stat,2682501,0.307778,258.5,486,-0.9107920332908463,No substantial change
AB42,stat,2683501,0.3083,312.5,548.5,-0.8116354308537436,No substantial change
AB42,stat,2684501,0.308823,233,425.5,-0.8688291770316825,No substantial change
AB42,stat,2685501,0.309345,200,351.5,-0.8135246892978105,No substantial change
AB42,stat,2686501,0.309868,245.5,430,-0.8086136352747672,No substantial change
AB42,stat,2687501,0.31039,288.5,458.5,-0.6683504149495719,No substantial change
AB42,stat,2688501,0.310913,256.5,384.5,-0.5840247723547725,No substantial change
AB42,stat,2689501,0.311435,256,435,-0.7648715907360907,No substantial change
AB42,stat,2690501,0.311958,397,575.5,-0.5356769209892726,No substantial change
AB42,stat,2691501,0.312481,378,549.5,-0.5397332467281586,No substantial change
AB42,stat,2692501,0.313003,301,490,-0.7030182622428685,No substantial change
AB42,stat,2693501,0.313526,261.5,390,-0.5766631775026694,No substantial change
AB42,stat,2694501,0.314048,249.5,397.5,-0.6719150448344572,No substantial change
AB42,stat,2695501,0.314571,322,466,-0.5332692665396633,No substantial change
AB42,stat,2696501,0.315093,279,398.5,-0.5143146021612842,No substantial change
AB42,stat,2697501,0.315616,362.5,476.5,-0.3944952190076451,No substantial change
AB42,stat,2698501,0.316138,282,403.5,-0.5168735108789867,No substantial change
AB42,stat,2699501,0.316661,264,329,-0.31754965437678806,No substantial change
AB42,stat,2700501,0.317183,292,366.5,-0.32784482925379466,No substantial change
AB42,stat,2701501,0.317706,278.5,378.5,-0.44261597264569996,No substantial change
AB42,stat,2702501,0.318229,311.5,395.5,-0.3444455314487899,No substantial change
AB42,stat,2703501,0.318751,346.5,471.5,-0.44440241853788276,No substantial change
AB42,stat,2704501,0.319274,283,390.5,-0.4645204953100971,No substantial change
AB42,stat,2705501,0.319796,276.5,401.5,-0.5381205072826075,No substantial change
AB42,stat,2706501,0.320319,302,463,-0.6164636439351576,No substantial change
AB42,stat,2707501,0.320841,313.5,541.5,-0.7884958948062882,No substantial change
AB42,stat,2708501,0.321364,320.5,492,-0.618333958720499,No substantial change
AB42,stat,2709501,0.321886,341.5,542.5,-0.6677375590417511,No substantial change
AB42,stat,2710501,0.322409,278,478,-0.7819257352572411,No substantial change
AB42,stat,2711501,0.322931,231,391.5,-0.7611194558749832,No substantial change
AB42,stat,2712501,0.323454,261.5,400.5,-0.6149912961617686,No substantial change
AB42,stat,2713501,0.323977,252.5,395,-0.6455692654253082,No substantial change
AB42,stat,2714501,0.324499,237,356,-0.5869901820681386,No substantial change
AB42,stat,2715501,0.325022,227.5,412.5,-0.8585275740471195,No substantial change
AB42,stat,2716501,0.325544,266.5,431.5,-0.695225026419779,No substantial change
AB42,stat,2717501,0.326067,353,494.5,-0.48630233748793056,No substantial change
AB42,stat,2718501,0.326589,373,480.5,-0.3653608005185127,No substantial change
AB42,stat,2719501,0.327112,334,422.5,-0.3391032386954944,No substantial change
AB42,stat,2720501,0.327634,292.5,379.5,-0.37566326094469943,No substantial change
AB42,stat,2721501,0.328157,308.5,367.5,-0.25247376057430887,No substantial change
AB42,stat,2722501,0.328679,316,394.5,-0.32010074183635556,No substantial change
AB42,stat,2723501,0.329202,310,411,-0.4068701784074454,No substantial change
AB42,stat,2724501,0.329724,229,327.5,-0.5161473083278686,No substantial change
AB42,stat,2725501,0.330247,206.5,296,-0.5194553942095045,No substantial change
AB42,stat,2726501,0.33077,212,289,-0.4470052279374796,No substantial change
AB42,stat,2727501,0.331292,218,307.5,-0.49625827544967577,No substantial change
AB42,stat,2728501,0.331815,220.5,300,-0.44418384493836033,No substantial change
AB42,stat,2729501,0.332337,235,348.5,-0.5684978993034234,No substantial change
AB42,stat,2730501,0.33286,220,345,-0.6490928381408719,No substantial change
AB42,stat,2731501,0.333382,166.5,342.5,-1.040581810776627,Depleted in Meropenem
AB42,stat,2732501,0.333905,133.5,339,-1.34444553144879,Depleted in Meropenem
AB42,stat,2733501,0.334427,205.5,409.5,-0.9947250579593258,No substantial change
AB42,stat,2734501,0.33495,164.5,370.5,-1.1713859585705924,Depleted in Meropenem
AB42,stat,2735501,0.335472,234,397.5,-0.7644463305883132,No substantial change
AB42,stat,2736501,0.335995,210,359.5,-0.7756024427731751,No substantial change
AB42,stat,2737501,0.336518,198,371.5,-0.9078617804589865,No substantial change
AB42,stat,2738501,0.33704,238.5,428,-0.8436215303956355,No substantial change
AB42,stat,2739501,0.337563,196.5,386,-0.9740715350094739,No substantial change
AB42,stat,2740501,0.338085,185,318,-0.7815014947680433,No substantial change
AB42,stat,2741501,0.338608,250.5,404,-0.6895446895565863,No substantial change
AB42,stat,2742501,0.33913,263,424.5,-0.6907017542607362,No substantial change
AB42,stat,2743501,0.339653,264.5,482.5,-0.867261220041417,No substantial change
AB42,stat,2744501,0.340175,206.5,430,-1.058194878170015,Depleted in Meropenem
AB42,stat,2745501,0.340698,263.5,458.5,-0.7991187719578396,No substantial change
AB42,stat,2746501,0.34122,241.5,400.5,-0.7297790535729369,No substantial change
AB42,stat,2747501,0.341743,224,432,-0.9475325801058645,No substantial change
AB42,stat,2748501,0.342266,214.5,411,-0.9381607461821374,No substantial change
AB42,stat,2749501,0.342788,224.5,393,-0.8078138675174595,No substantial change
AB42,stat,2750501,0.343311,238.5,446,-0.9030544439147931,No substantial change
AB42,stat,2751501,0.343833,230,451,-0.9714935723110056,No substantial change
AB42,stat,2752501,0.344356,242,391.5,-0.694005260016446,No substantial change
AB42,stat,2753501,0.344878,256,449.5,-0.8121773055144473,No substantial change
AB42,stat,2754501,0.345401,191.5,382.5,-0.998115355655057,No substantial change
AB42,stat,2755501,0.345923,176,356.5,-1.0183266478065909,Depleted in Meropenem
AB42,stat,2756501,0.346446,229,427.5,-0.9005768216763161,No substantial change
AB42,stat,2757501,0.346968,224.5,366.5,-0.7070977533926649,No substantial change
AB42,stat,2758501,0.347491,198.5,322.5,-0.7001601531676587,No substantial change
AB42,stat,2759501,0.348013,224.5,325.5,-0.5359420984244886,No substantial change
AB42,stat,2760501,0.348536,252.5,316,-0.3236411705379458,No substantial change
AB42,stat,2761501,0.349059,245.5,354.5,-0.530062602924823,No substantial change
AB42,stat,2762501,0.349581,215,316,-0.5555878985876427,No substantial change
AB42,stat,2763501,0.350104,187.5,287.5,-0.6166713604484944,No substantial change
AB42,stat,2764501,0.350626,202,300,-0.5706072077440861,No substantial change
AB42,stat,2765501,0.351149,228.5,365.5,-0.6776772408943675,No substantial change
AB42,stat,2766501,0.351671,243.5,393.5,-0.6924418634251444,No substantial change
AB42,stat,2767501,0.352194,241,357,-0.566890927799138,No substantial change
AB42,stat,2768501,0.352716,340,457,-0.42665941892036796,No substantial change
AB42,stat,2769501,0.353239,362,463.5,-0.3565796415423254,No substantial change
AB42,stat,2770501,0.353761,328,424,-0.3703684499451154,No substantial change
AB42,stat,2771501,0.354284,447.5,467,-0.06153486755804311,No substantial change
AB42,stat,2772501,0.354807,487,483.5,0.010405882605500983,No substantial change
AB42,stat,2773501,0.355329,642.5,590,0.12298149983203682,No substantial change
AB42,stat,2774501,0.355852,529.5,481.5,0.1370948861488772,No substantial change
AB42,stat,2775501,0.356374,656.5,552.5,0.24882054661409297,No substantial change
AB42,stat,2776501,0.356897,561.5,539.5,0.05766306291258417,No substantial change
AB42,stat,2777501,0.357419,446,397.5,0.16608884974858698,No substantial change
AB42,stat,2778501,0.357942,560.5,531.5,0.07664468127432197,No substantial change
AB42,stat,2779501,0.358464,566.5,557.5,0.023104151012848687,No substantial change
