strain,phase,window_mid,norm_position,density_drug,density_nd,log2FC,t_test_p,t_test_p_adj_BH,mwu_p,category
AB42,stat,1734501,-0.171688,244,426,-0.8039722826629518,0.01958205822823903,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1735501,-0.17121,227,377.5,-0.7337843469215262,0.07234342972445995,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1736501,-0.170732,287,435,-0.5999646640604029,0.08453366211339348,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1737501,-0.170253,292,446,-0.6110753410402875,0.1883643758280053,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1738501,-0.169775,287,457.5,-0.672721006495717,0.22515673257810093,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1739501,-0.169297,233,381.5,-0.7113531021802502,0.1676748348535976,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1740501,-0.168819,236.5,408,-0.7867289686321003,0.14833636536065622,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1741501,-0.168341,225.5,427,-0.9211086363651093,0.10018184698611837,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1742501,-0.167862,252.5,496,-0.9740567327477182,0.05471539395063397,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1743501,-0.167384,244.5,512,-1.0663093450477663,0.10893337844733073,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1744501,-0.166906,298.5,510,-0.7727663155940528,0.2660646135915679,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1745501,-0.166428,276,412.5,-0.5797258523550092,0.25981306867382487,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1746501,-0.165949,210,343,-0.7078192485066896,0.32114972886492077,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1747501,-0.165471,213,391,-0.876315177081514,0.22361674898249714,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1748501,-0.164993,222.5,412,-0.8888390013294581,0.29308270956110777,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1749501,-0.164515,216.5,414,-0.9352637427726004,0.1823249459563885,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1750501,-0.164036,254,392,-0.6260251573430423,0.38421415982554685,0.6222732264842071,0.3333333333333333,Not significant
AB42,stat,1751501,-0.163558,207.5,352.5,-0.7645119210518689,0.21792347823398106,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1752501,-0.16308,204.5,350.5,-0.7773136010688745,0.2138815443566425,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1753501,-0.162602,180.5,341.5,-0.9198867414029194,0.06901811017540416,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1754501,-0.162123,230.5,390.5,-0.7605557977126415,0.177344128547706,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1755501,-0.161645,224,386.5,-0.7869696818672434,0.1386036895564189,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1756501,-0.161167,248,354.5,-0.5154455068526409,0.1844576094764857,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1757501,-0.160689,309,429.5,-0.47505129323408907,0.19400001550593526,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1758501,-0.16021,364.5,443,-0.28138788422808125,0.22735800243703408,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1759501,-0.159732,363.5,392,-0.10889829019561388,0.4600179101398588,0.6552514095339719,0.6666666666666666,Not significant
AB42,stat,1760501,-0.159254,332,392.5,-0.24150941243206453,0.45122819142504755,0.649880131489784,0.6666666666666666,Not significant
AB42,stat,1761501,-0.158776,394.5,442.5,-0.1656521549569012,0.7117289077550122,0.8214939598302302,1,Not significant
AB42,stat,1762501,-0.158297,395.5,372,0.0883750733647605,0.8592179256887646,0.9204242993774169,1,Not significant
AB42,stat,1763501,-0.157819,378.5,392.5,-0.0523993537932577,0.9403690979902155,0.9678836242780195,1,Not significant
AB42,stat,1764501,-0.157341,354,443,-0.3235573384720209,0.586896803526469,0.7302469861155941,1,Not significant
AB42,stat,1765501,-0.156863,334,422.5,-0.3391032386954944,0.3206779705262047,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1766501,-0.156385,335,432.5,-0.3685390371789523,0.33635074248520574,0.6121850216008876,0.3333333333333333,Not significant
AB42,stat,1767501,-0.155906,318.5,436.5,-0.45468828137313977,0.07415537056706363,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1768501,-0.155428,287,417,-0.5389966467689757,0.030976344570823565,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1769501,-0.15495,301.5,477,-0.6618312641054268,0.0015518686317693485,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1770501,-0.154472,254,409,-0.687272346169583,0.05050301427814563,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1771501,-0.153993,258,380.5,-0.5605253880802914,0.07702473128873134,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1772501,-0.153515,261.5,430,-0.7175257133425188,0.09402412069114165,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1773501,-0.153037,227,411.5,-0.8582001331307108,0.0633927765176329,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1774501,-0.152559,229.5,391,-0.7686744538935442,0.10725864289116388,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1775501,-0.15208,223,354,-0.6667056501626927,0.13799117670038044,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1776501,-0.151602,227,422.5,-0.8962590438786316,0.1004817837922477,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1777501,-0.151124,243.5,460,-0.917712088862033,0.04062208106599044,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1778501,-0.150646,304.5,454,-0.5762500693845825,0.17879466849791834,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1779501,-0.150167,241,434.5,-0.8503230305844387,0.1909884874639208,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1780501,-0.149689,302,511,-0.7587747416125425,0.24867700894675604,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1781501,-0.149211,241.5,350,-0.5353317329965558,0.3475444748261595,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,1782501,-0.148733,278,450.5,-0.6964422230900311,0.30812906826069053,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1783501,-0.148254,207,415,-1.0034805687349617,0.20726636466362028,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1784501,-0.147776,250.5,408,-0.7037585487762871,0.32563637572556153,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1785501,-0.147298,275.5,456,-0.7269815055935841,0.30929713344118975,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1786501,-0.14682,210.5,376.5,-0.8388296316055323,0.20528178867321656,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1787501,-0.146341,202,364,-0.8495831574469015,0.1770295902747782,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1788501,-0.145863,231.5,418.5,-0.8542154292901073,0.20540468270873072,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1789501,-0.145385,226.5,407.5,-0.8472890090722048,0.10206286952310861,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1790501,-0.144907,254.5,461,-0.8571010943536428,0.12189007444776077,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1791501,-0.144429,265.5,441.5,-0.7337015768443125,0.09772353989019936,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1792501,-0.14395,235.5,433.5,-0.8803049336090518,0.09572712741549608,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1793501,-0.143472,286,436,-0.6083129879985371,0.10805695522750815,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1794501,-0.142994,289.5,398,-0.45920508255441234,0.2194217236327169,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1795501,-0.142516,283.5,431.5,-0.6060118242367263,0.17591877806920786,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1796501,-0.142037,292,419.5,-0.5227024415598059,0.007282310920040449,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1797501,-0.141559,246,409.5,-0.7352051363017689,0.0410788751026845,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1798501,-0.141081,274.5,406,-0.5646735781799777,5.865713394672242e-4,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1799501,-0.140603,328,442.5,-0.4319816403522761,0.05110493036641783,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1800501,-0.140124,316,407,-0.36510423608914416,0.2425422924504926,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1801501,-0.139646,404,600.5,-0.5718089529538394,0.10333967440486011,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1802501,-0.139168,470,644,-0.4543999315496173,0.1022368766430481,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1803501,-0.13869,517,631,-0.28747572466761434,0.14432132789694543,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1804501,-0.138211,532,645.5,-0.27899084980600114,0.13820015955591944,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1805501,-0.137733,465.5,593,-0.34925093698720994,0.1807577609147735,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1806501,-0.137255,389.5,479,-0.29840232767451097,0.038315914133956006,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1807501,-0.136777,494,629,-0.34854897529461154,0.05652907585460245,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1808501,-0.136298,331,409,-0.3052696261345311,0.007924742192821865,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1809501,-0.13582,435,389.5,0.1593920726744215,0.7762214964629632,0.8673249647838528,1,Not significant
AB42,stat,1810501,-0.135342,546,450,0.2789759497028154,0.7048027485086563,0.815851461413316,1,Not significant
AB42,stat,1811501,-0.134864,547,419.5,0.38287002235273343,0.6890873041584499,0.8040765811624888,1,Not significant
AB42,stat,1812501,-0.134385,452,318.5,0.5050294001588873,0.683456747735792,0.8003980163597869,1,Not significant
AB42,stat,1813501,-0.133907,419,332,0.33576700235242674,0.7709216013760523,0.8641573605570305,1,Not significant
AB42,stat,1814501,-0.133429,341.5,281,0.2813154480691644,0.793103298864638,0.8772335935508317,1,Not significant
AB42,stat,1815501,-0.132951,464,350,0.4067698832952432,0.7456622297242914,0.8438255856412933,1,Not significant
AB42,stat,1816501,-0.132473,371.5,294.5,0.3350945767081355,0.7852275045519829,0.8733474800628165,1,Not significant
AB42,stat,1817501,-0.131994,417.5,310,0.42950798208717694,0.7343596747752614,0.8355715083262708,1,Not significant
AB42,stat,1818501,-0.131516,394,317,0.31371278931696905,0.8016572961004983,0.8827931280490636,1,Not significant
AB42,stat,1819501,-0.131038,337,286.5,0.2342134524249537,0.8410282384898087,0.9105741175845831,1,Not significant
AB42,stat,1820501,-0.13056,291.5,238.5,0.289506617194985,0.7993176800989182,0.8814288050443594,1,Not significant
AB42,stat,1821501,-0.130081,310.5,248.5,0.32134741665819533,0.7863173523993108,0.8738314401906301,1,Not significant
AB42,stat,1822501,-0.129603,310,246,0.3336098999349978,0.7926174459180496,0.8772335935508317,1,Not significant
AB42,stat,1823501,-0.129125,378.5,283,0.4194912471538493,0.7230814411066044,0.8295063451112292,1,Not significant
AB42,stat,1824501,-0.128647,318.5,244.5,0.38145890730406673,0.717539392824792,0.8262950039892053,1,Not significant
AB42,stat,1825501,-0.128168,308.5,254.5,0.2776048330737227,0.7796353294271754,0.8695431362190559,1,Not significant
AB42,stat,1826501,-0.12769,554.5,474.5,0.22477937314060048,0.8189426704478522,0.8942626712040707,1,Not significant
AB42,stat,1827501,-0.127212,517.5,490.5,0.07730572616744871,0.9241849348704709,0.9601547688690623,1,Not significant
AB42,stat,1828501,-0.126734,453,432,0.06847973788276661,0.9021685169578384,0.9466149742922393,1,Not significant
AB42,stat,1829501,-0.126255,411.5,379.5,0.1167925450061594,0.7478734258673838,0.8450132549304104,1,Not significant
AB42,stat,1830501,-0.125777,450,434.5,0.050568824402637005,0.8722654601193099,0.9278828114552915,1,Not significant
AB42,stat,1831501,-0.125299,381.5,316.5,0.2694775574061892,0.5251094638678239,0.6889050764504477,0.6666666666666667,Not significant
AB42,stat,1832501,-0.124821,423.5,399.5,0.08416646640422193,0.8340177771837542,0.9059808919847527,1,Not significant
AB42,stat,1833501,-0.124342,348.5,319,0.12760223210355384,0.7237327733628187,0.8297428883986437,0.6666666666666667,Not significant
AB42,stat,1834501,-0.123864,260.5,223.5,0.22100854109519055,0.7195507593661983,0.8278030798786445,0.6666666666666667,Not significant
AB42,stat,1835501,-0.123386,268,238,0.1712714271498289,0.7715987375930811,0.8643692041343569,0.6666666666666667,Not significant
AB42,stat,1836501,-0.122908,325,323,0.008905553221892057,0.9912906802177457,0.9958477918259996,1,Not significant
AB42,stat,1837501,-0.122429,374.5,430.5,-0.201047518938093,0.5466438770535123,0.7024268561367981,0.6666666666666666,Not significant
AB42,stat,1838501,-0.121951,345.5,401,-0.21491652606666176,0.6081102196154479,0.747352154493632,1,Not significant
AB42,stat,1839501,-0.121473,296.5,305,-0.040777137904244955,0.9448838381884188,0.9695999581696931,1,Not significant
AB42,stat,1840501,-0.120995,285,276.5,0.04368243881739704,0.948011352546251,0.971050768891069,1,Not significant
AB42,stat,1841501,-0.120516,300.5,278.5,0.10968766337115365,0.899748705489635,0.9450665836255244,1,Not significant
AB42,stat,1842501,-0.120038,313.5,308,0.025535092107137478,0.9759270341438129,0.9878362116825969,1,Not significant
AB42,stat,1843501,-0.11956,273.5,260.5,0.07025746051404841,0.9357403086783729,0.9656454113268571,1,Not significant
AB42,stat,1844501,-0.119082,219.5,205,0.09859703002991223,0.9110115419202368,0.9520818358529123,1,Not significant
AB42,stat,1845501,-0.118604,286,235.5,0.28028808716560616,0.7878671788971208,0.8753108169545148,1,Not significant
AB42,stat,1846501,-0.118125,250,215.5,0.2142402255729889,0.8140462272163849,0.8917759490490847,1,Not significant
AB42,stat,1847501,-0.117647,270.5,225,0.26570359260977827,0.7652274186979698,0.8589768950004685,1,Not significant
AB42,stat,1848501,-0.117169,285,292,-0.035006449827913184,0.9694883707484409,0.984960014407521,1,Not significant
AB42,stat,1849501,-0.116691,233,253.5,-0.12165579234906021,0.890286056415835,0.9395638824167114,1,Not significant
AB42,stat,1850501,-0.116212,234.5,261,-0.1544618840545079,0.8696443692058394,0.9265185014745233,1,Not significant
AB42,stat,1851501,-0.115734,165,246,-0.576192291093424,0.5133178658665316,0.6815461144284463,0.6666666666666666,Not significant
AB42,stat,1852501,-0.115256,173.5,272,-0.6486709886720786,0.4513126844459938,0.649880131489784,0.3333333333333333,Not significant
AB42,stat,1853501,-0.114778,203,281.5,-0.4716551948950533,0.5998701548696344,0.7403063648456086,1,Not significant
AB42,stat,1854501,-0.114299,236,333,-0.49673531770942086,0.5329972385807009,0.6935719672658844,0.6666666666666666,Not significant
AB42,stat,1855501,-0.113821,349.5,445.5,-0.3501329761464856,0.6514544846654974,0.7788664546433716,1,Not significant
AB42,stat,1856501,-0.113343,244,319.5,-0.3889347833841081,0.6045561761085814,0.7440995817622597,1,Not significant
AB42,stat,1857501,-0.112865,248.5,322,-0.37381483655233083,0.5949468488670221,0.7363731631726603,1,Not significant
AB42,stat,1858501,-0.112386,211.5,316.5,-0.5815478363083916,0.3742368004205986,0.6186508130475741,0.3333333333333333,Not significant
AB42,stat,1859501,-0.111908,225.5,354,-0.6506219268276164,0.24222701074282027,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1860501,-0.11143,230,368.5,-0.6800307581506944,0.17393315759288483,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1861501,-0.110952,231.5,379,-0.7111856549108553,0.26236800825126466,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1862501,-0.110473,266.5,464,-0.7999892723683962,0.16187292599777817,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1863501,-0.109995,241,473,-0.9728070371094336,0.13218961280673625,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1864501,-0.109517,271.5,476,-0.8100093755035821,0.19332661646970248,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1865501,-0.109039,257,426,-0.7290850710319601,0.1827534935315789,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1866501,-0.10856,270,473.5,-0.8104050184175541,0.1813192818381284,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1867501,-0.108082,287,463.5,-0.6915186019498429,0.25378178582295774,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1868501,-0.107604,266,480.5,-0.8531101852725609,0.13304447706663453,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1869501,-0.107126,271,440,-0.6992106721707879,0.27224330594125346,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1870501,-0.106648,274,430.5,-0.6518373444363172,0.23022741464306393,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1871501,-0.106169,234,352.5,-0.5911147277027514,0.2324150302098908,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1872501,-0.105691,287.5,458,-0.6717856422652062,0.26997059475476914,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1873501,-0.105213,250,392,-0.6489255594531212,0.27770476052762055,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1874501,-0.104735,230.5,367.5,-0.6729774992943888,0.2785378629155426,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1875501,-0.104256,313.5,471.5,-0.5887923278730576,0.11920733260416173,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1876501,-0.103778,298.5,401.5,-0.4276690562525095,0.15735806688555645,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1877501,-0.1033,302,396,-0.3909518807545307,0.0913892724617589,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1878501,-0.102822,383.5,438,-0.19170429209823997,0.5410453413421974,0.699498077731404,0.6666666666666666,Not significant
AB42,stat,1879501,-0.102343,452.5,490,-0.1148639570320029,0.7802293758295243,0.8699633586247327,1,Not significant
AB42,stat,1880501,-0.101865,479.5,466.5,0.03965373416637223,0.9173910006574899,0.956073286473865,1,Not significant
AB42,stat,1881501,-0.101387,696.5,598.5,0.21877210565775096,0.774230684438696,0.8656854678839818,1,Not significant
AB42,stat,1882501,-0.100909,492.5,472.5,0.05980939523530361,0.9413571454068614,0.9678836242780195,1,Not significant
AB42,stat,1883501,-0.10043,384,415,-0.11200502551313088,0.8890340918642337,0.9391588169323368,1,Not significant
AB42,stat,1884501,-0.099952,518,523,-0.013858848560387523,0.9859805776437756,0.9936128859658714,1,Not significant
AB42,stat,1885501,-0.099474,581,492.5,0.23841443906079013,0.7898891336985137,0.8768311799538737,1,Not significant
AB42,stat,1886501,-0.098996,502,488.5,0.0393288019823867,0.9628537615668662,0.9814833149984042,1,Not significant
AB42,stat,1887501,-0.098517,612.5,567.5,0.11008945171165552,0.8581096965586341,0.9204242993774169,1,Not significant
AB42,stat,1888501,-0.098039,497.5,513.5,-0.045667750887183826,0.9431495035885242,0.9688539098297977,1,Not significant
AB42,stat,1889501,-0.097561,413,473.5,-0.1972226440489397,0.5459567297612826,0.7022199633678688,1,Not significant
AB42,stat,1890501,-0.097083,362,402,-0.15120580409572323,0.3439050445882287,0.6137953835010413,0.6666666666666666,Not significant
AB42,stat,1891501,-0.096604,273.5,350.5,-0.35787361121806655,0.17337552649736254,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1892501,-0.096126,239,307,-0.3612280373894308,0.23687081441076083,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1893501,-0.095648,301,351.5,-0.2237612023128332,0.3632299165661502,0.6148336854656107,0.6666666666666666,Not significant
AB42,stat,1894501,-0.09517,223,281.5,-0.33609121215992477,0.46560881462096143,0.6578959438247323,0.6666666666666666,Not significant
AB42,stat,1895501,-0.094692,258,308,-0.25555928527164723,0.56611859199065,0.7151871612173354,0.6666666666666666,Not significant
AB42,stat,1896501,-0.094213,299,350.5,-0.22926895981251807,0.6997776708980115,0.8123832398595645,1,Not significant
AB42,stat,1897501,-0.093735,286,379.5,-0.40808473863707684,0.42764555172194574,0.63963122491396,0.6666666666666666,Not significant
AB42,stat,1898501,-0.093257,258,354,-0.45637829465974344,0.4409527734598164,0.6453877688526974,0.6666666666666666,Not significant
AB42,stat,1899501,-0.092779,266.5,403.5,-0.5984331405186045,0.3112602921592183,0.6116357597452545,0.41421617824252505,Not significant
AB42,stat,1900501,-0.0923,266,393.5,-0.5649373900062967,0.3620299121526127,0.6148336854656107,0.3333333333333333,Not significant
AB42,stat,1901501,-0.091822,298.5,382.5,-0.3577288163152091,0.3551291108884579,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,1902501,-0.091344,325,449,-0.46627572682533003,0.12369898390091118,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1903501,-0.090866,257.5,359,-0.47941141175247054,0.04984442718699442,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1904501,-0.090387,263,403.5,-0.617505873985478,0.04488053500822996,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1905501,-0.089909,272,403.5,-0.568962022027441,0.07764313417799945,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1906501,-0.089431,280.5,363.5,-0.37395459331080144,0.21068917129392215,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1907501,-0.088953,256.5,382,-0.5746138124286947,0.20850003135219153,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1908501,-0.088474,290,410,-0.49957100949051164,0.11816629566517671,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1909501,-0.087996,295,399,-0.43567379197314215,0.04320160689463365,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1910501,-0.087518,303.5,448,-0.5618022158019221,0.14863732299586585,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1911501,-0.08704,260.5,374.5,-0.5236823461802428,0.18234757756488496,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1912501,-0.086561,255.5,309,-0.2742835469667532,0.5672373788337837,0.7160209536098581,1,Not significant
AB42,stat,1913501,-0.086083,242.5,367.5,-0.5997595026492368,0.2720574405471384,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1914501,-0.085605,209.5,321,-0.6156230534229515,0.32859453729763005,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1915501,-0.085127,267.5,383,-0.5178055006364478,0.522721761447382,0.6873281457634429,0.6666666666666666,Not significant
AB42,stat,1916501,-0.084648,284,384.5,-0.43709266845714445,0.5469053358489211,0.702537364369291,0.6666666666666666,Not significant
AB42,stat,1917501,-0.08417,185.5,317,-0.773063653518604,0.35304769530834573,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,1918501,-0.083692,234,307,-0.39173012578677485,0.6215903766045356,0.7581016959867685,1,Not significant
AB42,stat,1919501,-0.083214,189,307.5,-0.7022001760055296,0.34053282027882936,0.6136333989182866,0.3333333333333333,Not significant
AB42,stat,1920501,-0.082736,200,279,-0.48026512205446287,0.5039396927065414,0.6746153559334643,0.6666666666666666,Not significant
AB42,stat,1921501,-0.082257,228.5,399.5,-0.8060013378699072,0.30474208400557884,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1922501,-0.081779,280.5,403,-0.5227790679191746,0.5279852000697345,0.6906412091078787,0.6666666666666666,Not significant
AB42,stat,1923501,-0.081301,262.5,370,-0.4952078479628272,0.5135855607314066,0.6816031107618667,0.6666666666666666,Not significant
AB42,stat,1924501,-0.080823,205.5,379.5,-0.8849614917337835,0.28539416234324966,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1925501,-0.080344,279,410,-0.5553587876762583,0.2021544260676371,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1926501,-0.079866,233,371,-0.6710892319665231,0.21100892664334853,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1927501,-0.079388,302.5,476,-0.6540264311459867,0.2386362495033229,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1928501,-0.07891,369,482.5,-0.38690812609504677,0.24184453313555235,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1929501,-0.078431,274,429.5,-0.6484822381779368,0.15000884504074727,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1930501,-0.077953,269.5,419.5,-0.6383855376873179,0.16685774185464355,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1931501,-0.077475,315,554.5,-0.8158356317744313,0.18378674909176307,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1932501,-0.076997,262.5,419,-0.6746328211458666,0.20420146976159614,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1933501,-0.076518,275,434,-0.6582634240324574,0.2528228117842932,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1934501,-0.07604,237,395.5,-0.7387906355745328,0.17949665377620683,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1935501,-0.075562,215.5,357,-0.7282362049400016,0.23714274087316847,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1936501,-0.075084,228.5,428,-0.9054166313430771,0.16182579038445538,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1937501,-0.074605,168,367.5,-1.1292830169449666,0.07798079353784083,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1938501,-0.074127,199.5,407,-1.0286400480439013,0.08928857863910758,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1939501,-0.073649,210.5,366,-0.7980234152176463,0.1465872435704963,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1940501,-0.073171,209.5,403,-0.9438295948286158,0.13551812059012455,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1941501,-0.072692,245.5,373.5,-0.6053852184745442,0.337610334975021,0.6121850216008876,0.3333333333333333,Not significant
AB42,stat,1942501,-0.072214,205,361,-0.8163749273817249,0.21298315908973747,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1943501,-0.071736,186.5,335,-0.8449854650898969,0.16883685665829193,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1944501,-0.071258,236,370,-0.6487384111544708,0.228257833997209,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1945501,-0.07078,210,372,-0.8249132934419087,0.11970073851878978,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1946501,-0.070301,294,418.5,-0.5094114677139794,0.35629551323053527,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,1947501,-0.069823,416.5,540.5,-0.37597812236910266,0.2302817860453724,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1948501,-0.069345,476.5,573.5,-0.2673172721058831,0.11887145491454922,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1949501,-0.068867,384.5,487,-0.3409381741205156,0.04144174713790174,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1950501,-0.068388,327.5,445.5,-0.4439305250971094,0.1549911745279269,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1951501,-0.06791,255.5,373.5,-0.5477849518516159,0.05326010264984873,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1952501,-0.067432,329,414,-0.3315431837640838,0.13216953801719805,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1953501,-0.066954,318.5,437,-0.4563399072442979,0.1714914147762604,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,1954501,-0.066475,324.5,431,-0.4094693910899596,0.35177619549310984,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,1955501,-0.065997,331.5,440,-0.40849465341207186,0.43052590919986783,0.641599327987789,0.6666666666666666,Not significant
